Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
11,2014,Martin Brodeur*\brodema01,41,NJD,39,39,19,14,6,96,971,875,0.901,2.51,3,4.4,2297,18,0.462,8,115,-12.33,0,3,3,2
12,2014,Ilya Bryzgalov\bryzgil01,33,TOT,32,30,12,9,8,81,891,810,0.909,2.68,4,4.9,1814,16,0.533,4,106,-4.23,0,0,0,0
12,2014,Ilya Bryzgalov\bryzgil01,33,EDM,20,19,5,8,5,57,622,565,0.908,3.01,1,3.4,1135,10,0.526,2,106,-3.4,0,0,0,0
12,2014,Ilya Bryzgalov\bryzgil01,33,MIN,12,11,7,1,3,24,269,245,0.911,2.12,3,1.5,679,6,0.545,2,,,0,0,0,0
13,2014,Peter Budaj\budajpe01,31,MTL,24,21,10,8,3,56,615,559,0.909,2.51,1,3.4,1338,9,0.429,3,106,-3.01,0,0,0,6
14,2014,Jack Campbell\campbja01,22,DAL,1,1,0,1,0,6,47,41,0.872,6,0,0,60,0,0,0,,,0,0,0,0
15,2014,Scott Clemmensen\clemmsc01,36,FLA,17,14,6,7,1,47,454,407,0.896,3.08,0,1.8,914,6,0.429,3,120,-7.88,0,1,1,0
16,2014,Corey Crawford\crawfco01,29,CHI,59,56,32,16,10,128,1533,1405,0.917,2.26,2,9.8,3395,31,0.554,6,97,4.09,0,1,1,0
17,2014,John Curry\curryjo01,29,MIN,2,1,1,0,0,4,57,53,0.93,3.01,0,0.5,80,1,1,0,,,0,0,0,0
18,2014,Cedrick Desjardins\desjace01,28,TBL,1,0,0,1,0,2,13,11,0.846,6.65,0,0,18,0,,0,,,0,0,0,2
19,2014,Devan Dubnyk\dubnyde01,27,TOT,34,31,11,18,3,103,945,842,0.891,3.43,2,3.1,1802,11,0.355,8,126,-21.57,0,0,0,6
19,2014,Devan Dubnyk\dubnyde01,27,EDM,32,29,11,17,2,94,885,791,0.894,3.36,2,3.2,1678,11,0.379,7,123,-17.74,0,0,0,6
19,2014,Devan Dubnyk\dubnyde01,27,NSH,2,2,0,1,1,9,60,51,0.85,4.36,0,-0.1,124,0,0,1,,,0,0,0,0
20,2014,Brian Elliott\elliobr01,28,STL,31,25,18,6,2,53,681,628,0.922,1.96,4,4.8,1624,15,0.6,2,90,5.68,0,2,2,0
21,2014,Dan Ellis\ellisda01,33,TOT,20,16,5,11,0,62,514,452,0.879,3.62,1,1,1027,4,0.25,6,140,-17.71,0,1,1,0
21,2014,Dan Ellis\ellisda01,33,DAL,14,11,5,6,0,35,349,314,0.9,3.04,1,1.5,690,4,0.364,2,116,-4.93,0,1,1,0
21,2014,Dan Ellis\ellisda01,33,FLA,6,5,0,5,0,27,165,138,0.836,4.8,0,-0.5,337,0,0,4,,,0,0,0,0
22,2014,Ray Emery\emeryra01,31,PHI,28,21,9,12,2,69,711,642,0.903,2.96,2,3.4,1398,11,0.524,2,113,-7.74,0,0,0,31
23,2014,Jhonas Enroth\enrotjh01,25,BUF,28,26,4,17,5,74,834,760,0.911,2.82,0,4.8,1574,14,0.538,3,103,-2.14,0,0,0,0
24,2014,Joacim Eriksson\eriksjo01,23,VAN,1,0,,,,6,31,25,0.806,9.99,0,-0.2,36,0,,0,,,0,0,0,0
25,2014,Viktor Fasth\fasthvi01,31,TOT,12,12,5,5,2,33,340,307,0.903,2.83,0,1.6,701,5,0.417,2,113,-3.7,0,0,0,0
25,2014,Viktor Fasth\fasthvi01,31,EDM,7,7,3,3,1,18,209,191,0.914,2.73,0,1.3,396,4,0.571,1,,,0,0,0,0
25,2014,Viktor Fasth\fasthvi01,31,ANA,5,5,2,2,1,15,131,116,0.885,2.95,0,0.3,305,1,0.2,1,,,0,0,0,0
26,2014,Marc-Andre Fleury\fleurma01,29,PIT,64,64,39,18,5,150,1774,1624,0.915,2.37,5,11.1,3792,33,0.516,11,98,2.86,0,0,0,4
27,2014,John Gibson\gibsojo02,20,ANA,3,3,3,0,0,4,87,83,0.954,1.33,1,0.9,181,3,1,0,,,0,0,0,0
28,2014,Jean-Sebastien Giguere\gigueje01,36,COL,22,19,11,6,1,53,608,555,0.913,2.62,2,3.6,1212,12,0.632,4,101,-0.61,0,0,0,4
29,2014,Thomas Greiss\greisth01,28,PHX,25,20,10,8,5,50,626,576,0.92,2.29,2,4.3,1312,12,0.6,2,93,3.94,0,0,0,0
30,2014,Philipp Grubauer\grubaph01,22,WSH,17,14,6,5,5,35,469,434,0.925,2.38,0,3.5,883,9,0.643,2,87,5.41,0,0,0,0
31,2014,Kristers Gudlevskis\gudlekr01,21,TBL,1,1,1,0,0,2,38,36,0.947,2.01,0,0.4,60,1,1,0,,,0,0,0,0
32,2014,Jonas Gustavsson\gustajo01,29,DET,27,26,16,5,4,68,735,667,0.907,2.63,0,3.9,1551,13,0.5,6,107,-4.67,0,0,0,0
33,2014,Matt Hackett\hackema01,23,BUF,8,8,1,6,1,22,239,217,0.908,3.1,0,1.3,426,4,0.5,1,,,0,0,0,0
34,2014,Jaroslav Halak\halakja01,28,TOT,52,50,29,13,7,110,1385,1275,0.921,2.25,5,9.5,2939,30,0.6,6,92,9.34,0,1,1,0
34,2014,Jaroslav Halak\halakja01,28,STL,40,38,24,9,4,83,1002,919,0.917,2.23,4,6.5,2238,22,0.579,6,96,3.34,0,1,1,0
34,2014,Jaroslav Halak\halakja01,28,WSH,12,12,5,4,3,27,383,356,0.93,2.31,1,3,701,8,0.667,0,82,6,0,0,0,0
35,2014,Andrew Hammond\hammoan01,25,OTT,1,0,,,,0,11,11,1,0,0,0.2,35,0,,0,,,0,0,0,0
36,2014,Josh Harding\hardijo01,29,MIN,29,26,18,7,3,46,690,644,0.933,1.66,3,5.8,1668,21,0.808,3,77,13.45,0,0,0,0
37,2014,Cal Heeter\heeteca01,25,PHI,1,1,0,0,1,5,38,33,0.868,4.69,0,0,64,0,0,0,,,0,0,0,0
38,2014,Magnus Hellberg\hellbma01,22,NSH,1,0,,,,1,4,3,0.75,4.92,0,-0.1,12,0,,0,,,0,0,0,0
39,2014,Jonas Hiller\hillejo01,31,ANA,50,50,29,13,7,120,1348,1228,0.911,2.48,5,7.7,2909,27,0.54,11,103,-3.85,0,2,2,0
40,2014,Braden Holtby\holtbbr01,24,WSH,48,45,23,15,4,126,1475,1349,0.915,2.85,4,9,2656,26,0.578,7,99,1.1,0,2,2,7
41,2014,Jimmy Howard\howarja02,29,DET,51,50,21,19,11,133,1482,1349,0.91,2.66,2,8.3,3004,25,0.5,7,104,-5.3,0,0,0,6
42,2014,Michael Hutchinson\hutchmi01,23,WPG,3,3,2,1,0,5,88,83,0.943,1.64,0,0.8,183,3,1,0,,,0,0,0,0
43,2014,Carter Hutton\huttoca01,28,NSH,40,34,20,11,4,91,1006,915,0.91,2.62,1,5.6,2085,15,0.441,8,105,-4.32,0,1,1,2
44,2014,Chad Johnson\johnsch02,27,BOS,27,23,17,4,3,53,708,655,0.925,2.1,2,5.2,1511,15,0.652,2,87,8.01,0,0,0,0
45,2014,Martin Jones\jonesma02,24,LAK,19,18,12,6,0,33,500,467,0.934,1.81,4,4.2,1095,13,0.722,1,77,10.08,0,1,1,0
46,2014,Nikolai Khabibulin\khabini01,41,CHI,4,4,1,0,1,14,74,60,0.811,5.01,0,-0.5,168,1,0.25,3,,,0,0,0,0
47,2014,Anton Khudobin\khudoan01,27,CAR,36,34,19,14,1,80,1076,996,0.926,2.3,1,8,2084,22,0.647,2,86,12.72,0,0,0,0
48,2014,Connor Knapp\knappco01,23,BUF,2,1,0,0,1,4,32,28,0.875,3.14,0,0,77,0,0,0,,,0,1,1,0
49,2014,Darcy Kuemper\kuempda01,23,MIN,26,25,12,8,4,60,702,642,0.915,2.43,2,4.3,1480,12,0.48,4,99,0.49,0,0,0,0
50,2014,Jason LaBarbera\labarja01,34,EDM,7,4,1,3,0,19,146,127,0.87,3.27,0,0.1,348,0,0,3,,,0,0,0,0
51,2014,Eddie Lack\lacked01,26,VAN,41,37,16,17,5,93,1052,959,0.912,2.41,4,6.1,2319,20,0.541,5,103,-2.35,0,0,0,0
52,2014,Nathan Lawson\lawsona01,30,OTT,1,0,,,,2,10,8,0.8,10.11,0,-0.1,12,0,,0,,,0,0,0,0
53,2014,Robin Lehner\lehnero01,22,OTT,36,30,12,15,6,99,1141,1042,0.913,3.06,1,6.8,1942,19,0.633,5,101,-0.68,0,0,0,4
54,2014,Kari Lehtonen\lehtoka01,30,DAL,65,64,33,20,10,153,1888,1735,0.919,2.41,5,12.6,3804,36,0.563,10,94,9.68,0,4,4,4
55,2014,Nathan Lieuwen\lieuwna01,22,BUF,7,5,1,4,0,18,191,173,0.906,2.97,0,1,363,2,0.4,0,,,0,0,0,0
56,2014,Anders Lindback\lindban01,25,TBL,23,18,8,12,2,63,580,517,0.891,2.9,1,1.9,1302,6,0.333,3,126,-13.02,0,0,0,2
57,2014,Henrik Lundqvist\lundqhe01,31,NYR,63,62,33,24,5,144,1810,1666,0.92,2.36,5,12.4,3655,36,0.581,9,92,11.96,0,4,4,0
58,2014,Roberto Luongo\luongro01,34,TOT,56,56,25,23,7,129,1589,1460,0.919,2.4,4,10.6,3222,29,0.518,4,94,7.92,0,0,0,2
58,2014,Roberto Luongo\luongro01,34,VAN,42,42,19,16,6,96,1157,1061,0.917,2.38,3,7.4,2418,22,0.524,4,96,3.69,0,0,0,0
58,2014,Roberto Luongo\luongro01,34,FLA,14,14,6,7,1,33,432,399,0.924,2.46,1,3.1,804,7,0.5,0,89,4.22,0,0,0,2
59,2014,Joey MacDonald\macdojo01,33,CGY,11,9,5,4,1,29,264,235,0.89,2.91,0,0.8,599,2,0.222,2,,,0,0,0,2
60,2014,Drew MacIntyre\macindr01,30,TOR,2,1,0,1,0,4,51,47,0.922,2.54,0,0.4,95,0,0,0,,,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,TOT,16,12,2,8,3,46,361,315,0.873,3.39,0,0.4,814,3,0.25,4,148,-14.89,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,FLA,12,9,1,6,3,36,285,249,0.874,3.52,0,0.3,614,2,0.222,3,,,0,0,0,0
61,2014,Jacob Markstrom\marksja02,24,VAN,4,3,1,2,0,10,76,66,0.868,3.01,0,0,200,1,0.333,1,,,0,0,0,0
62,2014,Steve Mason\masonst01,25,PHI,61,60,33,18,7,145,1751,1606,0.917,2.5,4,11.3,3486,35,0.583,9,96,5.88,0,1,1,10
63,2014,Marek Mazanec\mazanma01,22,NSH,25,22,8,10,4,64,650,586,0.902,2.8,2,3,1370,11,0.5,6,114,-7.99,0,0,0,0
64,2014,Curtis McElhinney\mcelhcu01,30,CBJ,28,21,10,11,1,64,703,639,0.909,2.7,2,3.8,1423,12,0.571,3,106,-3.43,0,1,1,0
65,2014,Mike McKenna\mckenmi01,30,CBJ,4,3,1,1,1,11,114,103,0.904,3.01,0,0.5,219,0,0,0,,,0,0,0,0
66,2014,Ryan Miller\millery01,33,TOT,59,59,25,30,4,154,1885,1731,0.918,2.64,1,12.4,3501,36,0.61,7,95,8.42,0,2,2,0
66,2014,Ryan Miller\millery01,33,BUF,40,40,15,22,3,108,1411,1303,0.923,2.72,0,10.2,2384,27,0.675,4,89,13.58,0,2,2,0
66,2014,Ryan Miller\millery01,33,STL,19,19,10,8,1,46,474,428,0.903,2.47,1,2.2,1117,9,0.474,3,113,-5.16,0,0,0,0
67,2014,Al Montoya\montoal01,28,WPG,28,22,13,8,3,59,737,678,0.92,2.3,2,5,1541,13,0.591,1,93,4.5,0,0,0,2
68,2014,Petr Mrazek\mrazepe01,21,DET,9,6,2,4,0,13,178,165,0.927,1.74,2,1.4,449,4,0.667,1,,,0,0,0,0
69,2014,Evgeni Nabokov\nabokev01,38,NYI,40,39,15,14,8,103,1085,982,0.905,2.74,4,5.4,2254,16,0.41,8,110,-9.51,0,1,1,4
70,2014,Michal Neuvirth\neuvimi01,25,TOT,15,13,4,8,2,41,517,476,0.921,2.78,0,3.6,884,9,0.692,2,92,3.55,0,1,1,0
70,2014,Michal Neuvirth\neuvimi01,25,WSH,13,11,4,6,2,36,419,383,0.914,2.82,0,2.5,767,7,0.636,2,100,0.1,0,1,1,0
70,2014,Michal Neuvirth\neuvimi01,25,BUF,2,2,0,2,0,5,98,93,0.949,2.56,0,1,117,2,1,0,,,0,0,0,0
71,2014,Antti Niemi\niemian02,30,SJS,64,64,39,17,7,149,1705,1556,0.913,2.39,4,10.1,3740,30,0.469,9,101,-2.09,0,2,2,0
72,2014,Anders Nilsson\nilssan01,23,NYI,19,17,8,7,2,57,548,491,0.896,3.11,0,2.1,1101,6,0.353,4,121,-9.78,0,0,0,2
73,2014,Cristopher Nilstorp\nihlsch01,29,DAL,1,0,,,,3,17,14,0.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0
74,2014,Joni Ortio\ortiojo01,22,CGY,9,9,4,4,0,21,193,172,0.891,2.52,0,0.6,501,3,0.333,1,,,0,2,2,0
75,2014,Ondrej Pavelec\pavelon01,26,WPG,57,57,22,26,7,163,1644,1481,0.901,3.01,1,7.4,3248,24,0.421,12,115,-21.34,0,3,3,0
76,2014,Justin Peters\peterju01,27,CAR,21,20,7,9,4,51,626,575,0.919,2.5,1,4.1,1225,11,0.55,3,95,2.94,0,2,2,4
77,2014,Kevin Poulin\poulike01,23,NYI,28,26,11,16,1,89,820,731,0.891,3.29,0,2.8,1625,8,0.308,8,126,-18.34,0,0,0,0
78,2014,Carey Price\priceca01,26,MTL,59,59,34,20,5,134,1828,1694,0.927,2.32,6,13.9,3464,38,0.644,7,85,23.51,0,2,2,4
79,2014,Jonathan Quick\quickjo01,28,LAK,49,49,27,17,4,100,1183,1083,0.915,2.07,6,7.4,2904,26,0.531,6,98,1.93,0,2,2,2
80,2014,Antti Raanta\raantan01,24,CHI,25,22,13,5,4,63,610,547,0.897,2.71,1,2.4,1397,12,0.545,6,120,-10.44,0,1,1,0
81,2014,Karri Ramo\ramoka01,27,CGY,40,37,17,15,4,97,1091,994,0.911,2.65,2,6.2,2194,19,0.514,5,103,-2.99,0,1,1,10
82,2014,Tuukka Rask\rasktu01,26,BOS,58,58,36,15,6,115,1641,1526,0.93,2.04,7,13.1,3386,39,0.672,8,81,26.4,0,2,2,2
83,2014,James Reimer\reimeja01,25,TOR,36,32,12,16,1,97,1094,997,0.911,3.26,1,6.3,1785,16,0.5,8,103,-2.73,0,0,0,2
84,2014,Pekka Rinne\rinnepe01,31,NSH,24,24,10,10,3,63,645,582,0.902,2.77,2,3,1367,12,0.5,8,113,-7.42,0,0,0,0
85,2014,Cory Schneider\schneco01,27,NJD,45,43,16,15,12,88,1107,1019,0.921,1.97,3,7.6,2680,25,0.581,4,92,7.39,0,0,0,4
86,2014,Ben Scrivens\scrivbe01,27,TOT,40,35,16,16,4,94,1205,1111,0.922,2.55,4,8.5,2210,22,0.629,3,91,9.83,0,1,1,6
86,2014,Ben Scrivens\scrivbe01,27,EDM,21,20,9,11,0,62,741,679,0.916,3.01,1,4.7,1235,12,0.6,3,97,1.85,0,0,0,6
86,2014,Ben Scrivens\scrivbe01,27,LAK,19,15,7,5,4,32,464,432,0.931,1.97,3,3.8,975,10,0.667,0,80,7.98,0,1,1,0
87,2014,Kent Simpson\simpske01,21,CHI,1,0,,,,2,7,5,0.714,6,0,-0.1,20,0,,0,,,0,0,0,0
88,2014,Mike Smith\smithmi01,31,PHX,62,61,27,21,10,159,1871,1712,0.915,2.64,3,11.6,3610,35,0.574,5,99,2.22,1,3,4,14
89,2014,Alex Stalock\staloal01,26,SJS,24,18,12,5,2,39,571,532,0.932,1.87,2,4.7,1252,12,0.667,1,79,10.2,0,0,0,2
90,2014,Niklas Svedberg\svedbni01,24,BOS,1,1,1,0,0,2,35,33,0.943,1.97,0,0.3,61,1,1,0,,,0,0,0,0
91,2014,Cam Talbot\talboca01,26,NYR,21,19,12,6,1,33,560,527,0.941,1.64,3,5.2,1211,16,0.842,0,68,15.25,0,0,0,0
92,2014,Tim Thomas\thomati01,39,TOT,48,45,18,24,4,128,1390,1262,0.908,2.88,0,7.4,2663,25,0.556,7,107,-8.23,0,1,1,4
92,2014,Tim Thomas\thomati01,39,FLA,40,40,16,20,3,110,1206,1096,0.909,2.87,0,6.6,2299,23,0.575,6,106,-6.08,0,1,1,4
92,2014,Tim Thomas\thomati01,39,DAL,8,5,2,4,1,18,184,166,0.902,2.97,0,0.9,364,2,0.4,1,,,0,0,0,0
93,2014,Dustin Tokarski\tokardu01,24,MTL,3,2,2,0,0,5,93,88,0.946,1.84,1,0.9,163,2,1,0,,,0,0,0,0
94,2014,Semyon Varlamov\varlasi01,25,COL,63,60,41,14,6,146,2013,1867,0.927,2.41,2,15.5,3640,44,0.733,4,84,27.45,0,3,3,2
95,2014,Mark Visentin\visenma01,21,PHX,1,1,0,1,0,3,32,29,0.906,3.06,0,0.2,59,0,0,0,,,0,0,0,0
96,2014,Cam Ward\wardca01,29,CAR,30,28,10,12,6,84,824,740,0.898,3.06,0,3.4,1645,11,0.393,6,118,-13,0,1,1,2
97,2014,Jeff Zatkoff\zatkoje01,26,PIT,20,18,12,6,2,51,582,531,0.912,2.61,1,3.4,1171,9,0.5,3,102,-0.85,0,1,1,0
