Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
221,Sam Gagner\gagnesa01,18,EDM,C,79,800,933,46.2,-1.7,616,718,46.2,-1.7,9.1,89.8,98.9,53.0,47.0,15:39,12:45,27,45,233,57.9
222,Simon Gamache\gamacsi01,27,TOR,LW,11,109,83,56.8,6.1,82,65,55.8,4.5,8.6,87.2,95.9,57.9,42.1,9:36,9:03,3,2,23,47.8
223,Paul Gaustad\gaustpa01,25,BUF,C,82,810,858,48.6,-1.9,602,644,48.3,-3.5,8.0,91.9,99.8,54.6,45.4,16:56,12:26,19,24,203,66.0
224,Gabe Gauthier\gauthga01,24,LAK,LW,3,9,20,31.0,-29.1,7,12,36.8,-22.0,0.0,100.0,100.0,54.5,45.5,7:08,7:08,0,1,2,100.0
225,Martin Gelinas\gelinma01,37,NSH,LW,57,643,571,53.0,3.2,526,433,54.8,5.5,7.2,93.2,100.4,49.2,50.8,14:06,11:44,35,22,168,65.5
226,Bruno Gervais\gervabr01,23,NYI,D,60,801,798,50.1,-4.0,603,605,49.9,-3.5,7.4,91.9,99.3,43.5,56.5,19:59,14:56,37,29,141,41.8
227,Ryan Getzlaf\getzlry01,22,ANA,C,77,1069,803,57.1,4.3,850,651,56.6,4.3,11.8,92.4,104.2,59.3,40.7,19:39,14:28,44,67,303,61.1
228,Tom Gilbert\gilbeto01,25,EDM,D,82,1218,1408,46.4,-0.5,923,1071,46.3,-1.5,9.6,91.0,100.6,47.2,52.8,22:11,17:22,33,74,209,46.9
229,Hal Gill\gillha01,32,TOT,D,81,1104,1101,50.1,-2.0,862,833,50.9,-1.2,9.1,91.0,100.1,50.2,49.8,19:60,15:18,24,78,171,50.3
230,Brian Gionta\giontbr01,29,NJD,RW,82,1083,912,54.3,1.1,843,702,54.6,2.1,6.5,93.2,99.6,56.6,43.4,18:15,13:29,37,37,432,59.5
231,Dan Girardi\girarda01,23,NYR,D,82,1196,1019,54.0,-2.4,927,731,55.9,-1.1,7.6,90.9,98.5,58.1,41.9,21:12,15:44,51,43,306,48.0
232,Claude Giroux\giroucl01,20,PHI,RW,2,16,17,48.5,3.4,14,14,50.0,4.2,0.0,91.7,91.7,71.4,28.6,9:35,8:16,0,0,3,66.7
233,Jeff Giuliano\giulije01,28,LAK,LW,53,281,497,36.1,-13.1,218,398,35.4,-13.0,6.3,92.3,98.5,36.5,63.5,11:48,8:59,11,11,51,56.9
234,Tanner Glass\glassta01,24,FLA,LW,41,118,185,38.9,-12.6,85,148,36.5,-15.0,6.2,92.0,98.1,49.0,51.0,4:25,4:23,1,0,16,68.8
235,Tim Gleason\gleasti01,25,CAR,D,80,1150,1076,51.7,-3.0,857,795,51.9,-2.6,8.5,91.3,99.7,47.5,52.5,18:38,15:16,30,39,203,48.3
236,Curtis Glencross\glenccu01,25,TOT,LW,62,571,505,53.1,2.8,433,370,53.9,4.0,8.8,91.7,100.5,55.5,44.5,11:22,10:20,12,22,170,61.2
237,Rob Globke\globkro01,25,FLA,C,9,49,53,48.0,2.0,31,45,40.8,-5.7,0.0,88.5,88.5,38.9,61.1,7:40,7:17,1,3,8,50.0
238,Mike Glumac\glumami01,27,STL,RW,4,29,33,46.8,-0.2,23,27,46.0,-4.0,0.0,94.4,94.4,43.8,56.3,10:08,9:36,3,0,5,60.0
239,Marcel Goc\gocma01,24,SJS,C,51,367,319,53.5,-2.3,297,234,55.9,-1.5,5.0,84.0,89.1,49.8,50.2,10:41,9:09,19,12,130,66.9
240,Eric Godard\godarer01,27,CGY,RW,74,207,287,41.9,-13.2,162,225,41.9,-11.3,5.6,91.2,96.8,52.1,47.9,4:43,4:38,1,13,31,45.2
241,Alex Goligoski\goligal01,22,PIT,D,3,40,35,53.3,11.4,29,27,51.8,9.1,10.5,100.0,110.5,45.8,54.2,13:56,11:17,1,0,3,66.7
242,Scott Gomez\gomezsc01,28,NYR,C,81,1253,970,56.4,1.0,970,729,57.1,0.5,7.4,91.7,99.2,61.4,38.6,19:54,14:41,77,62,370,65.4
243,Sergei Gonchar\gonchse01,33,PIT,D,78,1089,1211,47.3,3.4,873,913,48.9,4.6,9.6,93.2,102.8,42.1,57.9,25:54,16:22,33,43,370,46.8
244,Boyd Gordon\gordobo01,24,WSH,C,67,666,591,53.0,-3.4,507,422,54.6,-2.2,6.6,93.5,100.1,41.0,59.0,15:44,11:23,28,15,166,60.2
245,Josh Gorges\gorgejo01,23,MTL,D,62,702,866,44.8,-3.0,536,621,46.3,-0.6,7.8,92.8,100.6,46.3,53.7,16:18,14:25,18,31,93,44.1
246,Mikhail Grabovski\grabomi01,24,MTL,C,24,230,274,45.6,-1.5,183,212,46.3,-1.2,8.9,90.1,99.0,56.6,43.4,11:14,10:45,12,7,51,45.1
247,Marc-Andre Gragnani\gragnma01,20,BUF,LW,2,7,13,35.0,-14.4,4,8,33.3,-17.1,0.0,71.4,71.4,33.3,66.7,6:18,6:18,0,0,2,50.0
248,Chris Gratton\grattch01,32,TBL,C,60,494,540,47.8,-5.7,375,389,49.1,-4.9,8.7,89.5,98.2,36.3,63.7,12:42,10:25,30,17,143,63.6
249,Josh Gratton\grattjo01,25,PHX,LW,1,7,6,53.8,,7,5,58.3,,20.0,100.0,120.0,,,9:40,9:40,0,0,1,0.0
250,Denis Grebeshkov\grebede01,24,EDM,D,71,820,881,48.2,1.5,626,655,48.9,1.7,10.5,90.5,101.0,48.5,51.5,16:53,13:38,18,54,102,33.3
251,Mike Green\greenmi03,22,WSH,D,82,1634,1194,57.8,5.2,1229,916,57.3,4.5,8.6,90.7,99.3,56.4,43.6,23:38,18:32,53,85,460,50.9
252,Andy Greene\greenan01,25,NJD,D,59,756,738,50.6,-4.5,587,569,50.8,-3.8,6.4,92.6,99.0,56.2,43.8,19:29,15:06,20,12,121,41.3
253,Matt Greene\greenma01,24,EDM,D,46,516,611,45.8,-3.0,389,466,45.5,-3.3,8.4,92.3,100.7,51.9,48.1,16:42,13:54,6,32,82,34.1
254,Kyle Greentree\greenky01,24,PHI,LW,2,26,18,59.1,-2.9,19,13,59.4,2.2,0.0,90.9,90.9,50.0,50.0,9:12,8:53,1,1,7,42.9
255,Mike Grier\griermi01,33,SJS,RW,78,752,779,49.1,-7.8,590,568,50.9,-7.8,5.7,90.6,96.3,44.5,55.5,16:13,12:13,33,34,187,70.6
256,Nicklas Grossmann\grossni01,23,DAL,D,62,659,616,51.7,-3.0,505,484,51.1,-2.4,10.6,91.4,102.0,51.0,49.0,15:33,13:25,8,26,77,44.2
257,Nate Guenin\guenina01,25,PHI,D,2,11,36,23.4,,7,22,24.1,,50.0,100.0,150.0,33.3,66.7,9:57,9:56,0,1,1,0.0
258,Bill Guerin\gueribi01,37,NYI,RW,81,969,1054,47.9,-6.2,744,802,48.1,-5.3,7.0,92.0,99.1,48.3,51.7,17:23,13:37,44,54,397,57.2
259,Ben Guite\guitebe01,29,COL,RW,79,557,718,43.7,-7.0,433,508,46.0,-5.8,8.8,92.1,101.0,35.0,65.0,13:05,10:13,35,14,170,60.6
260,Niklas Hagman\hagmani01,28,DAL,LW,82,793,767,50.8,-3.0,625,615,50.4,-2.0,8.8,91.4,100.2,57.2,42.8,15:36,11:04,40,52,287,62.0
261,Ron Hainsey\hainsro01,26,CBJ,D,78,1066,965,52.5,0.4,814,746,52.2,0.4,6.3,91.8,98.1,51.5,48.5,22:34,16:19,13,33,367,43.9
262,David Hale\haleda01,26,CGY,D,58,598,568,51.3,-3.6,462,466,49.8,-1.8,6.9,92.8,99.7,50.8,49.2,13:53,12:45,14,22,87,40.2
263,Adam Hall\hallad01,27,PIT,RW,46,215,407,34.6,-14.5,171,304,36.0,-14.0,5.9,95.7,101.6,36.2,63.8,11:52,8:22,7,2,60,65.0
264,Jeff Halpern\halpeje01,31,TOT,C,83,844,832,50.4,-0.9,623,641,49.3,-1.7,9.3,90.5,99.8,43.1,56.9,16:47,12:48,40,32,241,54.8
265,Dan Hamhuis\hamhuda01,25,NSH,D,80,1122,1123,50.0,-0.7,876,909,49.1,-1.6,8.7,90.9,99.6,44.9,55.1,22:44,16:31,50,43,264,48.1
266,Jeff Hamilton\hamilje01,30,CAR,RW,58,308,375,45.1,-10.2,224,279,44.5,-10.8,5.8,93.7,99.5,57.8,42.2,10:48,5:53,8,15,224,51.8
267,Roman Hamrlik\hamrlro01,33,MTL,D,77,1225,1352,47.5,0.4,905,964,48.4,1.6,8.9,92.1,101.0,46.7,53.3,23:09,17:37,36,70,257,49.8
268,Michal Handzus\handzmi01,30,LAK,C,82,706,1019,40.9,-9.1,540,786,40.7,-8.8,6.8,90.6,97.3,43.1,56.9,15:14,12:04,25,41,126,70.6
269,Scott Hannan\hannasc01,29,COL,D,82,1193,1375,46.5,-4.4,942,1042,47.5,-5.0,9.0,90.7,99.8,46.2,53.8,22:41,18:58,33,48,148,53.4
270,Jannik Hansen\hanseja01,21,VAN,RW,5,31,35,47.0,-15.0,25,25,50.0,-11.8,0.0,100.0,100.0,52.4,47.6,11:34,9:20,0,3,8,37.5
271,Martin Hanzal\hanzama01,20,PHX,C,72,812,768,51.4,-0.2,655,591,52.6,1.1,6.7,90.6,97.2,47.5,52.5,16:45,12:50,38,23,188,59.0
272,Peter Harrold\harrope01,24,LAK,D,25,338,299,53.1,9.6,253,235,51.8,9.9,10.2,90.9,101.1,57.3,42.7,16:23,15:22,6,15,35,45.7
273,Mark Hartigan\hartima01,30,DET,C,23,133,97,57.8,-3.0,107,84,56.0,-4.8,6.2,89.2,95.4,68.6,31.4,7:09,7:01,1,2,26,73.1
274,Scott Hartnell\hartnsc01,25,PHI,LW,80,897,1004,47.2,-1.7,665,757,46.8,-3.1,8.5,92.8,101.3,45.8,54.2,16:11,13:08,31,32,274,64.2
275,Derian Hatcher\hatchde01,35,PHI,D,44,617,765,44.6,-1.3,478,605,44.1,-1.0,8.0,93.4,101.4,40.4,59.6,21:04,16:32,12,33,58,46.6
276,Niclas Havelid\havelni01,34,ATL,D,81,891,1367,39.5,-7.3,686,1035,39.9,-7.2,11.7,91.7,103.4,42.4,57.6,20:30,16:21,28,45,95,54.7
277,Martin Havlat\havlama01,26,CHI,RW,35,394,343,53.5,1.6,317,279,53.2,0.4,10.3,90.6,100.9,52.2,47.8,18:01,13:15,19,7,121,71.9
278,Darren Haydar\haydada01,28,ATL,RW,16,136,129,51.3,8.3,96,88,52.2,12.4,10.7,93.8,104.4,51.4,48.6,11:46,9:24,6,6,26,53.8
279,Dany Heatley\heatlda01,27,OTT,LW,71,1232,1089,53.1,2.2,914,856,51.6,0.4,12.9,91.5,104.4,57.9,42.1,21:42,16:49,44,60,400,56.0
280,Jochen Hecht\hechtjo01,30,BUF,C,75,992,1001,49.8,-2.1,782,761,50.7,-2.8,9.3,91.0,100.3,47.1,52.9,19:04,14:34,35,40,360,63.1
281,Bret Hedican\hedicbr01,37,CAR,D,66,1150,1070,51.8,-1.5,891,800,52.7,-1.0,9.7,92.1,101.8,54.6,45.4,19:17,16:24,26,20,153,52.3
282,Jan Hejda\hejdaja01,29,CBJ,D,81,1113,1102,50.2,-2.9,866,855,50.3,-2.9,9.0,93.3,102.3,41.1,58.9,21:07,16:58,18,24,163,43.6
283,Milan Hejduk\hejdumi01,31,COL,RW,77,901,904,49.9,0.9,710,683,51.0,0.8,10.1,90.4,100.5,56.6,43.4,19:21,13:55,41,33,320,64.1
284,Darren Helm\helmda01,21,DET,C,7,37,38,49.3,-8.4,31,31,50.0,-7.2,4.2,83.3,87.5,71.4,28.6,7:00,6:45,2,0,10,70.0
285,Ales Hemsky\hemskal01,24,EDM,RW,74,958,995,49.1,3.3,724,738,49.5,2.6,9.1,90.8,99.9,51.3,48.7,18:34,14:31,42,64,339,54.3
286,Jordan Hendry\hendrjo02,23,CHI,D,40,398,515,43.6,-8.8,321,405,44.2,-8.5,9.7,91.9,101.7,46.9,53.1,17:13,14:41,6,9,55,58.2
287,Josh Hennessy\hennejo01,22,OTT,C,5,11,15,42.3,-3.0,9,10,47.4,3.3,0.0,83.3,83.3,57.1,42.9,3:46,3:45,0,0,2,100.0
288,T.J. Hensick\hensitj01,22,COL,C,31,238,281,45.9,-4.9,189,213,47.0,-4.7,5.6,92.0,97.6,51.3,48.7,11:59,10:07,15,11,73,71.2
289,Chris Higgins\higgich01,24,MTL,LW,82,975,1108,46.8,-1.3,700,797,46.8,-0.9,8.3,93.1,101.4,49.0,51.0,17:57,12:58,50,18,398,60.3
290,Andy Hilbert\hilbean01,26,NYI,C,70,650,660,49.6,-5.8,496,488,50.4,-4.5,6.8,92.3,99.2,41.2,58.8,13:28,10:36,46,24,201,63.2
291,Sean Hill\hillse01,37,MIN,D,35,331,478,40.9,-8.3,252,379,39.9,-7.2,7.4,89.7,97.1,40.0,60.0,15:11,13:26,1,11,42,42.9
292,Jack Hillen\hilleja01,22,NYI,D,2,34,31,52.3,-1.0,29,23,55.8,10.5,4.8,100.0,104.8,33.3,66.7,15:32,14:18,2,0,3,100.0
293,Dan Hinote\hinotda01,31,STL,RW,58,282,449,38.6,-10.2,213,332,39.1,-10.5,7.3,93.0,100.3,45.0,55.0,10:31,8:27,9,3,63,66.7
294,Niklas Hjalmarsson\hjalmni01,20,CHI,D,13,136,107,56.0,5.1,107,87,55.2,1.3,5.7,91.4,97.1,48.5,51.5,13:37,13:10,0,1,13,38.5
295,Jan Hlavac\hlavaja01,31,TOT,LW,80,1022,837,55.0,5.1,790,652,54.8,5.3,8.1,89.7,97.8,50.2,49.8,15:09,13:24,42,35,263,56.3
296,Jaroslav Hlinka\hlinkja01,31,COL,LW,63,592,722,45.1,-5.3,482,533,47.5,-3.5,9.4,93.1,102.5,50.9,49.1,13:56,11:36,17,22,140,64.3
297,Shane Hnidy\hnidysh01,32,TOT,D,76,816,774,51.3,-4.8,622,592,51.2,-3.4,5.8,93.1,98.8,55.1,44.9,13:51,12:30,9,21,111,43.2
298,Jeff Hoggan\hoggaje01,29,BOS,RW,1,0,0,,,0,0,,,,,,,,,,0,0,,
299,Bobby Holik\holikbo01,37,ATL,C,82,789,959,45.1,0.7,606,747,44.8,-0.2,9.6,90.7,100.3,29.2,70.8,15:58,12:53,65,30,237,58.2
300,Ryan Hollweg\hollwry01,24,NYR,LW,70,385,446,46.3,-10.9,293,318,48.0,-10.3,2.0,93.1,95.0,51.7,48.3,8:18,8:03,10,8,92,64.1
301,Tomas Holmstrom\holmsto01,35,DET,RW,59,878,493,64.0,5.3,695,396,63.7,3.8,8.1,91.1,99.2,59.1,40.9,17:33,13:08,13,32,236,58.1
302,Shawn Horcoff\horcosh01,29,EDM,C,53,697,738,48.6,3.4,522,562,48.2,2.6,10.9,90.6,101.5,46.1,53.9,22:13,15:17,28,31,195,59.0
303,Darcy Hordichuk\hordida01,27,NSH,LW,45,151,177,46.0,-5.9,125,143,46.6,-4.7,5.4,94.1,99.4,49.7,50.3,5:09,5:06,4,2,29,62.1
304,Nathan Horton\hortona01,22,FLA,RW,82,1219,1189,50.6,0.8,930,962,49.2,0.0,9.8,93.1,102.8,52.5,47.5,18:44,15:09,27,36,382,55.2
305,Marcel Hossa\hossama02,26,TOT,LW,50,529,443,54.4,-2.1,416,325,56.1,-1.1,6.1,93.6,99.8,56.0,44.0,13:46,11:16,27,12,105,62.9
306,Marian Hossa\hossama01,29,TOT,RW,72,811,935,46.4,1.7,613,725,45.8,0.6,9.2,90.3,99.5,47.1,52.9,21:21,14:15,64,35,398,65.6
307,Jiri Hudler\hudleji01,24,DET,RW,81,816,539,60.2,-0.9,662,428,60.7,-0.8,7.6,92.2,99.8,67.7,32.3,13:10,10:27,21,17,203,64.5
308,Trent Hunter\huntetr01,27,NYI,RW,82,996,956,51.0,-2.2,745,716,51.0,-1.4,6.9,90.1,97.0,41.4,58.6,18:11,12:42,58,30,378,58.7
309,Matt Hunwick\hunwima01,22,BOS,D,13,90,110,45.0,-4.7,66,91,42.0,-6.5,10.0,93.2,103.2,43.4,56.6,10:35,9:03,2,3,11,54.5
310,Kristian Huselius\huselkr01,29,CGY,LW,81,1079,804,57.3,5.1,804,660,54.9,4.2,10.0,90.9,101.0,53.5,46.5,17:42,13:31,53,58,318,63.5
311,Kent Huskins\huskike01,28,ANA,D,76,844,790,51.7,-3.4,667,620,51.8,-2.7,9.8,94.9,104.7,53.1,46.9,16:05,14:08,29,21,116,39.7
312,Mike Iggulden\iggulmi01,25,SJS,C,1,8,3,72.7,,2,1,66.7,,0.0,0.0,0.0,100.0,0.0,6:40,5:53,0,0,2,50.0
313,Jarome Iginla\iginlja01,30,CGY,RW,82,1360,1045,56.5,5.6,1024,849,54.7,5.3,11.4,91.7,103.0,53.7,46.3,21:26,16:32,47,64,560,60.4
314,Brad Isbister\isbisbr01,30,VAN,LW,55,416,470,47.0,-5.9,328,363,47.5,-5.7,5.9,93.1,99.0,45.7,54.3,10:49,9:59,8,11,107,66.4
315,Raitis Ivanans\ivanara01,29,LAK,LW,73,328,540,37.8,-11.8,251,423,37.2,-11.9,7.4,91.6,99.1,51.8,48.2,7:30,7:23,4,19,63,76.2
316,Barret Jackman\jackmba01,26,STL,D,78,1041,1119,48.2,0.5,840,856,49.5,0.8,7.8,90.1,97.9,41.8,58.2,22:24,17:18,31,40,164,48.8
317,Tim Jackman\jackmti01,26,NYI,RW,36,200,178,52.9,0.9,147,132,52.7,2.0,5.0,89.8,94.8,49.0,51.0,6:37,6:30,9,1,55,65.5
318,Jean-Francois Jacques\jacquje01,22,EDM,LW,9,37,37,50.0,0.8,25,31,44.6,-4.6,5.3,81.8,87.1,46.9,53.1,6:10,6:06,1,2,6,33.3
319,Jason Jaffray\jaffrja01,26,VAN,RW,19,149,171,46.6,-0.4,114,135,45.8,-1.9,7.8,97.8,105.5,44.6,55.4,12:35,10:09,2,3,26,57.7
320,Jaromir Jagr\jagrja01,35,NYR,RW,82,1389,959,59.2,5.0,1074,748,58.9,3.2,7.5,91.3,98.8,63.0,37.0,20:28,16:01,40,69,464,53.7
321,Connor James\jamesco01,25,PIT,LW,13,52,92,36.1,-16.3,41,71,36.6,-17.0,0.0,95.9,95.9,47.6,52.4,7:26,6:52,1,0,15,60.0
322,Dan Jancevski\janceda01,26,TOT,D,4,16,26,38.1,-24.7,11,21,34.4,-28.9,0.0,93.8,93.8,28.6,71.4,5:51,5:47,0,0,3,100.0
323,Doug Janik\janikdo01,27,TBL,D,61,434,452,49.0,-2.2,317,324,49.5,-1.9,6.5,92.2,98.6,48.4,51.6,9:19,9:01,7,16,61,37.7
324,Cam Janssen\janssca01,23,STL,RW,12,66,62,51.6,3.9,57,43,57.0,8.8,7.3,87.9,95.2,48.7,51.3,7:07,7:06,1,0,12,75.0
325,Joe Jensen\jensejo01,24,CAR,C,6,20,32,38.5,-12.1,16,28,36.4,-12.5,21.4,87.5,108.9,56.3,43.8,6:26,6:06,1,0,7,85.7
326,Magnus Johansson\johanma01,34,TOT,D,45,521,455,53.4,4.2,403,363,52.6,4.9,6.8,91.3,98.2,57.6,42.4,15:21,12:26,7,15,86,43.0
327,Aaron Johnson\johnsaa01,24,NYI,D,30,298,316,48.5,-5.1,212,240,46.9,-7.3,10.1,92.0,102.2,51.8,48.2,13:52,11:26,18,16,46,34.8
328,Erik Johnson\johnser01,19,STL,D,69,786,778,50.3,4.0,626,594,51.3,4.2,8.4,90.0,98.5,51.7,48.3,18:10,14:05,27,37,224,46.9
329,Jack Johnson\johnsja02,21,LAK,D,74,1032,1491,40.9,-10.4,767,1150,40.0,-11.0,8.4,91.2,99.6,43.1,56.9,21:42,17:49,23,62,176,46.0
330,Mike Johnson\johnsmi01,33,STL,RW,21,125,197,38.8,-9.0,95,146,39.4,-9.8,7.6,91.4,99.0,47.6,52.4,13:01,10:25,5,1,32,65.6
331,Ryan Johnson\johnsry01,31,STL,C,79,545,733,42.6,-6.5,427,533,44.5,-6.1,6.8,92.6,99.4,39.7,60.3,14:22,10:20,23,14,143,59.4
332,Kim Johnsson\johnski01,31,MIN,D,80,1130,1280,46.9,-3.5,861,999,46.3,-3.5,9.1,92.1,101.3,38.0,62.0,23:07,17:35,28,47,193,45.1
333,Jussi Jokinen\jokinju01,24,TOT,LW,72,742,686,52.0,0.6,558,535,51.1,0.1,8.7,87.9,96.7,62.7,37.3,14:27,11:36,23,34,223,58.7
334,Olli Jokinen\jokinol01,29,FLA,C,82,1246,1289,49.2,-1.7,970,1028,48.5,-1.3,7.2,91.3,98.5,50.1,49.9,19:53,15:56,30,43,563,60.6
335,Blair Jones\jonesbl01,21,TBL,C,4,15,4,78.9,33.7,8,3,72.7,26.5,0.0,100.0,100.0,80.0,20.0,1:55,1:55,0,0,3,33.3
336,David Jones\jonesda01,23,COL,RW,27,213,242,46.8,-1.5,158,174,47.6,-3.6,4.9,91.2,96.1,55.4,44.6,11:22,10:35,2,7,60,61.7
337,Matt Jones\jonesma01,24,PHX,D,45,434,614,41.4,-11.9,342,478,41.7,-12.7,5.5,91.5,97.0,36.7,63.3,14:34,12:52,4,6,48,52.1
338,Randy Jones\jonesra01,26,PHI,D,71,927,1002,48.1,0.6,697,737,48.6,0.2,9.9,92.7,102.6,45.8,54.2,19:22,14:30,26,49,239,43.1
339,Ed Jovanovski\jovaned01,31,PHX,D,80,1350,1206,52.8,5.6,1043,960,52.1,4.2,5.8,92.6,98.4,60.5,39.5,22:31,17:30,31,42,444,54.1
340,Milan Jurcina\jurcimi01,24,WSH,D,75,946,860,52.4,-5.0,688,623,52.5,-5.6,8.2,92.0,100.2,50.8,49.2,16:38,13:55,15,46,142,40.8
341,Frantisek Kaberle\kaberfr01,34,CAR,D,80,1065,959,52.6,-3.3,779,731,51.6,-5.0,8.0,91.4,99.3,49.9,50.1,17:09,13:34,26,17,186,47.8
342,Tomas Kaberle\kaberto01,29,TOR,D,82,1469,1351,52.1,0.1,1127,1015,52.6,0.7,7.9,90.6,98.6,53.2,46.8,24:50,17:56,24,84,265,58.5
343,Patrick Kaleta\kaletpa01,21,BUF,RW,40,167,203,45.1,-5.4,128,145,46.9,-4.4,8.8,92.7,101.6,58.5,41.5,6:10,6:07,3,1,29,86.2
344,Dmitri Kalinin\kalindm01,27,BUF,D,46,510,576,47.0,-3.8,401,422,48.7,-4.0,6.3,92.6,98.9,54.5,45.5,17:20,14:03,9,25,114,52.6
345,Patrick Kane\kanepa01,19,CHI,RW,82,963,866,52.7,1.5,747,688,52.1,0.7,9.9,89.2,99.1,54.7,45.3,18:10,14:07,49,22,310,61.6
346,Niko Kapanen\kapanni01,29,PHX,C,79,811,797,50.4,0.2,627,622,50.2,-0.8,5.4,94.5,99.9,47.7,52.3,13:49,11:18,25,20,141,60.3
347,Sami Kapanen\kapansa01,34,PHI,RW,74,624,773,44.7,-5.7,457,562,44.8,-5.5,4.1,93.9,98.0,42.9,57.1,13:19,10:50,25,17,150,50.7
348,Paul Kariya*\kariypa01,33,STL,LW,82,1026,980,51.1,5.2,803,771,51.0,3.4,10.3,89.2,99.5,53.5,46.5,18:43,14:21,18,30,355,62.8
349,Andreas Karlsson\karlsan01,32,TBL,C,58,320,328,49.4,-2.0,234,238,49.6,-2.4,6.2,90.8,97.0,46.2,53.8,9:39,7:29,14,2,61,50.8
350,Lukas Kaspar\kaspalu01,22,SJS,LW,3,40,28,58.8,-2.0,28,20,58.3,-3.6,4.0,81.3,85.3,60.0,40.0,12:15,11:31,1,1,8,62.5
351,Duncan Keith\keithdu01,24,CHI,D,82,1240,1204,50.7,-1.4,977,937,51.0,-1.9,9.3,93.1,102.4,51.7,48.3,25:17,18:29,52,41,265,55.8
