Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
449,Scott Laughton\laughsc01,22,PHI,C,2,25,10,71.4,12.6,21,7,75,20.7,10.5,66.7,77.2,52.9,47.1,10:15,10:15,1,0,1.2,5,80
450,Curtis Lazar\lazarcu01,21,TOT,RW,37,218,329,39.9,-10.1,162,231,41.2,-8.7,6.4,89.9,96.3,51.4,48.6,9:08,8:45,7,6,-3,47,55.3
451,Nick Leddy\leddyni01,25,NYI,D,81,1397,1526,47.8,0.3,1032,1150,47.3,-0.8,9.4,91.6,100.9,49.2,50.8,22:43,18:52,26,48,-11.5,288,47.6
452,Anders Lee\leean01,26,NYI,LW,81,1111,1007,52.5,6.6,827,736,52.9,6.9,9.3,91.7,101,54.1,45.9,15:35,13:08,22,26,8.1,288,66.3
453,Artturi Lehkonen\lehkoar01,21,MTL,LW,73,916,819,52.8,0.3,645,607,51.5,-1.1,7.5,91.9,99.4,44.5,55.5,13:52,12:29,25,20,3.2,279,56.6
454,Jori Lehtera\lehtejo01,29,STL,C,64,762,757,50.2,0.6,567,559,50.4,0.6,9.4,89.3,98.6,64.4,35.6,15:11,13:23,21,14,1.1,100,67
455,Taylor Leier\leierta01,22,PHI,LW,10,61,73,45.5,-2.1,41,56,42.3,-5.5,6.9,92.3,99.2,47.9,52.1,9:04,8:43,2,0,0.5,14,50
456,Josh Leivo\leivojo01,23,TOR,LW,13,142,115,55.3,2.9,116,85,57.7,7.8,9.3,90.6,99.9,46.1,53.9,12:34,10:39,11,2,4,47,57.4
457,Brett Lernout\lernobr01,21,MTL,D,2,26,24,52,-6.8,21,19,52.5,-2.4,5.6,84.6,90.2,52.2,47.8,0.791666667,18:53,0,0,0.3,4,75
458,Kris Letang\letankr01,29,PIT,D,41,817,727,52.9,3,623,563,52.5,-0.1,8.9,90.9,99.8,54.8,45.2,25:31:00,19:41,30,43,8,227,53.7
459,Mark Letestu\letesma01,31,EDM,C,78,610,734,45.4,-5.7,444,521,46,-6,8.5,91.8,100.3,34.9,65.1,14:14,9:45,24,24,-3.2,223,54.3
460,Trevor Lewis\lewistr01,30,LAK,C,82,1006,816,55.2,0.6,760,596,56,2,6.6,90.6,97.2,53.2,46.8,14:16,12:51,18,12,7,248,58.5
461,Mike Liambas\liambmi01,27,NSH,LW,1,3,4,42.9,-27.6,3,2,60,-9.3,0,50,50,60,40,4:42,4:37,0,1,-0.2,0,
462,John-Michael Liles\lilesjo01,36,BOS,D,36,446,394,53.1,-0.2,336,276,54.9,1.4,5,94.1,99.1,60.4,39.6,16:13,13:17,11,8,1.9,86,41.9
463,Oscar Lindberg\lindbos02,25,NYR,C,65,585,645,47.6,-0.4,428,492,46.5,-2.7,9,92.6,101.7,44.1,55.9,10:50,10:33,10,12,-5.5,150,57.3
464,Petteri Lindbohm\lindbpe02,23,STL,D,7,97,89,52.2,0.3,75,64,54,2.5,3.4,87.2,90.6,53.4,46.6,12:59,12:48,1,1,0.3,19,52.6
465,Esa Lindell\lindees01,22,DAL,D,73,1298,1353,49,-3.2,942,987,48.8,-4,9.2,92,101.1,47.7,52.3,21:52,18:48,34,47,-3,223,44.4
466,Anton Lindholm\lindhan01,22,COL,D,12,135,138,49.5,-2.2,99,104,48.8,0.7,7,85,92,53.7,46.3,14:46,13:12,2,4,-0.9,22,31.8
467,Elias Lindholm\lindhel01,22,CAR,C,72,1087,977,52.7,2.1,801,723,52.6,3.1,7.8,90.3,98.1,49.9,50.1,18:11,14:40,57,37,3.2,272,55.5
468,Hampus Lindholm\lindhha01,23,ANA,D,66,1165,1021,53.3,5.7,870,748,53.8,5.8,8.3,92.4,100.8,47.6,52.4,22:27,18:07,18,63,17.8,203,46.3
469,Bryan Little\littlbr01,29,WPG,C,59,791,764,50.9,1.8,618,580,51.6,2.2,9.9,88.9,98.9,53.1,46.9,17:33,14:08,31,19,4.7,189,63
470,Matthew Lorito\loritma01,26,DET,LW,2,15,22,40.5,-9.8,12,18,40,-12.8,9.1,90.9,100,62.5,37.5,14:26,13:32,1,0,0.1,8,75
471,Ben Lovejoy\lovejbe01,32,NJD,D,82,1049,1380,43.2,-6.3,825,1051,44,-5.4,6,93.9,99.9,31.5,68.5,20:48,17:21,18,40,-10,149,56.4
472,Adam Lowry\lowryad01,23,WPG,C,82,840,910,48,-1.8,634,680,48.2,-1.8,7.4,92.2,99.6,39.5,60.5,16:03,12:00,29,24,1,200,61
473,Milan Lucic\lucicmi01,28,EDM,LW,82,1152,1086,51.5,1.8,850,805,51.4,0.3,7.8,91.7,99.5,55.3,44.7,17:10,14:20,26,49,2.9,310,56.5
474,Roman Lyubimov\lyubiro01,25,PHI,LW,47,376,385,49.4,-2.5,262,261,50.1,-2.5,7.3,92.9,100.1,46.1,53.9,9:35,9:02,12,5,-3.4,84,48.8
475,Olli Maatta\maattol01,22,PIT,D,55,847,874,49.2,-2.5,630,620,50.4,-2.9,8.6,93.8,102.5,50.4,49.6,18:04,15:37,11,30,7.8,129,51.2
476,Clarke MacArthur\macarcl01,31,OTT,LW,4,43,37,53.8,1.7,30,28,51.7,-2.3,0,95,95,45.8,54.2,13:29,11:16,1,1,0.3,13,38.5
477,Andrew MacDonald\macdoan01,30,PHI,D,73,1104,1194,48,-4,783,822,48.8,-3.4,7.1,92.7,99.8,46.1,53.9,20:06,17:11,8,50,-0.8,159,40.9
478,Derek MacKenzie\mackede01,35,FLA,C,82,611,804,43.2,-9.1,488,599,44.9,-6.4,5.9,92.5,98.4,35.1,64.9,12:34,10:10,34,25,-10.6,155,58.7
479,Nathan MacKinnon\mackina01,21,COL,C,82,1302,1207,51.9,4.4,996,934,51.6,5.2,8.2,89.1,97.3,54.3,45.7,19:57,15:17,47,45,2.2,436,57.8
480,Denis Malgin\malgide01,20,FLA,C,47,413,407,50.4,-0.3,324,312,50.9,0.8,4.9,92.8,97.8,63.1,36.9,11:14,10:08,17,11,-2.7,101,65.3
481,Evgeni Malkin\malkiev01,30,PIT,C,62,939,870,51.9,1.6,710,645,52.4,0.6,11.4,91.9,103.3,70.6,29.4,18:37,14:54,52,54,10.4,314,61.1
482,Sean Malone\malonse01,21,BUF,C,1,10,5,66.7,19.1,7,4,63.6,17.5,0,100,100,60,40,12:12,11:22,0,1,0.1,2,50
483,Brandon Manning\mannibr01,26,PHI,D,65,1021,968,51.3,0.2,721,709,50.4,-1.6,6.7,91.2,97.9,50,50,18:03,16:16,9,38,-4,193,44
484,Josh Manson\mansojo01,25,ANA,D,82,1243,1103,53,5,937,821,53.3,4.9,8,91.8,99.8,47.8,52.2,18:38,16:10,23,57,13.5,181,48.6
485,Anthony Mantha\manthan01,22,DET,RW,60,800,670,54.4,7.3,611,505,54.7,7.8,9.7,91.2,100.8,53.4,46.6,15:53,13:58,26,39,10.5,216,61.6
486,Brad Marchand\marchbr03,28,BOS,LW,80,1402,906,60.7,8.5,1051,679,60.8,7.8,9.3,88.9,98.2,54.8,45.2,19:21,14:42,69,84,17.9,407,55.3
487,Alexey Marchenko\marchal01,25,TOT,D,41,539,606,47.1,-1.1,417,468,47.1,-0.4,8.1,94.5,102.6,45.8,54.2,16:57,15:07,5,22,-1.3,80,45
488,Jon Marchessault\audymjo01,26,FLA,C,75,1005,933,51.9,2.1,767,757,50.3,0.6,8.2,88.9,97.2,57.3,42.7,16:55,14:09,64,46,-7.4,315,61.3
489,Martin Marincin\marinma01,24,TOR,D,25,394,378,51,2.1,283,301,48.5,-0.7,9.9,91.5,101.5,45.3,54.7,18:03,15:13,7,15,1.9,67,32.8
490,Andrei Markov\markoan01,38,MTL,D,62,1143,975,54,2.4,838,712,54.1,2.5,8.1,93.9,101.9,49.7,50.3,21:50,17:31,28,69,6.4,223,43.9
491,Patrick Marleau\marlepa01,37,SJS,LW,82,1169,1105,51.4,0.2,851,782,52.1,0,8.8,92.3,101,51.3,48.7,17:11,14:06,46,51,6.9,325,58.2
492,Mitch Marner\marnemi01,19,TOR,C,77,1140,1104,50.8,0.3,852,879,49.2,-0.9,9.6,91.3,100.9,55.9,44.1,16:44,14:16,67,62,-2.3,325,54.2
493,Pat Maroon\maroopa01,28,EDM,LW,81,1235,1070,53.6,5,926,773,54.5,5,9.3,91.4,100.7,57.7,42.3,16:44,14:44,33,49,16.7,300,59.3
494,Matt Martin\martima02,27,TOR,LW,82,590,640,48,-3.1,440,466,48.6,-1.6,6.6,94,100.6,32.8,67.2,8:51,8:30,16,13,-1.4,113,58.4
495,Paul Martin\martipa01,35,SJS,D,81,1470,1367,51.8,0.9,1064,986,51.9,-0.4,8.4,92.4,100.8,56.4,43.6,19:14,17:07,36,57,4.5,127,44.9
496,Alec Martinez\martial01,29,LAK,D,82,1462,1230,54.3,-0.7,1114,895,55.5,1.5,7.3,88.1,95.4,54.8,45.2,21:38,17:16,5,51,8.3,333,43.2
497,Jordan Martinook\martijo01,24,ARI,LW,77,873,1025,46,1.4,671,773,46.5,3,7.4,91.9,99.3,40.2,59.8,15:41,13:04,40,21,-8.9,199,54.8
498,Andreas Martinsen\martian01,26,TOT,LW,64,429,581,42.5,-7.8,324,430,43,-7.2,4.7,91.9,96.6,46.2,53.8,9:57,8:56,25,11,-9,133,54.9
499,Mike Matheson\mathemi01,22,FLA,D,81,1321,1335,49.7,-1.1,1028,1023,50.1,0.3,7.2,92,99.2,47.8,52.2,21:03,17:56,48,65,-6.2,314,57
500,Auston Matthews\matthau01,19,TOR,C,82,1318,1209,52.2,2.3,991,926,51.7,2.6,8,91.9,99.9,63,37,17:32,15:02,76,44,8.3,476,58.6
501,Shawn Matthias\matthsh01,28,WPG,LW,45,472,491,49,-1.5,358,385,48.2,-2.4,7.9,92.2,100.1,40.1,59.9,13:34,0.5,10,8,-2.3,86,59.3
502,Scott Mayfield\mayfisc01,24,NYI,D,25,352,338,51,3.1,257,246,51.1,2.8,11,88.7,99.8,55.7,44.3,14:08,14:06,8,11,0.8,80,48.8
503,Jamie McBain\mcbaija02,28,ARI,D,3,43,58,42.6,-5.2,33,47,41.3,-4.1,8.3,90,98.3,45.5,54.5,16:40,14:44,1,1,0.1,8,37.5
504,Jake McCabe\mccabja01,23,BUF,D,76,1171,1378,45.9,-1.9,890,1064,45.5,-2.6,9,91.8,100.8,46.1,53.9,20:42,18:01,29,46,-11.8,176,44.9
505,Jared McCann\mccanja01,20,FLA,C,29,285,271,51.3,1.3,218,192,53.2,4,7.1,91.6,98.7,60.6,39.4,11:38,10:38,8,8,-1.1,78,56.4
506,Michael McCarron\mccarmi01,21,MTL,RW,31,232,246,48.5,-5.7,177,185,48.9,-5,5.9,92.1,98.1,52.3,47.7,9:53,9:25,7,6,-2.4,56,55.4
507,Jay McClement\mccleja01,33,CAR,C,65,476,580,45.1,-8,331,424,43.8,-8.6,6.1,91.8,97.8,42.2,57.8,11:23,9:22,29,15,-4.4,87,42.5
508,Max McCormick\mccorma01,24,OTT,RW,7,50,63,44.2,-0.7,27,44,38,-8.9,0,90.6,90.6,53.1,46.9,6:46,6:45,2,0,-0.9,14,50
509,Ian McCoshen\mccosia01,21,FLA,D,3,30,28,51.7,6.1,24,22,52.2,6.9,6.7,94.4,101.1,70,30,13:15,13:15,0,0,-0.3,1,0
510,Connor McDavid\mcdavco01,20,EDM,C,82,1479,1272,53.8,5.6,1112,917,54.8,5.6,10.9,91,101.9,56.2,43.8,21:08,17:11,76,54,26.7,420,59.8
511,Ryan McDonagh\mcdonry01,27,NYR,D,77,1322,1511,46.7,-2.1,1006,1065,48.6,-0.4,9.4,93.3,102.7,45.5,54.5,24:21:00,18:49,45,60,4.8,321,48
512,Colin McDonald\mcdonco01,32,PHI,C,3,23,21,52.3,2.5,17,18,48.6,-0.4,7.7,100,107.7,46.7,53.3,9:01,8:56,0,0,-0.2,6,83.3
513,Evan McEneny\mceneev01,22,VAN,D,1,10,11,47.6,-6,7,8,46.7,-4.2,16.7,66.7,83.3,66.7,33.3,15:08,15:08,0,0,0.3,1,100
514,Brock McGinn\mcginbr01,22,CAR,LW,57,595,610,49.4,-1.5,411,441,48.2,-1.8,7.7,89.2,96.9,49.3,50.7,0.5,11:04,29,14,-5,142,52.1
515,Jamie McGinn\mcginja01,28,ARI,LW,72,764,926,45.2,-0.2,576,722,44.4,-0.6,5.8,90.8,96.6,53.4,46.6,13:10,12:11,5,27,-11.1,173,67.1
516,Dylan McIlrath\mcilrdy01,24,TOT,D,6,38,52,42.2,-9.1,28,42,40,-11.8,6.7,89.3,96,51.4,48.6,9:31,9:20,1,3,-1.4,11,27.3
517,Greg McKegg\mckeggr01,24,TOT,C,46,300,421,41.6,-10.2,235,333,41.4,-9.7,8.8,92.7,101.5,37.3,62.7,9:54,9:18,7,6,-4.2,54,66.7
518,Curtis McKenzie\mckencu01,25,DAL,LW,53,519,525,49.7,-0.6,371,370,50.1,-0.4,8.7,92.6,101.2,46.1,53.9,10:51,9:49,12,10,-1.8,116,56.9
519,Cody McLeod\mcleoco01,32,TOT,LW,59,248,413,37.5,-13,183,294,38.4,-11.6,7.2,94,101.3,40.9,59.1,7:10,7:01,4,2,-5.9,47,63.8
520,Brayden McNabb\mcnabbr01,26,LAK,D,49,791,525,60.1,5.6,570,375,60.3,6.9,4.9,93.2,98.1,64.7,35.3,15:04,14:26,10,32,6.9,125,37.6
521,Mark McNeill\mcneima01,23,DAL,RW,1,9,18,33.3,-28.3,7,9,43.8,-20,0,83.3,83.3,40,60,13:49,13:49,0,1,0,1,100
522,Adam McQuaid\mcquaad01,30,BOS,D,77,1217,1043,53.8,-1.8,890,764,53.8,-2.4,7.4,91.2,98.6,52.1,47.9,18:07,15:35,10,24,3.2,136,47.1
523,Wade Megan\meganwa01,26,STL,C,3,22,19,53.7,9.1,19,16,54.3,7.9,12.5,91.7,104.2,28.6,71.4,8:48,8:19,0,0,0.4,7,85.7
524,Jaycob Megna\megnaja02,24,ANA,D,1,13,16,44.8,4.5,7,14,33.3,-8.2,16.7,100,116.7,40,60,15:20,14:21,0,0,0,1,0
525,Jayson Megna\megnaja01,26,VAN,C,58,513,633,44.8,-3.6,354,482,42.3,-4.6,5,95,99.9,46.7,53.3,12:26,11:28,20,8,-7.7,107,67.3
526,Timo Meier\meierti01,20,SJS,RW,34,438,335,56.7,7.1,314,249,55.8,4.3,5.2,93.1,98.3,47.6,52.4,12:28,11:53,24,28,5.9,156,54.5
527,Julian Melchiori\melchju01,25,WPG,D,18,253,287,46.9,-2,195,210,48.1,-2.4,7.6,92.9,100.5,41.8,58.2,18:22,17:33,4,18,-1.6,33,45.5
528,Jonathon Merrill\merrijo01,24,NJD,D,51,661,717,48,0.1,522,542,49.1,1.2,6.1,91.3,97.4,40.6,59.4,18:45,16:50,16,22,-2.5,96,50
529,Marc Methot\methoma01,31,OTT,D,68,1077,1187,47.6,-1.2,806,847,48.8,0,8.5,93,101.5,49.3,50.7,19:49,17:36,11,38,0.5,113,61.1
530,Milan Michalek\michami01,32,TOR,LW,5,53,62,46.1,-4.4,32,40,44.4,-6.2,8.7,85.2,93.9,46.9,53.1,14:16,11:51,3,1,0,10,60
531,Zbynek Michalek\michazb01,34,ARI,D,3,31,55,36,-8.3,26,47,35.6,-9.4,4.5,100,104.5,44.8,55.2,17:40,16:21,0,3,-0.7,5,60
532,Sonny Milano\milanso01,20,CBJ,LW,4,35,38,47.9,-1.9,27,30,47.4,-2.4,5.9,78.9,84.8,64,36,11:41,10:05,1,3,0.7,6,33.3
533,Colin Miller\milleco02,24,BOS,D,61,939,617,60.3,7.1,718,445,61.7,8.4,6.1,90.8,96.9,64.8,35.2,15:44,13:42,19,30,11.3,231,36.8
534,Drew Miller\milledr01,32,DET,LW,55,354,494,41.7,-7.8,276,358,43.5,-5.9,4.4,91.8,96.2,39.2,60.8,10:17,8:51,13,5,-5.1,68,61.8
535,J.T. Miller\millejt01,23,NYR,LW,82,969,1160,45.5,-3.5,740,834,47,-2.8,11.4,93,104.4,43.7,56.3,16:22,13:35,49,51,-10.2,233,56.7
536,Kevan Miller\milleke03,29,BOS,D,58,851,737,53.6,-1.7,648,543,54.4,-1.5,7.1,90.8,98,55.6,44.4,17:42,15:28,7,21,9,105,46.7
537,Garrett Mitchell\mitchga01,25,WSH,RW,1,6,5,54.5,-7.5,6,4,60,-5.2,0,100,100,40,60,8:48,8:48,0,0,0.1,0,
538,John Mitchell\mitchjo01,32,COL,C,65,646,662,49.4,1,448,502,47.2,-1.2,4.3,93.2,97.5,49.1,50.9,12:33,11:37,29,17,-10.2,127,44.9
539,Torrey Mitchell\mitchto01,32,MTL,C,78,695,748,48.2,-5,508,509,50,-2.5,7.8,93.4,101.2,29.5,70.5,12:36,10:41,43,39,0.7,124,54.8
540,Zack Mitchell\mitchza01,24,MIN,RW,11,67,87,43.5,-9.3,47,66,41.6,-11.5,0,97.6,97.6,59.2,40.8,8:26,8:22,2,1,-1.3,14,71.4
541,Griffen Molino\molingr01,23,VAN,C,5,41,56,42.3,-15,26,46,36.1,-19.2,0,93.8,93.8,62.5,37.5,10:35,10:35,0,1,-1.2,7,42.9
542,Sean Monahan\monahse01,22,CGY,C,82,1097,1082,50.3,-0.2,801,832,49.1,-1.4,8.6,91.6,100.3,61.3,38.7,17:35,13:59,50,44,-0.1,348,57.2
543,Brandon Montour\montobr01,22,ANA,D,27,384,402,48.9,-4.2,292,315,48.1,-5.5,8.5,97.5,106.1,52.8,47.2,17:23,15:13,3,17,2.1,111,45
544,Dominic Moore\mooredo01,36,BOS,C,82,737,805,47.8,-8.8,547,601,47.6,-9.6,7.7,92.7,100.4,39.5,60.5,12:53,10:35,31,26,-2.9,152,63.2
545,John Moore\moorejo01,26,NJD,D,63,835,946,46.9,-1.1,624,746,45.5,-2.8,9,91.6,100.6,51.9,48.1,18:51,15:49,7,41,-10.2,228,44.7
546,Samuel Morin\morinsa01,21,PHI,D,1,14,7,66.7,18.8,12,6,66.7,19.6,0,100,100,50,50,17:47,14:38,1,0,0.2,4,50
547,Josh Morrissey\morrijo04,21,WPG,D,82,1329,1301,50.5,1.8,993,960,50.8,1.9,10.4,90,100.4,48.4,51.6,19:29,17:56,15,39,1.5,218,45.4
548,Joseph Morrow\morrojo02,24,BOS,D,17,238,215,52.5,-4.4,172,154,52.8,-3.6,3.4,93,96.4,72.5,27.5,15:32,14:40,1,7,-1.7,39,48.7
549,Tyler Motte\mottety01,21,CHI,LW,33,258,344,42.9,-8.6,180,252,41.7,-7.2,8,95.6,103.6,34.3,65.7,11:23,10:07,13,4,-3.4,74,62.2
550,Matt Moulson\moulsma01,33,BUF,LW,81,684,667,50.6,4,527,517,50.5,3.7,5.8,93.1,98.9,54.2,45.8,11:36,9:29,18,12,3.2,200,67
551,Mirco Mueller\muellmi01,21,SJS,D,4,33,36,47.8,-2,23,26,46.9,-2.5,17.6,94.4,112.1,72.7,27.3,9:18,9:04,2,2,0.6,6,50
552,Connor Murphy\murphco02,23,ARI,D,77,1093,1283,46,1,816,993,45.1,0.8,7.6,90.9,98.5,41.5,58.5,19:11,17:03,13,31,-6.5,186,43.5
553,Ryan Murphy\murphry01,23,CAR,D,27,292,318,47.9,-5.3,203,236,46.2,-6,3.5,90,93.5,64.2,35.8,13:10,12:46,11,8,-2.2,41,41.5
554,Ryan Murray\murrary01,23,CBJ,D,60,805,957,45.7,-6.9,596,715,45.5,-7.6,9,92.1,101.1,47.5,52.5,18:20,16:00,8,18,-1.9,110,47.3
555,Jake Muzzin\muzzija01,27,LAK,D,82,1523,1222,55.5,1.2,1123,922,54.9,0.6,6.5,88,94.6,53,47,22:18,17:44,15,70,6,386,47.7
556,Tyler Myers\myersty01,26,WPG,D,11,173,172,50.1,3,123,138,47.1,1.9,10.6,94.6,105.2,50.4,49.6,22:12,17:36,6,10,0.7,40,40
557,Jakub Nakladal\naklaja01,29,CAR,D,3,32,45,41.6,-13.1,22,34,39.3,-16.7,0,85.2,85.2,54.5,45.5,14:30,14:25,1,0,-0.8,7,42.9
558,Vladislav Namestnikov\namesvl01,24,TBL,C,74,881,781,53,2.5,652,599,52.1,2.2,8.5,90,98.5,58,42,14:47,12:25,14,26,1.7,197,58.4
559,Rick Nash\nashri01,32,NYR,RW,67,799,928,46.3,-1.9,618,677,47.7,-1.1,10.7,92.3,103,53.2,46.8,16:28,13:11,43,46,0.1,319,61.1
560,Riley Nash\nashri02,27,BOS,C,81,838,779,51.8,-4.1,615,563,52.2,-4.1,4.6,93.2,97.8,45.3,54.7,13:44,11:38,48,18,3.1,213,58.7
561,James Neal\nealja01,29,NSH,RW,70,1048,933,52.9,2.2,765,713,51.8,1.1,7.3,91,98.3,56.4,43.6,17:42,14:52,40,30,6,337,59.6
562,Chris Neil\neilch01,37,OTT,RW,53,330,391,45.8,-2.7,238,280,45.9,-3.2,3.2,91.2,94.3,61.2,38.8,7:34,7:29,11,9,0.7,66,63.6
563,Brock Nelson\nelsobr01,25,NYI,LW,81,910,1103,45.2,-3.1,654,792,45.2,-3.4,9.9,90.7,100.7,47.7,52.3,15:39,13:13,43,43,-6.2,305,56.7
564,Casey Nelson\nelsoca01,24,BUF,D,11,119,108,52.4,0.7,87,87,50,-1,4.7,90.9,95.6,50.5,49.5,12:36,12:21,0,1,-1.2,19,52.6
565,Patrik Nemeth\nemetpa01,24,DAL,D,40,557,560,49.9,0.6,415,405,50.6,1.3,5.9,92.4,98.3,48,52,15:47,14:43,10,18,3.1,91,50.5
566,Aaron Ness\nessaa01,26,WSH,D,2,15,25,37.5,-12.2,9,20,31,-17.3,0,92.3,92.3,90.9,9.1,12:50,12:50,0,1,-0.1,1,0
567,Nikita Nesterov\nesteni01,23,TOT,D,48,700,597,54,2.6,520,485,51.7,0.5,8.1,92,100.2,64.9,35.1,16:17,15:05,6,24,-4.9,145,43.4
568,Andrej Nestrasil\nestran01,25,CAR,C,19,179,166,51.9,-0.8,136,119,53.3,2.1,6,88.9,94.9,51.9,48.1,10:54,10:23,11,8,-0.4,39,69.2
569,Nino Niederreiter\niedeni01,24,MIN,RW,82,1044,842,55.4,7.8,762,628,54.8,6.4,10.2,91.2,101.4,52.5,47.5,15:04,12:59,32,27,12.6,295,63.1
570,Frans Nielsen\nielsfr01,32,DET,C,79,923,939,49.6,0.9,708,730,49.2,0.5,7.4,89.3,96.7,57.8,42.2,17:09,12:50,29,26,2.8,275,58.9
571,Matthew Nieto\nietoma01,24,TOT,LW,59,687,632,52.1,1,502,483,51,1,4.5,92,96.5,48.3,51.7,14:50,12:31,28,18,0.7,128,65.6
572,Boo Nieves\nievecr01,23,NYR,C,1,7,16,30.4,-8,4,11,26.7,-16.5,0,88.9,88.9,50,50,11:44,11:39,0,0,-1,1,0
573,Matt Niskanen\niskama01,30,WSH,D,78,1311,1142,53.4,3.3,970,877,52.5,2.5,9.1,92.7,101.7,49.4,50.6,22:11,17:48,36,67,3.3,340,45.3
574,Stefan Noesen\noesest01,23,TOT,RW,44,375,378,49.8,1.9,310,291,51.6,4.1,7.1,95.2,102.4,48.6,51.4,11:08,10:29,11,11,-0.4,92,68.5
575,Nelson Nogier\nogiene01,20,WPG,D,10,100,112,47.2,-3.7,80,91,46.8,-6,4.8,94.3,99.1,43.8,56.2,11:43,11:42,0,6,0.1,16,50
576,Jordan Nolan\nolanjo01,27,LAK,C,46,440,395,52.7,-2.3,317,302,51.2,-4.3,5.5,93.3,98.8,54.3,45.7,10:51,10:40,5,10,-1.5,89,43.8
577,Joakim Nordstrom\nordsjo02,24,CAR,LW,82,761,800,48.8,-3.1,567,584,49.3,-1.4,4.3,92.5,96.8,48.6,51.4,12:43,10:57,27,21,-4.6,185,56.2
578,Tomas Nosek\nosekto01,24,DET,LW,11,96,112,46.2,-2.7,75,82,47.8,-1.6,3.6,94.5,98.1,36.7,63.3,10:07,9:52,5,3,0.8,24,79.2
579,Ryan Nugent-Hopkins\nugenry01,23,EDM,C,82,1105,1121,49.6,-0.8,823,804,50.6,-0.8,6.8,91.4,98.2,50.5,49.5,17:40,0.583333333,48,30,-0.2,324,61.7
580,Darnell Nurse\nurseda01,21,EDM,D,44,654,636,50.7,0.1,489,496,49.6,-3.2,8.5,91.9,100.4,52.1,47.9,17:01,15:38,11,36,-1.2,145,58.6
581,Markus Nutivaara\nutivma01,22,CBJ,D,66,747,796,48.4,-2.8,560,605,48.1,-3.4,7.7,94.2,101.9,61,39,13:13,13:01,9,20,-3.5,134,49.3
582,Alexander Nylander\nylanal01,18,BUF,RW,4,47,47,50,2.4,34,43,44.2,-4.1,4.2,94.3,98.5,56.4,43.6,12:20,11:33,3,3,-1.1,8,50
583,William Nylander\nylanwi01,20,TOR,C,81,1188,1044,53.2,3.6,901,800,53,4.3,6.9,92.2,99.1,56.8,43.2,15:55,13:31,59,30,7.3,363,56.5
584,Gustav Nyquist\nyquigu01,27,DET,RW,76,1016,993,50.6,3.1,771,780,49.7,1.9,9.7,91.1,100.9,56.4,43.6,17:25,14:34,32,35,4.3,292,56.5
585,Liam O'Brien\obrieli01,22,WSH,LW,1,9,7,56.3,4,7,5,58.3,0.7,0,100,100,,,6:08,6:08,0,1,0.6,0,
586,Rob O'Gara\ogararo01,23,BOS,D,3,31,43,41.9,-12.5,24,30,44.4,-14.5,5.9,100,105.9,51.6,48.4,16:01,13:49,0,2,0.2,3,66.7
587,Daniel O'Regan\oregada01,23,SJS,C,3,26,35,42.6,-19.5,17,24,41.5,-22.4,0,88.2,88.2,68.8,31.3,9:19,8:44,2,0,-0.7,5,80
588,Cal O'Reilly\oreilca01,30,BUF,C,11,49,79,38.3,-10.1,36,60,37.5,-11.8,3.7,84.1,87.8,50,50,7:56,7:03,3,2,-1.2,5,60
589,Ryan O'Reilly\oreilry01,25,BUF,C,72,1091,1115,49.5,2.6,825,861,48.9,1.6,7.5,92.4,100,45.9,54.1,21:28,16:14,58,27,-0.3,297,63.6
590,Johnny Oduya\oduyajo01,35,TOT,D,52,738,839,46.8,-3.2,536,554,49.2,-1.3,8.4,90.7,99.1,40.7,59.3,18:16,15:50,14,37,-2.1,118,31.4
591,Jordan Oesterle\oestejo01,24,EDM,D,2,43,27,61.4,6.1,19,19,50,-6.5,0,88.9,88.9,77.8,22.2,17:17,16:59,2,2,1,9,22.2
592,Kyle Okposo\okposky01,28,BUF,RW,65,900,992,47.6,0.8,674,774,46.5,-0.6,7.3,92.7,100,46.6,53.4,18:58,15:38,26,36,0.6,283,54.8
593,Jamie Oleksiak\oleksja01,24,DAL,D,41,581,596,49.4,-0.8,435,425,50.6,-0.1,6.7,90.4,97.1,45.8,54.2,16:13,14:51,13,27,1.4,67,49.3
594,Steven Oleksy\oleksst01,30,PIT,D,11,142,133,51.6,3.3,106,93,53.3,5.2,7.1,94.1,101.3,53.5,46.5,13:42,12:33,1,1,2.6,27,40.7
595,Gustav Olofsson\olofsgu01,22,MIN,D,13,147,170,46.4,-4.5,114,109,51.1,-0.9,7.1,90.5,97.6,54.2,45.8,13:29,12:47,3,1,1.2,21,33.3
596,Dmitry Orlov\orlovdm01,25,WSH,D,82,1460,1232,54.2,4.5,1074,932,53.5,4,9.9,92.9,102.8,53.1,46.9,19:32,18:09,34,50,5.5,249,50.2
597,Brooks Orpik\orpikbr01,36,WSH,D,79,1141,1075,51.5,0.2,837,794,51.3,0.4,9.7,94.6,104.3,54.7,45.3,17:47,15:22,12,36,3.9,181,51.4
598,T.J. Oshie\oshietj01,30,WSH,RW,68,922,889,50.9,-0.2,699,649,51.9,1.6,12.6,92.3,104.9,53,47,17:51,13:58,49,33,1.3,250,57.2
