Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
685,Yann Sauve\sauveya01,20,VAN,D,5,62,52,54.4,-6.1,48,46,51.1,-9.5,5.4,86.2,91.6,65.7,34.3,13:00,12:37,0,4,9,66.7
686,Marc Savard\savarma01,33,BOS,C,25,346,342,50.3,-2.7,257,274,48.4,-4.9,5.8,91.5,97.3,44.6,55.4,15:48,12:44,3,18,83,60.2
687,Raymond Sawada\sawadra01,25,DAL,RW,1,4,3,57.1,,4,2,66.7,,0.0,50.0,50.0,50.0,50.0,5:50,5:50,0,1,1,100.0
688,Luca Sbisa\sbisalu01,21,ANA,D,68,705,984,41.7,-5.3,540,735,42.4,-4.9,6.3,92.4,98.7,56.1,43.9,16:48,13:58,15,28,148,51.4
689,Marco Scandella\scandma01,20,MIN,D,20,222,248,47.2,-3.6,148,191,43.7,-6.6,8.2,85.8,94.0,53.9,46.1,14:58,14:06,5,10,27,48.1
690,Dave Scatchard\scatcda01,34,STL,C,8,27,29,48.2,-6.2,18,18,50.0,-3.8,9.1,100.0,109.1,69.2,30.8,4:45,4:44,0,1,9,66.7
691,Colton Sceviour\scevico01,21,DAL,C,1,7,3,70.0,,4,3,57.1,,0.0,66.7,66.7,50.0,50.0,5:09,4:59,0,0,1,0.0
692,Peter Schaefer\schaepe01,33,VAN,LW,16,97,134,42.0,-12.0,68,105,39.3,-14.5,8.7,91.4,100.1,38.8,61.2,9:41,7:30,8,1,22,45.5
693,Brayden Schenn\schenbr01,19,LAK,C,8,43,81,34.7,-17.7,34,63,35.1,-14.7,11.5,93.2,104.7,60.0,40.0,11:15,9:32,0,2,13,84.6
694,Luke Schenn\schenlu01,21,TOR,D,82,1459,1577,48.1,-1.6,1046,1141,47.8,-0.9,8.2,91.3,99.5,49.4,50.6,22:22,18:38,38,95,311,41.2
695,David Schlemko\schleda01,23,PHX,D,43,591,538,52.3,1.5,456,408,52.8,3.1,8.2,94.5,102.7,48.3,51.7,16:02,13:60,3,21,92,51.1
696,Rob Schremp\schrero01,24,TOT,C,63,631,718,46.8,-2.7,467,514,47.6,-2.2,6.5,88.7,95.1,43.8,56.2,13:48,12:04,41,39,147,55.1
697,Jeff Schultz\schulje02,24,WSH,D,72,1135,1185,48.9,-4.2,806,845,48.8,-4.9,8.6,92.3,100.8,49.2,50.8,19:27,16:60,16,42,93,35.5
698,Nick Schultz\schulni01,28,MIN,D,74,1070,1218,46.8,2.1,809,934,46.4,2.1,8.9,91.8,100.8,42.2,57.8,20:13,17:13,9,25,116,39.7
699,John Scott\scottjo01,28,CHI,D,40,206,203,50.4,-3.3,154,151,50.5,-3.5,6.0,94.1,100.1,58.8,41.2,6:15,6:04,3,3,33,45.5
700,Rob Scuderi\scudero01,32,LAK,D,82,1261,1317,48.9,-5.2,963,998,49.1,-3.9,8.1,92.9,101.0,49.6,50.4,20:17,17:27,22,59,118,39.0
701,Brent Seabrook\seabrbr01,25,CHI,D,82,1503,1308,53.5,-1.2,1120,979,53.4,-2.1,7.7,91.0,98.8,51.6,48.4,24:23,18:57,27,69,289,46.7
702,Daniel Sedin\sedinda01,30,VAN,LW,82,1278,984,56.5,4.8,951,778,55.0,2.9,10.7,92.8,103.5,74.1,25.9,18:33,14:47,36,48,451,58.8
703,Henrik Sedin\sedinhe01,30,VAN,C,82,1323,1061,55.5,3.6,991,833,54.3,2.3,10.4,92.0,102.4,71.1,28.9,19:16,15:27,43,38,256,60.9
704,Brandon Segal\segalbr01,27,DAL,RW,46,277,318,46.6,-3.3,207,238,46.5,-3.4,10.0,92.5,102.5,52.0,48.0,8:17,7:57,8,11,78,51.3
705,Tyler Seguin\seguity01,19,BOS,C,74,761,802,48.7,-4.5,560,614,47.7,-5.1,6.1,93.9,100.0,51.2,48.8,12:13,10:49,22,24,207,63.3
706,Dennis Seidenberg\seidede01,29,BOS,D,81,1499,1589,48.5,-5.3,1117,1164,49.0,-4.3,7.8,92.6,100.4,46.5,53.5,23:33,19:07,12,27,321,51.7
707,Andrej Sekera\sekeran01,24,BUF,D,76,1255,1146,52.3,2.7,924,885,51.1,0.1,9.1,91.8,100.9,54.0,46.0,21:05,17:09,38,51,228,38.6
708,Teemu Selanne*\selante01,40,ANA,RW,73,849,1016,45.5,-0.8,634,780,44.8,-2.3,11.0,91.8,102.8,46.2,53.8,17:56,14:26,37,45,320,65.9
709,Alexander Semin\seminal01,26,WSH,LW,65,948,779,54.9,3.8,673,566,54.3,3.2,10.7,93.8,104.5,55.7,44.3,17:48,13:40,61,42,431,45.2
710,Tim Sestito\sestiti01,26,NJD,LW,36,253,293,46.3,-8.1,198,211,48.4,-5.4,2.7,94.2,96.9,50.7,49.3,10:49,9:54,8,11,44,50.0
711,Tom Sestito\sestito01,23,CBJ,LW,9,59,69,46.1,-5.2,42,50,45.7,-6.5,6.9,82.9,89.8,61.0,39.0,9:32,8:11,1,2,18,38.9
712,Devin Setoguchi\setogde01,24,SJS,RW,72,947,855,52.6,-2.5,704,619,53.2,-1.8,8.6,90.5,99.1,55.7,44.3,15:12,13:13,29,45,346,57.5
713,Dan Sexton\sextoda01,23,ANA,RW,47,386,506,43.3,-4.0,318,376,45.8,-1.3,6.0,92.1,98.1,54.6,45.4,11:35,11:11,8,12,118,66.1
714,Ryan Shannon\shannry01,27,OTT,RW,79,781,658,54.3,4.6,593,489,54.8,5.8,5.9,93.3,99.1,61.7,38.3,12:56,10:30,41,21,187,63.1
715,Patrick Sharp\sharppa01,29,CHI,C,74,1081,913,54.2,1.4,832,700,54.3,1.0,8.5,89.8,98.3,67.5,32.5,19:25,14:44,64,23,476,56.3
716,Kevin Shattenkirk\shattke01,22,TOT,D,72,1088,1035,51.2,0.6,830,776,51.7,1.2,9.3,89.7,99.1,60.7,39.3,19:50,16:29,41,23,244,44.3
717,Jody Shelley\shelljo01,34,PHI,LW,58,256,354,42.0,-11.0,187,238,44.0,-9.5,8.5,93.0,101.5,38.6,61.4,6:11,6:08,5,10,52,59.6
718,Sergei Shirokov\shirose01,24,VAN,LW,2,26,13,66.7,27.3,20,10,66.7,25.8,5.9,100.0,105.9,58.8,41.2,10:18,9:56,0,0,9,66.7
719,Jon Sim\simjo01,33,NYI,LW,34,237,370,39.0,-8.2,180,262,40.7,-6.9,6.1,89.3,95.4,36.9,63.1,11:02,9:39,13,2,59,64.4
720,Wayne Simmonds\simmowa01,22,LAK,RW,80,874,937,48.3,-5.9,630,702,47.3,-6.1,7.5,93.2,100.7,49.7,50.3,13:27,12:32,30,44,226,51.8
721,Shane Sims\simssh01,22,NYI,D,1,8,6,57.1,,4,6,40.0,,0.0,100.0,100.0,100.0,0.0,6:34,6:34,1,0,1,0.0
722,Fredrik Sjostrom\sjostfr01,27,TOR,RW,66,514,656,43.9,-7.2,368,476,43.6,-6.9,5.6,94.2,99.8,44.7,55.3,11:13,9:29,15,15,106,58.5
723,Jack Skille\skillja01,23,TOT,RW,62,672,571,54.1,2.4,507,405,55.6,4.0,6.5,89.1,95.6,58.2,41.8,11:55,11:13,23,7,242,63.2
724,Jeff Skinner\skinnje01,18,CAR,RW,82,1132,1110,50.5,1.2,795,826,49.0,1.0,10.7,91.2,102.0,53.4,46.6,16:32,13:17,62,31,400,52.8
725,Karlis Skrastins\skraska01,36,DAL,D,74,849,1030,45.2,-5.2,638,753,45.9,-4.4,9.4,91.7,101.1,45.1,54.9,17:57,14:35,23,19,87,34.5
726,Jim Slater\slateji01,28,ATL,C,36,293,359,44.9,-3.0,221,252,46.7,-1.5,10.9,92.8,103.7,42.7,57.3,10:24,9:22,16,5,78,67.9
727,Tyler Sloan\sloanty01,29,WSH,D,33,320,394,44.8,-8.0,218,284,43.4,-9.2,6.0,91.6,97.5,52.4,47.6,12:01,11:42,8,21,29,37.9
728,Matt Smaby\smabyma01,26,TBL,D,32,214,178,54.6,2.8,152,115,56.9,3.6,6.4,93.8,100.1,40.4,59.6,6:59,6:35,0,6,23,39.1
729,Ladislav Smid\smidla01,24,EDM,D,78,1099,1228,47.2,2.0,793,897,46.9,2.5,8.0,91.0,99.0,47.3,52.7,20:17,16:47,19,59,121,39.7
730,Ben Smith\smithbe01,22,CHI,RW,6,58,70,45.3,-13.8,50,47,51.5,-7.5,7.5,94.6,102.1,62.9,37.1,13:47,13:20,3,0,7,85.7
731,Derek Smith\smithde05,26,OTT,D,9,130,95,57.8,6.0,93,68,57.8,6.1,5.8,98.0,103.8,73.8,26.2,15:19,14:43,3,2,22,59.1
732,Zack Smith\smithza01,22,OTT,C,55,556,527,51.3,0.5,400,390,50.6,-0.5,4.9,91.5,96.4,53.6,46.4,12:36,11:08,21,13,134,58.2
733,Jerred Smithson\smithje01,31,NSH,C,82,698,890,44.0,-7.6,521,670,43.7,-7.2,6.9,93.3,100.1,32.2,67.8,14:51,11:57,41,21,138,52.9
734,Ryan Smyth\smythry01,34,LAK,LW,82,1207,1012,54.4,3.2,873,781,52.8,2.3,8.3,91.7,99.9,51.5,48.5,18:02,14:46,33,46,307,63.5
735,Vladimir Sobotka\sobotvl01,23,STL,C,65,803,715,52.9,2.0,594,556,51.7,0.3,7.7,90.5,98.2,49.0,51.0,16:11,13:19,19,14,140,53.6
736,Brent Sopel\sopelbr01,34,TOT,D,71,716,968,42.5,-7.7,528,676,43.9,-7.3,9.4,92.7,102.0,47.8,52.2,16:06,12:44,25,39,101,43.6
737,Jaroslav Spacek\spaceja01,36,MTL,D,59,917,881,51.0,-2.1,672,628,51.7,-1.8,7.8,93.7,101.5,49.8,50.2,19:15,15:38,30,55,171,38.0
738,Nick Spaling\spalini01,22,NSH,C,74,612,742,45.2,-5.9,462,567,44.9,-5.6,6.4,92.5,98.9,42.0,58.0,13:56,11:07,44,15,144,52.1
739,Jason Spezza\spezzja01,27,OTT,C,62,921,888,50.9,2.3,704,690,50.5,3.2,9.9,89.2,99.0,47.7,52.3,20:12,14:46,52,62,344,54.4
740,Jared Spurgeon\spurgja01,21,MIN,D,53,565,636,47.0,1.2,442,487,47.6,1.8,6.5,93.7,100.2,54.4,45.6,15:04,13:18,11,15,80,47.5
741,Martin St. Louis*\stlouma01,35,TBL,RW,82,1272,1243,50.6,-2.3,956,887,51.9,-1.6,10.4,91.1,101.5,48.2,51.8,20:59,15:59,55,71,450,56.4
742,Eric Staal\staaler01,26,CAR,C,81,1460,1354,51.9,4.0,1043,1067,49.4,2.1,9.4,90.2,99.6,50.1,49.9,21:40,15:50,64,43,526,55.1
743,Jordan Staal\staaljo01,22,PIT,C,42,667,580,53.5,2.2,474,449,51.4,-1.6,9.3,91.7,101.1,49.0,51.0,21:21,15:41,20,10,166,54.8
744,Marc Staal\staalma01,24,NYR,D,77,1354,1465,48.0,-4.4,1014,1062,48.8,-5.8,7.9,92.9,100.8,47.1,52.9,25:43,19:47,54,37,234,49.6
745,Drew Stafford\staffdr01,25,BUF,RW,62,766,758,50.3,-2.0,580,594,49.4,-3.6,11.0,93.6,104.6,56.8,43.2,16:32,13:14,19,17,275,65.1
746,Garrett Stafford\staffga01,31,PHX,D,2,15,27,35.7,0.5,12,24,33.3,-2.7,11.1,94.1,105.2,33.3,66.7,12:24,12:24,0,2,3,66.7
747,Steve Staios\staiost01,37,CGY,D,39,498,480,50.9,-2.2,355,342,50.9,-1.9,10.2,91.4,101.7,58.4,41.6,14:43,13:38,11,13,55,41.8
748,Matt Stajan\stajama01,27,CGY,C,76,934,846,52.5,0.8,691,607,53.2,1.9,8.8,89.9,98.7,52.9,47.1,14:14,12:23,52,39,148,54.7
749,Viktor Stalberg\stalbvi01,25,CHI,LW,77,844,628,57.3,2.2,653,457,58.8,3.9,7.4,89.9,97.3,61.0,39.0,10:42,10:25,36,14,221,61.1
750,Steven Stamkos\stamkst01,20,TBL,C,82,1265,1191,51.5,-0.7,944,857,52.4,-0.8,10.6,91.3,101.9,49.3,50.7,20:11,15:19,40,60,518,52.3
751,Tim Stapleton\staplti01,28,ATL,C,45,426,405,51.3,-0.9,335,289,53.7,-0.4,4.2,90.8,95.1,60.2,39.8,10:51,10:26,15,10,73,57.5
752,Paul Stastny\stastpa01,25,COL,C,74,1015,1121,47.5,-0.5,756,850,47.1,-1.6,10.3,90.8,101.2,51.9,48.1,19:44,15:37,52,22,279,64.9
753,Brad Staubitz\staubbr01,26,MIN,RW,71,255,448,36.3,-11.4,176,339,34.2,-13.4,9.9,92.7,102.6,37.5,62.5,6:31,6:28,6,7,51,56.9
754,David Steckel\steckda01,28,TOT,C,75,591,636,48.2,-4.3,435,435,50.0,-1.4,4.8,92.3,97.1,40.5,59.5,11:43,9:55,24,16,125,60.8
755,Alex Steen\steenal01,26,STL,C,72,1156,861,57.3,7.0,858,638,57.4,7.2,7.4,89.2,96.7,56.6,43.4,19:33,15:28,29,25,457,47.7
756,Lee Stempniak\stemple01,27,PHX,RW,82,1054,1098,49.0,-3.3,777,851,47.7,-4.2,7.8,93.7,101.4,42.4,57.6,15:15,13:25,46,26,354,56.2
757,Derek Stepan\stepade01,20,NYR,C,82,1073,963,52.7,2.9,798,686,53.8,2.5,8.8,91.6,100.5,64.0,36.0,16:27,13:32,39,25,309,53.7
758,Brett Sterling\sterlbr01,26,PIT,LW,7,98,80,55.1,3.3,67,58,53.6,3.0,8.5,93.0,101.5,48.8,51.2,15:07,11:01,2,2,25,56.0
759,Anthony Stewart\stewaan01,26,ATL,C,80,915,1019,47.3,-4.8,691,750,48.0,-5.8,8.6,90.2,98.8,54.0,46.0,14:46,13:04,34,26,228,60.5
760,Chris Stewart\stewach02,23,TOT,RW,62,850,825,50.7,1.0,660,615,51.8,1.6,9.4,89.3,98.7,55.7,44.3,17:29,14:31,14,22,245,66.1
761,Cory Stillman\stillco01,37,TOT,LW,65,833,902,48.0,-4.0,594,712,45.5,-6.4,10.2,93.2,103.4,47.8,52.2,16:55,13:39,31,28,218,53.2
762,Ryan Stoa\stoary01,23,COL,C,25,265,293,47.5,-2.9,200,227,46.8,-3.8,7.1,90.7,97.8,49.4,50.6,13:21,11:47,4,3,69,65.2
763,Jarret Stoll\stollja01,28,LAK,C,82,1017,927,52.3,0.3,742,701,51.4,0.3,7.8,90.8,98.7,47.6,52.4,17:10,13:09,31,26,336,55.4
764,Clayton Stoner\stonecl01,25,MIN,D,57,614,821,42.8,-4.5,459,626,42.3,-4.3,7.9,94.6,102.5,37.0,63.0,16:52,14:43,23,24,96,41.7
765,Zack Stortini\stortza01,25,EDM,RW,32,160,210,43.2,-3.3,118,143,45.2,-0.8,8.4,91.2,99.6,45.2,54.8,7:06,6:59,4,5,36,44.4
766,Tyson Strachan\stracty01,26,STL,RW,29,312,283,52.4,-1.5,230,209,52.4,-0.9,5.2,88.8,94.0,55.1,44.9,12:08,11:09,3,8,60,46.7
767,Brian Strait\straibr01,23,PIT,D,3,37,20,64.9,11.1,29,17,63.0,7.3,4.3,81.8,86.2,75.0,25.0,13:32,13:22,1,1,3,0.0
768,Anton Stralman\stralan01,24,CBJ,D,51,783,698,52.9,3.1,608,537,53.1,3.8,6.3,91.1,97.4,53.4,46.6,19:44,16:26,15,11,175,45.7
769,Jason Strudwick\strudja01,35,EDM,D,43,406,585,41.0,-9.3,299,421,41.5,-8.5,5.8,90.6,96.4,53.4,46.6,15:03,12:59,8,16,36,25.0
770,Brad Stuart\stuarbr02,31,DET,D,67,1080,1095,49.7,-8.1,837,858,49.4,-7.1,9.5,91.6,101.0,46.0,54.0,21:32,17:24,13,52,164,49.4
771,Colin Stuart\stuarco01,28,BUF,LW,3,44,35,55.7,8.0,32,25,56.1,11.1,4.2,100.0,104.2,90.0,10.0,13:09,12:31,2,0,11,45.5
772,Mark Stuart\stuarma01,26,TOT,D,54,650,705,48.0,-6.9,477,502,48.7,-7.1,8.5,92.2,100.8,50.5,49.5,15:39,13:31,12,23,109,37.6
773,Marco Sturm\sturmma01,32,TOT,LW,35,413,384,51.8,-1.0,316,276,53.4,0.4,7.8,93.9,101.8,51.4,48.6,14:14,12:28,12,11,98,58.2
774,P.K. Subban\subbapk01,21,MTL,D,77,1346,1145,54.0,4.6,984,844,53.8,2.8,6.6,91.1,97.7,49.0,51.0,22:16,16:39,37,56,390,50.5
775,Steve Sullivan\sullist01,36,NSH,C,44,507,503,50.2,-0.2,381,390,49.4,-0.6,8.8,92.7,101.5,56.3,43.7,16:02,12:43,16,24,133,59.4
776,Alexander Sulzer\sulzeal01,26,TOT,D,40,539,539,50.0,-1.6,397,411,49.1,-1.7,6.0,92.4,98.4,53.5,46.5,17:33,15:12,8,10,85,43.5
777,Chris Summers\summech01,22,PHX,D,2,17,23,42.5,-7.5,10,18,35.7,-14.3,0.0,76.9,76.9,41.7,58.3,13:52,11:42,0,1,2,0.0
778,Ryan Suter\suterry01,26,NSH,D,70,1258,1170,51.8,3.7,950,917,50.9,2.7,8.5,93.8,102.3,45.0,55.0,25:11,19:43,33,37,264,43.6
779,Brian Sutherby\suthebr01,28,DAL,C,51,223,309,41.9,-7.3,149,233,39.0,-10.7,6.0,90.2,96.2,47.9,52.1,7:25,6:41,9,8,56,57.1
780,Brandon Sutter\suttebr03,21,CAR,C,82,963,1134,45.9,-5.4,715,866,45.2,-4.8,9.0,94.1,103.1,43.7,56.3,16:39,13:30,48,25,241,59.8
781,Brett Sutter\suttebr04,23,TOT,C,5,27,31,46.6,-10.5,21,19,52.5,-5.8,0.0,86.7,86.7,50.0,50.0,8:55,6:37,0,2,6,50.0
782,Andy Sutton\suttoan01,35,ANA,D,39,343,495,40.9,-4.4,276,342,44.7,0.0,8.3,92.8,101.1,53.5,46.5,14:45,12:16,5,14,51,60.8
783,Marek Svatos\svatoma01,28,TOT,RW,28,278,294,48.6,-1.0,209,213,49.5,-0.4,7.5,92.8,100.2,64.8,35.2,11:43,10:42,9,5,80,62.5
784,Lee Sweatt\sweatle01,25,VAN,D,3,36,39,48.0,-10.6,22,27,44.9,-14.0,25.0,100.0,125.0,65.6,34.4,13:23,13:22,0,0,8,50.0
785,Danny Syvret\syvreda01,25,TOT,D,10,151,119,55.9,5.4,108,94,53.5,1.6,3.8,91.8,95.5,61.3,38.7,15:00,13:54,0,0,30,36.7
786,Jeff Taffe\taffeje01,29,CHI,C,1,0,1,0.0,,0,1,0.0,,,,,100.0,0.0,4:05,4:05,0,0,0,
787,Maxime Talbot\talboma01,26,PIT,C,82,919,856,51.8,-1.6,684,640,51.7,-2.0,5.3,93.4,98.6,52.8,47.2,15:04,12:02,26,17,185,63.2
788,Henrik Tallinder\tallihe01,32,NJD,D,82,1389,1149,54.7,2.9,1054,899,54.0,1.9,7.2,90.7,97.9,50.6,49.4,22:32,19:29,26,44,202,50.5
789,Jeff Tambellini\tambeje01,26,VAN,LW,62,677,557,54.9,1.5,511,409,55.5,3.0,6.8,95.2,102.0,50.7,49.3,11:47,10:25,11,10,199,57.3
790,Chris Tanev\tanevch01,21,VAN,D,29,352,292,54.7,0.0,257,214,54.6,-0.2,6.3,92.5,98.8,42.2,57.8,13:47,13:09,10,8,38,39.5
791,Eric Tangradi\tangrer01,21,PIT,LW,15,96,121,44.2,-9.1,79,92,46.2,-8.0,6.8,87.9,94.7,52.6,47.4,11:12,9:29,2,5,25,72.0
792,Alex Tanguay\tangual01,31,CGY,LW,79,1078,1071,50.2,-1.7,804,774,51.0,-1.4,11.4,89.0,100.4,55.9,44.1,19:46,14:43,49,57,203,58.6
793,Matt Taormina\taormma01,24,NJD,D,17,247,221,52.8,-1.3,202,172,54.0,0.6,5.7,91.1,96.9,60.1,39.9,20:40,17:11,7,13,72,52.8
794,Tomas Tatar\tatarto01,20,DET,C,9,93,66,58.5,2.9,61,57,51.7,-3.2,7.3,92.3,99.6,60.0,40.0,9:36,9:29,2,2,17,35.3
795,John Tavares\tavarjo01,20,NYI,C,79,1220,1281,48.8,2.0,881,943,48.3,0.9,8.3,90.3,98.6,55.6,44.4,19:02,15:25,73,51,404,60.1
796,Mattias Tedenby\tedenma01,20,NJD,LW,58,530,471,52.9,0.9,389,369,51.3,-1.2,7.3,93.4,100.7,56.7,43.3,12:33,10:36,13,31,134,63.4
797,Bill Thomas\thomabi01,27,FLA,RW,24,161,177,47.6,-0.3,124,134,48.1,0.3,7.8,93.3,101.1,46.5,53.5,8:30,8:14,8,3,46,71.7
798,Nate Thompson\thompna01,26,TBL,C,79,819,853,49.0,-5.0,657,591,52.6,-1.8,6.1,91.0,97.0,40.0,60.0,15:05,12:09,35,14,204,60.3
799,Chris Thorburn\thorbch01,27,ATL,C,82,782,922,45.9,-5.9,582,651,47.2,-5.8,6.7,93.0,99.6,45.8,54.2,13:39,11:26,41,10,191,59.2
800,Joe Thornton\thornjo01,31,SJS,C,80,1231,1065,53.6,-0.6,890,790,53.0,-1.6,9.4,91.2,100.6,51.3,48.7,19:52,15:17,114,98,261,57.1
801,Shawn Thornton\thornsh01,33,BOS,RW,79,717,771,48.2,-4.4,551,584,48.5,-3.4,6.4,95.6,102.0,47.9,52.1,10:05,9:55,23,6,238,63.4
802,Andreas Thuresson\thurean01,23,NSH,RW,3,30,27,52.6,-0.4,23,22,51.1,-0.3,0.0,94.4,94.4,30.8,69.2,10:09,10:09,3,2,6,33.3
803,Scott Timmins\timmisc01,21,FLA,C,19,152,144,51.4,2.6,109,113,49.1,-0.3,1.2,89.5,90.8,44.3,55.7,10:49,8:52,7,4,31,41.9
804,Kimmo Timonen\timonki01,35,PHI,D,82,1250,1204,50.9,0.1,945,860,52.4,1.2,9.1,90.7,99.8,50.0,50.0,22:28,15:39,43,39,290,50.7
805,Jiri Tlusty\tlustji01,22,CAR,C,57,500,527,48.7,-1.7,350,391,47.2,-1.7,9.4,91.9,101.3,45.1,54.9,9:52,9:40,21,7,102,52.0
806,Jonathan Toews\toewsjo01,22,CHI,C,80,1305,1002,56.6,4.1,987,755,56.7,3.7,10.0,91.6,101.6,62.3,37.7,20:46,15:41,93,30,344,67.7
807,Jordin Tootoo\tootojo01,27,NSH,RW,54,514,556,48.0,-0.4,381,429,47.0,-2.1,8.3,95.2,103.5,49.2,50.8,11:53,11:40,25,35,151,56.3
808,Raffi Torres\torrera01,29,VAN,LW,80,824,872,48.6,-5.2,623,656,48.7,-4.3,7.7,93.6,101.4,29.7,70.3,12:29,11:31,31,24,179,64.2
809,Kyle Turris\turriky01,21,PHX,C,65,667,580,53.5,3.1,487,473,50.7,1.3,9.3,90.9,100.3,66.2,33.8,11:16,9:45,14,19,186,62.4
810,Dana Tyrell\tyrelda01,21,TBL,C,78,629,674,48.3,-5.9,502,469,51.7,-2.9,5.6,91.8,97.4,45.3,54.7,12:03,10:16,21,14,118,61.9
811,Fedor Tyutin\tyutife01,27,CBJ,D,80,1268,1115,53.2,3.3,940,832,53.0,2.9,7.5,89.9,97.5,49.2,50.8,22:42,17:02,29,29,260,49.2
812,R.J. Umberger\umberrj01,28,CBJ,C,82,1078,1025,51.3,-0.2,798,741,51.9,0.3,10.0,90.6,100.6,53.1,46.9,19:13,13:56,44,20,361,60.4
813,Scottie Upshall\upshasc01,27,TOT,RW,82,1060,869,55.0,4.2,785,671,53.9,4.1,7.4,90.4,97.8,53.0,47.0,14:02,12:42,33,22,347,55.0
814,Alexander Urbom\urbomal01,20,NJD,D,8,77,70,52.4,-2.0,60,50,54.5,1.2,2.3,91.4,93.7,55.3,44.7,12:35,12:06,1,5,16,31.3
815,David Van Der Gulik\vandeda01,27,COL,RW,6,61,21,74.4,28.1,52,14,78.8,32.9,9.8,100.0,109.8,83.3,16.7,6:45,5:45,2,2,16,75.0
816,James van Riemsdyk\vanrija01,21,PHI,LW,75,1004,1004,50.0,-2.7,756,734,50.7,-2.0,10.0,92.5,102.5,52.7,47.3,14:32,13:08,27,16,303,57.1
817,Jim Vandermeer\vandeji01,30,EDM,D,62,849,931,47.7,1.4,611,704,46.5,1.4,7.0,90.6,97.6,49.1,50.9,18:12,15:36,27,47,141,40.4
818,Chris VandeVelde\vandech01,23,EDM,C,12,134,163,45.1,-7.4,94,124,43.1,-9.9,5.0,89.7,94.7,52.1,47.9,17:17,14:16,6,4,34,47.1
819,Thomas Vanek\vanekth01,27,BUF,LW,80,1161,1067,52.1,2.1,881,819,51.8,0.6,9.6,91.1,100.8,61.5,38.5,17:21,14:01,43,45,383,62.1
820,Alexander Vasyunov\vasyual01,22,NJD,LW,18,163,126,56.4,7.5,114,91,55.6,6.4,6.9,91.2,98.1,54.4,45.6,11:29,11:24,5,5,32,56.3
821,Antoine Vermette\vermean01,28,CBJ,C,82,1178,1033,53.3,3.4,877,763,53.5,3.4,8.4,91.1,99.5,54.9,45.1,18:49,14:26,35,23,320,56.9
822,Mike Vernace\vernami01,24,TBL,D,10,92,76,54.8,-0.7,78,60,56.5,0.0,6.9,87.0,93.9,64.0,36.0,8:42,8:25,4,1,11,54.5
823,Kris Versteeg\verstkr01,24,TOT,RW,80,1117,1128,49.8,-0.1,777,786,49.7,0.5,7.8,91.0,98.8,52.5,47.5,17:44,14:06,53,35,366,49.2
824,Tomas Vincour\vincoto01,20,DAL,C,24,225,188,54.5,4.3,156,125,55.5,7.5,4.0,90.8,94.9,64.0,36.0,9:26,9:12,4,3,52,50.0
825,Lubomir Visnovsky\visnolu01,34,ANA,D,81,1443,1495,49.1,7.8,1102,1144,49.1,6.5,11.5,91.4,102.8,45.1,54.9,24:18,19:42,30,45,339,44.8
826,Joe Vitale\vitaljo01,25,PIT,C,9,84,68,55.3,3.7,55,49,52.9,1.7,4.4,92.3,96.8,55.3,44.7,10:34,10:01,5,2,24,54.2
827,Marc-Edouard Vlasic\vlasima01,23,SJS,D,80,1448,1242,53.8,-0.4,1078,897,54.6,0.4,8.1,91.8,99.9,46.3,53.7,20:52,17:43,30,45,283,41.0
828,Anton Volchenkov\volchan01,28,NJD,D,57,743,705,51.3,-2.8,574,515,52.7,-1.5,7.7,91.5,99.2,51.8,48.2,18:06,15:47,7,19,132,49.2
829,Aaron Volpatti\volpaaa01,25,VAN,RW,15,74,84,46.8,-12.2,59,62,48.8,-9.5,4.4,92.5,96.9,37.9,62.1,6:50,6:30,0,0,12,50.0
830,Jakub Voracek\voracja01,21,CBJ,RW,80,1152,999,53.6,3.6,878,756,53.7,3.3,8.7,90.3,99.0,58.1,41.9,16:58,13:59,38,27,299,61.2
831,Aaron Voros\vorosaa01,29,ANA,LW,12,53,61,46.5,2.9,45,46,49.5,4.0,3.3,83.3,86.7,63.4,36.6,5:33,5:33,1,0,10,80.0
832,Radim Vrbata\vrbatra01,29,PHX,RW,79,992,951,51.1,0.9,766,739,50.9,1.8,7.8,93.5,101.3,49.8,50.2,16:21,13:02,32,28,380,63.2
833,Matt Walker\walkema01,30,PHI,D,4,29,54,34.9,-19.7,23,35,39.7,-16.7,6.3,96.3,102.5,35.3,64.7,11:38,11:32,0,1,4,75.0
834,Tim Wallace\wallati01,26,PIT,RW,7,43,56,43.4,-9.7,28,44,38.9,-15.0,0.0,90.6,90.6,63.3,36.7,8:03,8:03,1,1,4,25.0
835,Niclas Wallin\wallini01,35,SJS,D,74,971,955,50.4,-5.8,747,723,50.8,-5.6,6.8,92.6,99.3,49.4,50.6,15:50,14:13,21,40,174,49.4
836,Tom Wandell\wandeto01,24,DAL,C,75,663,656,50.3,1.9,470,468,50.1,1.4,4.6,94.2,98.8,49.0,51.0,11:45,10:31,40,34,197,47.7
837,Joel Ward\wardjo02,30,NSH,RW,80,937,930,50.2,0.1,695,707,49.6,0.4,7.4,92.0,99.4,40.5,59.5,17:04,13:41,51,29,245,64.1
838,Francis Wathier\wathifr01,26,DAL,LW,3,3,10,23.1,-30.1,1,7,12.5,-39.9,0.0,60.0,60.0,33.3,66.7,3:55,3:51,0,1,0,
