09Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,TOI,ATOI,BLK,HIT,FOW,FOL
160,Greg de Vries\devrigr01,36,NSH,D,71,1,4,5,-15,65,0.8,1,0,0,0,4,0,0,38,1074,15:08,73,58,0,0
161,Pavol Demitra\demitpa01,34,VAN,C,69,20,33,53,6,20,5.6,16,4,0,1,21,12,0,143,1206,17:29,31,21,130,109
162,Andre Deveaux\deveaan01,24,TOR,C,21,0,1,1,-3,75,-0.3,0,0,0,0,1,0,0,15,152,7:14,10,44,2,5
163,Boyd Devereaux\deverbo01,30,TOR,C,23,6,5,11,3,2,1.3,3,0,3,0,5,0,0,41,315,13:42,18,21,4,5
164,Shane Doan\doansh01,32,PHX,RW,82,31,42,73,5,72,8.3,21,10,0,4,25,15,2,230,1660,20:15,32,188,159,201
165,Shean Donovan\donovsh01,34,OTT,RW,65,5,5,10,-2,34,0.7,5,0,0,1,5,0,0,58,509,7:50,17,20,4,5
166,Derek Dorsett\dorsede01,22,CBJ,RW,52,4,1,5,-1,150,0.1,4,0,0,1,1,0,0,59,462,8:53,15,116,4,5
167,Drew Doughty\doughdr01,19,LAK,D,81,6,21,27,-17,56,5.3,3,3,0,1,8,13,0,126,1930,23:50,114,90,0,0
168,Jake Dowell\dowelja01,23,CHI,C,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,13:37,0,2,8,4
169,Aaron Downey\downeaa01,34,DET,RW,4,1,1,2,0,7,0.3,1,0,0,0,1,0,0,2,21,5:13,1,11,0,0
170,Steve Downie\downist01,21,TOT,RW,29,3,3,6,-2,65,0.4,3,0,0,1,3,0,0,26,244,8:26,7,41,5,15
170,Steve Downie\downist01,21,TBL,RW,23,3,3,6,2,54,0.6,3,0,0,1,3,0,0,25,209,9:04,6,38,3,4
170,Steve Downie\downist01,21,PHI,RW,6,0,0,0,-4,11,-0.2,0,0,0,0,0,0,0,1,36,5:57,1,3,2,11
171,Kris Draper\drapekr01,37,DET,C,79,7,10,17,-13,40,0,6,0,1,2,9,0,1,93,947,11:59,20,102,594,393
172,Davis Drewiske\drewida01,24,LAK,D,17,0,3,3,1,18,0.9,0,0,0,0,2,1,0,21,294,17:19,30,10,0,0
173,Chris Drury\drurych01,32,NYR,C,81,22,34,56,-8,32,5.4,11,10,1,2,23,10,1,219,1640,20:15,90,42,603,580
174,Brandon Dubinsky\dubinbr01,22,NYR,C,82,13,28,41,-6,112,3.4,9,3,1,7,22,5,1,188,1364,16:38,24,251,466,404
175,J.P. Dumont\dumonjp01,30,NSH,RW,82,16,49,65,1,20,6.2,11,5,0,4,32,17,0,176,1435,17:30,13,33,3,3
176,Pascal Dupuis\dupuipa01,29,PIT,LW,71,12,16,28,1,30,2.3,12,0,0,2,15,0,1,145,1010,14:13,30,68,3,13
177,Philippe Dupuis\dupuiph01,23,COL,C,8,0,0,0,-1,4,-0.2,0,0,0,0,0,0,0,11,76,9:34,1,4,26,24
178,Chris Durno\durnoch01,28,COL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6:02,0,6,0,0
179,Radek Dvorak\dvorara01,31,FLA,RW,81,15,21,36,0,42,2.9,11,0,4,3,21,0,0,136,1331,16:26,31,55,6,11
180,Patrick Dwyer\dwyerpa01,25,CAR,RW,13,1,0,1,-2,0,-0.1,1,0,0,0,0,0,0,9,111,8:34,6,16,5,7
181,Ben Eager\eagerbe01,25,CHI,LW,75,11,4,15,1,161,1.5,11,0,0,0,4,0,0,80,639,8:31,11,95,0,0
182,Mark Eaton\eatonma01,31,PIT,D,68,4,5,9,3,36,2.3,3,1,0,0,5,0,0,34,1208,17:46,148,43,1,0
183,Patrick Eaves\eavespa01,24,CAR,RW,74,6,8,14,7,31,1,4,1,1,1,8,0,0,115,833,11:15,33,134,5,7
184,Andrew Ebbett\ebbetan01,26,ANA,C,48,8,24,32,8,24,3.2,2,6,0,0,19,5,0,100,666,13:52,22,34,221,234
185,Alexander Edler\edleral01,22,VAN,D,80,10,27,37,11,54,7.2,5,5,0,1,11,16,0,145,1690,21:08,93,101,1,0
186,Christian Ehrhoff\ehrhoch01,26,SJS,D,77,8,34,42,-12,63,6.4,3,5,0,2,14,20,0,165,1635,21:14,90,79,0,0
187,Patrik Elias\eliaspa01,32,NJD,LW,77,31,47,78,18,32,9.4,17,12,2,6,25,19,3,247,1430,18:34,17,51,26,61
188,Matt Ellis\ellisma01,27,BUF,LW,45,7,5,12,4,12,1.5,7,0,0,2,4,1,0,73,397,8:50,19,21,112,127
189,Steve Eminger\emingst01,25,TOT,D,71,5,21,26,-3,50,4.1,3,2,0,1,11,10,0,85,1535,21:37,119,77,0,1
189,Steve Eminger\emingst01,25,TBL,D,50,4,19,23,-4,36,3.4,2,2,0,0,10,9,0,63,1178,23:33,91,55,0,1
189,Steve Eminger\emingst01,25,PHI,D,12,0,2,2,0,8,0.3,0,0,0,0,1,1,0,9,215,17:53,11,11,0,0
189,Steve Eminger\emingst01,25,FLA,D,9,1,0,1,1,6,0.4,1,0,0,1,0,0,0,13,142,15:49,17,11,0,0
190,Toby Enstrom\enstrto01,24,ATL,D,82,5,27,32,14,52,5.8,2,2,1,1,13,12,2,86,1929,23:32,120,29,1,1
191,Martin Erat\eratma01,27,NSH,RW,71,17,33,50,-7,48,4.6,14,3,0,3,18,13,2,149,1318,18:34,17,36,11,27
192,Jonathan Ericsson\ericsjo01,24,DET,D,19,1,3,4,-1,15,0.6,1,0,0,0,3,0,0,25,336,17:40,12,28,0,0
193,Loui Eriksson\erikslo01,23,DAL,LW,82,36,27,63,14,14,7.9,28,7,1,4,22,5,0,178,1626,19:50,51,31,2,9
194,John Erskine\erskijo01,28,WSH,D,52,0,4,4,1,63,1,0,0,0,0,3,0,1,50,873,16:48,76,128,0,0
195,Garnet Exelby\exelbga01,27,ATL,D,59,0,7,7,-2,120,1,0,0,0,0,6,0,1,42,987,16:43,99,151,0,0
196,Sergei Fedorov*\fedorse01,39,WSH,C,52,11,22,33,4,50,3.2,9,2,0,2,11,11,0,118,859,16:31,25,28,368,287
197,Todd Fedoruk\fedorto01,29,PHX,LW,72,6,7,13,-9,72,0.3,6,0,0,0,7,0,0,56,763,10:36,15,125,4,11
198,Ruslan Fedotenko\fedotru01,30,PIT,LW,65,16,23,39,18,44,4.7,15,1,0,3,20,3,0,117,917,14:06,28,99,4,14
199,Eric Fehr\fehrer01,23,WSH,RW,61,12,13,25,8,22,2.9,11,1,0,2,12,1,0,134,686,11:15,10,24,1,2
200,Andrew Ference\ferenan01,29,BOS,D,47,1,15,16,7,40,3,0,1,0,0,9,6,0,72,1012,21:32,72,60,0,0
201,Brett Festerling\festebr01,22,ANA,D,40,0,5,5,5,18,1.5,0,0,0,0,5,0,0,15,667,16:40,36,89,0,0
202,Vernon Fiddler\fiddlve01,28,NSH,LW,78,11,6,17,-13,24,0.7,8,1,2,2,5,0,1,114,1089,13:58,31,83,331,281
203,Nikita Filatov\filatni01,18,CBJ,LW,8,4,0,4,3,0,0.9,4,0,0,1,0,0,0,10,65,8:08,2,2,0,0
204,Valtteri Filppula\filppva01,24,DET,C,80,12,28,40,9,42,3.1,11,1,0,1,25,3,0,129,1288,16:06,17,41,405,370
205,Jeff Finger\fingeje01,29,TOR,D,66,6,17,23,-7,43,3,6,0,0,0,15,2,0,68,1352,20:29,158,133,0,0
206,Mike Fisher\fishemi01,28,OTT,C,78,13,19,32,0,66,2.6,10,1,2,3,14,5,0,182,1443,18:30,54,211,535,509
207,Mark Fistric\fistrma01,22,DAL,D,36,0,4,4,-1,42,0.9,0,0,0,0,4,0,0,35,574,15:57,44,114,0,0
208,Tomas Fleischmann\fleisto01,24,WSH,RW,73,19,18,37,-3,20,3.7,12,7,0,4,14,4,0,131,1101,15:05,17,22,9,25
209,Nick Foligno\foligni01,21,OTT,LW,81,17,15,32,-10,59,3.1,10,7,0,2,8,7,0,145,1108,13:41,18,97,21,26
210,Adam Foote\footead01,37,COL,D,42,1,6,7,-12,30,1.1,1,0,0,1,6,0,0,19,826,19:41,77,54,0,0
211,Kurtis Foster\fosteku01,27,MIN,D,10,1,5,6,7,6,1.5,1,0,0,0,3,2,0,10,136,13:35,8,8,0,0
212,Johan Franzen\franzjo01,29,DET,RW,71,34,25,59,21,44,7.8,22,11,1,8,17,8,0,246,1285,18:06,22,90,132,105
213,Colin Fraser\fraseco01,24,CHI,C,81,6,11,17,3,55,0.8,5,0,1,0,9,1,1,67,883,10:54,47,58,376,409
214,Jamie Fraser\fraseja01,23,NYI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11:00,2,0,0,0
215,Jamie Fritsch\fritsja01,23,PHI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,5,4:34,0,1,0,0
216,Dan Fritsche\fritsda01,23,TOT,C,50,5,8,13,-5,12,0.9,3,1,1,0,7,1,0,54,532,10:38,11,53,41,53
216,Dan Fritsche\fritsda01,23,MIN,C,34,4,5,9,-3,10,0.7,2,1,1,0,4,1,0,34,379,11:09,10,35,36,51
216,Dan Fritsche\fritsda01,23,NYR,C,16,1,3,4,-2,2,0.2,1,0,0,0,3,0,0,20,153,9:33,1,18,5,2
217,Mitch Fritz\fritzmi01,28,NYI,LW,20,0,0,0,-4,42,-0.2,0,0,0,0,0,0,0,2,54,2:41,2,6,1,0
218,Jonas Frogren\frogrjo01,28,TOR,D,41,1,6,7,0,28,1.1,1,0,0,0,5,0,1,12,551,13:26,41,74,0,1
219,Michael Frolik\frolimi01,20,FLA,C,79,21,24,45,10,22,5.2,20,1,0,2,13,11,0,158,1170,14:48,24,46,27,40
220,Alex Frolov\froloal01,26,LAK,LW,77,32,27,59,-6,30,7.3,19,12,1,1,13,13,1,176,1534,19:55,20,49,5,6
221,Marian Gaborik\gaborma01,26,MIN,RW,17,13,10,23,3,2,3.4,10,2,1,2,5,5,0,68,340,20:00,5,15,0,5
222,Simon Gagne\gagnesi01,28,PHI,LW,79,34,40,74,21,42,9.6,18,12,4,3,23,13,4,221,1503,19:01,28,27,3,7
223,Sam Gagner\gagnesa01,19,EDM,C,76,16,25,41,-1,51,3.4,10,6,0,1,20,5,0,156,1274,16:46,13,28,290,399
224,T.J. Galiardi\galiatj01,20,COL,LW,11,3,1,4,-4,6,0.3,3,0,0,0,1,0,0,14,180,16:21,9,11,56,77
225,Jason Garrison\garrija01,24,FLA,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11:57,1,1,0,0
226,Paul Gaustad\gaustpa01,26,BUF,C,62,12,17,29,4,108,2.7,8,3,1,1,12,5,0,122,999,16:06,39,141,452,406
227,Denis Gauthier\gauthde01,32,LAK,D,65,2,2,4,-11,90,1.3,2,0,0,0,2,0,0,36,945,14:32,104,182,0,0
228,Nathan Gerbe\gerbena01,21,BUF,C,10,0,1,1,3,4,0,0,0,0,0,0,1,0,24,136,13:37,0,11,1,0
229,Bruno Gervais\gervabr01,24,NYI,D,69,3,16,19,-15,33,2.9,3,0,0,1,12,3,1,82,1490,21:36,115,83,0,1
230,Ryan Getzlaf\getzlry01,23,ANA,C,81,25,66,91,5,121,9.2,16,9,0,2,38,28,0,227,1631,20:08,43,134,566,562
231,Tom Gilbert\gilbeto01,26,EDM,D,82,5,40,45,6,26,6.9,3,2,0,1,25,14,1,107,1802,21:58,136,47,0,0
232,Hal Gill\gillha01,33,PIT,D,62,2,8,10,11,53,2.7,2,0,0,0,8,0,0,40,1109,17:54,112,78,0,0
233,Colton Gillies\gillico01,19,MIN,C,45,2,5,7,-2,18,0.4,2,0,0,1,4,1,0,22,370,8:14,9,55,1,1
234,Brian Gionta\giontbr01,30,NJD,RW,81,20,40,60,12,32,6.3,14,3,3,1,31,8,1,248,1374,16:58,28,44,51,81
235,Mark Giordano\giordma01,25,CGY,D,58,2,17,19,2,59,3.1,0,2,0,0,13,4,0,82,940,16:13,38,54,0,0
236,Dan Girardi\girarda01,24,NYR,D,82,4,18,22,-14,53,4.5,2,2,0,1,13,5,0,122,1765,21:32,82,207,0,0
237,Alexandre Giroux\giroual01,27,WSH,LW,12,1,1,2,4,10,0.2,1,0,0,1,1,0,0,20,127,10:34,2,22,0,1
238,Claude Giroux\giroucl01,21,PHI,RW,42,9,18,27,10,14,3.1,7,2,0,0,14,4,0,67,637,15:10,18,41,146,163
239,Tanner Glass\glassta01,25,FLA,LW,3,0,0,0,0,7,0,0,0,0,0,0,0,0,1,20,6:45,1,5,1,0
240,Tim Gleason\gleasti01,26,CAR,D,70,0,12,12,3,68,3.2,0,0,0,0,10,1,1,61,1447,20:40,133,171,0,0
241,Curtis Glencross\glenccu01,26,CGY,LW,74,13,27,40,14,42,4,11,1,1,3,23,4,0,152,1086,14:41,29,123,26,28
242,Marcel Goc\gocma01,25,SJS,C,55,2,9,11,-6,18,-0.1,2,0,0,1,9,0,0,104,765,13:55,17,83,332,238
243,Eric Godard\godarer01,28,PIT,RW,71,2,2,4,-3,171,-0.1,2,0,0,0,2,0,0,20,289,4:04,12,37,1,0
244,Steven Goertzen\goertst01,24,PHX,RW,16,2,2,4,-2,24,0.3,2,0,0,0,2,0,0,18,155,9:42,7,33,1,1
245,Alex Goligoski\goligal01,23,PIT,D,45,6,14,20,5,16,3.6,2,4,0,0,10,4,0,61,824,18:18,49,30,0,0
246,Scott Gomez\gomezsc01,29,NYR,C,77,16,42,58,-2,60,5.3,12,3,1,7,28,14,0,271,1622,21:04,23,61,687,625
247,Sergei Gonchar\gonchse01,34,PIT,D,25,6,13,19,6,26,3.4,1,5,0,1,5,8,0,71,630,25:11:00,38,25,0,0
248,Andrew Gordon\gordoan01,23,WSH,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7:12,0,1,0,0
249,Boyd Gordon\gordobo01,25,WSH,C,63,5,9,14,-4,16,0.2,4,0,1,2,9,0,0,69,848,13:28,43,33,374,293
250,Josh Gorges\gorgejo01,24,MTL,D,81,4,19,23,12,37,5.3,2,2,0,0,15,3,1,63,1630,20:08,161,94,0,1
251,Mikhail Grabovski\grabomi01,25,TOR,C,78,20,28,48,-8,92,4.2,14,6,0,2,19,9,0,120,1265,16:13,30,45,418,524
252,Marc-Andre Gragnani\gragnma01,21,BUF,D,4,0,0,0,2,2,0.2,0,0,0,0,0,0,0,3,62,15:23,3,3,0,0
253,Chris Gratton\grattch01,33,TOT,C,24,0,3,3,-1,12,-0.2,0,0,0,0,3,0,0,20,253,10:32,4,37,134,95
253,Chris Gratton\grattch01,33,TBL,C,18,0,2,2,-3,10,-0.3,0,0,0,0,2,0,0,16,194,10:48,2,33,112,68
253,Chris Gratton\grattch01,33,CBJ,C,6,0,1,1,2,2,0.1,0,0,0,0,1,0,0,4,59,9:46,2,4,22,27
254,Josh Gratton\grattjo01,26,PHI,LW,19,1,2,3,-2,57,0.1,1,0,0,0,2,0,0,14,119,6:14,0,20,0,0
255,Denis Grebeshkov\grebede01,25,EDM,D,72,7,32,39,12,38,6.8,5,2,0,0,21,11,0,62,1524,21:10,87,46,0,0
256,Mike Green\greenmi03,23,WSH,D,68,31,42,73,24,68,13.9,12,18,1,4,22,20,0,243,1752,25:46:00,110,86,0,0
257,Andy Greene\greenan01,26,NJD,D,49,2,7,9,3,22,2,2,0,0,0,7,0,0,38,798,16:17,63,37,0,0
258,Matt Greene\greenma01,25,LAK,D,82,2,12,14,1,111,4.5,2,0,0,0,11,1,0,76,1619,19:44,167,202,1,0
259,Kyle Greentree\greenky01,25,CGY,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,19,9:18,1,1,0,0
260,Mike Grier\griermi01,34,SJS,RW,62,10,13,23,8,25,2.2,9,0,1,2,10,0,3,108,930,15:00,34,147,15,28
261,Nicklas Grossmann\grossni01,24,DAL,D,81,2,10,12,-8,51,2.1,2,0,0,1,10,0,0,60,1429,17:39,100,178,0,0
262,Nate Guenin\guenina01,26,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13:25,1,0,0,0
263,Bill Guerin\gueribi01,38,TOT,RW,78,21,27,48,-12,81,4.5,16,5,0,4,14,13,0,226,1300,16:40,29,72,30,34
263,Bill Guerin\gueribi01,38,NYI,RW,61,16,20,36,-15,63,3.1,11,5,0,3,11,9,0,181,1050,17:13,27,59,27,34
263,Bill Guerin\gueribi01,38,PIT,RW,17,5,7,12,3,18,1.4,5,0,0,1,3,4,0,45,250,14:44,2,13,3,0
264,Ben Guite\guitebe01,30,COL,RW,50,5,7,12,2,30,0.9,5,0,0,1,7,0,0,63,636,12:43,32,88,286,269
265,Niklas Hagman\hagmani01,29,TOR,LW,65,22,20,42,-5,4,4.2,16,6,0,3,13,7,0,168,1110,17:05,24,22,0,1
266,Ron Hainsey\hainsro01,27,ATL,D,81,6,33,39,-16,32,4.2,2,4,0,0,19,14,0,148,1812,22:22,127,60,0,0
267,David Hale\haleda01,27,PHX,D,48,3,6,9,-11,36,1.2,3,0,0,0,6,0,0,22,727,15:08,33,85,0,0
268,Matt Halischuk\halisma01,20,NJD,RW,1,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,10,9:47,0,0,0,0
269,Adam Hall\hallad01,28,TBL,RW,74,5,5,10,-9,29,-0.3,4,1,0,0,4,1,0,90,829,11:12,37,85,169,169
270,Jeff Halpern\halpeje01,32,TBL,C,52,7,9,16,-13,32,0.2,5,1,1,1,6,3,0,60,885,17:01,39,28,434,388
271,Dan Hamhuis\hamhuda01,26,NSH,D,82,3,23,26,-4,67,5.1,1,1,1,1,17,5,1,135,1873,22:50,113,133,0,0
272,Jeff Hamilton\hamilje01,31,TOR,RW,15,3,3,6,2,4,0.6,3,0,0,1,3,0,0,30,194,12:57,5,6,3,8
273,Roman Hamrlik\hamrlro01,34,MTL,D,81,6,27,33,4,62,6,6,0,0,0,21,3,3,143,1775,21:55,195,104,0,0
274,Michal Handzus\handzmi01,31,LAK,C,82,18,24,42,-7,32,3.9,10,7,1,4,14,9,1,143,1550,18:54,69,75,719,601
275,Scott Hannan\hannasc01,30,COL,D,81,1,9,10,-21,26,2.1,1,0,0,0,9,0,0,70,1812,22:22,162,56,0,1
276,Jannik Hansen\hanseja01,22,VAN,RW,55,6,15,21,5,37,1.7,6,0,0,1,14,0,1,64,688,12:31,20,25,2,10
277,Christian Hanson\hansoch01,22,TOR,C,5,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,9,82,16:19,1,3,1,3
278,Martin Hanzal\hanzama01,21,PHX,C,74,11,20,31,-4,40,2.2,9,0,2,2,17,2,1,97,1210,16:21,45,130,516,550
279,Jay Harrison\harrija01,26,TOR,D,7,0,1,1,-2,10,0,0,0,0,0,1,0,0,6,121,17:16,8,8,0,0
280,Peter Harrold\harrope01,25,LAK,D,69,4,8,12,-13,28,2.2,3,1,0,1,4,4,0,95,909,13:10,37,36,6,10
281,Scott Hartnell\hartnsc01,26,PHI,LW,82,30,30,60,14,143,7.5,23,6,1,5,23,7,0,210,1460,17:48,36,104,18,18
282,Niclas Havelid\havelni01,35,TOT,D,78,2,17,19,2,48,3.1,1,0,1,0,11,5,1,56,1613,20:40,190,41,0,0
282,Niclas Havelid\havelni01,35,ATL,D,63,2,13,15,4,42,2.6,1,0,1,0,10,2,1,41,1317,20:54,164,36,0,0
282,Niclas Havelid\havelni01,35,NJD,D,15,0,4,4,-2,6,0.5,0,0,0,0,1,3,0,15,296,19:43,26,5,0,0
283,Martin Havlat\havlama01,27,CHI,RW,81,29,48,77,29,30,9.5,24,5,0,5,39,9,0,249,1410,17:25,12,19,2,6
284,Dany Heatley\heatlda01,28,OTT,LW,82,39,33,72,-11,88,8.8,24,15,0,6,22,11,0,258,1649,20:07,24,87,14,16
285,Jochen Hecht\hechtjo01,31,BUF,C,70,12,15,27,-9,33,1.6,8,3,1,1,11,2,2,173,1218,17:24,38,29,235,303
286,Bret Hedican\hedicbr01,38,ANA,D,51,1,5,6,-7,36,0.9,1,0,0,0,3,2,0,40,832,16:18,37,51,0,0
287,Jan Hejda\hejdaja01,30,CBJ,D,82,3,18,21,23,38,6.1,3,0,0,1,17,0,1,66,1835,22:23,157,168,0,1
288,Milan Hejduk\hejdumi01,32,COL,RW,82,27,32,59,-19,16,5.8,16,10,1,2,23,9,0,211,1634,19:56,31,30,72,88
289,Darren Helm\helmda01,22,DET,C,16,0,1,1,-7,4,-0.6,0,0,0,0,1,0,0,29,199,12:26,4,37,74,58
290,Bryan Helmer\helmebr01,36,WSH,D,12,0,3,3,-1,2,0.3,0,0,0,0,2,1,0,8,199,16:36,22,13,0,0
291,Dwight Helminen\helmidw01,25,CAR,C,23,1,1,2,-2,0,0,1,0,0,0,1,0,0,15,157,6:50,9,22,61,70
292,Ales Hemsky\hemskal01,25,EDM,RW,72,23,43,66,1,32,6.7,19,4,0,2,16,27,0,185,1343,18:39,35,16,0,4
293,Matt Hendricks\hendrma01,27,COL,C,4,0,0,0,1,13,0,0,0,0,0,0,0,0,5,34,8:30,1,8,0,1
294,Jordan Hendry\hendrjo02,24,CHI,D,9,0,0,0,-1,4,0,0,0,0,0,0,0,0,1,91,10:06,10,4,0,0
295,Josh Hennessy\hennejo01,23,OTT,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13:40,0,1,2,5
296,Alex Henry\henryal01,29,MTL,D,2,0,0,0,-2,10,-0.1,0,0,0,0,0,0,0,0,13,6:34,1,2,0,0
297,T.J. Hensick\hensitj01,23,COL,C,61,4,17,21,-7,14,1.2,3,1,0,0,12,5,0,116,787,12:54,22,14,241,269
298,Jamie Heward\hewarja01,37,TBL,D,13,0,2,2,-1,4,0.2,0,0,0,0,0,2,0,11,154,11:49,15,5,0,0
299,Chris Higgins\higgich01,25,MTL,LW,57,12,11,23,-1,22,2,8,2,2,1,9,2,0,151,969,17:00,39,79,29,28
300,Andy Hilbert\hilbean01,27,NYI,C,67,11,16,27,-3,22,2.1,9,1,1,0,12,3,1,167,1082,16:09,85,41,71,115
301,Jack Hillen\hilleja01,23,NYI,D,40,1,5,6,-9,16,0.7,1,0,0,0,4,0,1,47,608,15:13,50,28,0,0
302,Dan Hinote\hinotda01,32,STL,RW,51,1,4,5,-7,64,-0.5,1,0,0,0,2,1,1,24,556,10:55,29,86,35,39
303,Niklas Hjalmarsson\hjalmni01,21,CHI,D,21,1,2,3,4,0,1,1,0,0,0,1,0,1,15,315,14:59,22,15,0,0
304,Shane Hnidy\hnidysh01,33,BOS,D,65,3,9,12,6,45,2.7,2,1,0,1,9,0,0,49,1016,15:38,75,46,0,0
305,Jeff Hoggan\hoggaje01,30,PHX,RW,4,0,1,1,-1,7,0,0,0,0,0,1,0,0,7,48,12:00,4,13,0,2
306,Bobby Holik\holikbo01,38,NJD,C,62,4,5,9,-2,66,0.1,4,0,0,1,4,1,0,79,632,10:11,6,135,300,206
307,Ryan Hollweg\hollwry01,25,TOR,LW,25,0,2,2,-7,38,-0.4,0,0,0,0,2,0,0,12,162,6:28,4,37,1,2
308,Tomas Holmstrom\holmsto01,36,DET,RW,53,14,23,37,18,38,4.3,6,8,0,1,19,4,0,75,809,15:16,4,48,3,5
309,Shawn Horcoff\horcosh01,30,EDM,C,80,17,36,53,7,39,4.3,9,8,0,2,23,13,0,178,1709,21:22,45,30,947,808
310,Darcy Hordichuk\hordida01,28,VAN,LW,73,4,1,5,1,109,0.2,4,0,0,0,1,0,0,26,404,5:32,8,110,1,0
311,Patric Hornqvist\hornqpa01,22,NSH,RW,28,2,5,7,-3,16,0.3,2,0,0,0,4,1,0,54,319,11:24,13,20,1,4
312,Nathan Horton\hortona01,23,FLA,C,67,22,23,45,-5,48,4.6,16,5,1,5,14,9,0,131,1196,17:51,14,95,377,486
313,Marian Hossa\hossama01,30,DET,RW,74,40,31,71,27,63,9.9,30,10,0,8,17,13,1,307,1317,17:48,9,69,4,15
314,Jiri Hudler\hudleji01,25,DET,RW,82,23,34,57,7,16,6.3,17,6,0,2,12,22,0,155,1119,13:39,8,20,12,16
315,Trent Hunter\huntetr01,28,NYI,RW,55,14,17,31,-8,41,2.9,9,5,0,2,11,5,1,154,901,16:23,25,135,5,15
316,Matt Hunwick\hunwima01,23,BOS,D,53,6,21,27,15,31,5.3,6,0,0,1,13,8,0,58,900,16:59,50,45,0,0
317,Kristian Huselius\huselkr01,30,CBJ,LW,74,21,35,56,1,44,5.6,16,5,0,2,26,9,0,212,1444,19:31,16,21,13,32
318,Kent Huskins\huskike01,29,ANA,D,33,2,4,6,6,27,1.8,2,0,0,0,4,0,0,20,620,18:47,47,29,0,1
319,Andrew Hutchinson\hutchan01,28,TOT,D,40,2,3,5,-9,12,0.5,2,0,0,0,2,1,0,58,574,14:22,35,11,0,0
319,Andrew Hutchinson\hutchan01,28,DAL,D,38,2,3,5,-4,12,0.9,2,0,0,0,2,1,0,56,545,14:20,35,11,0,0
319,Andrew Hutchinson\hutchan01,28,TBL,D,2,0,0,0,-5,0,-0.4,0,0,0,0,0,0,0,2,29,14:44,0,0,0,0
320,Mike Iggulden\iggulmi01,26,NYI,C,11,1,4,5,-3,4,0.3,1,0,0,0,4,0,0,16,133,12:08,6,16,1,1
321,Jarome Iginla\iginlja01,31,CGY,RW,82,35,54,89,-2,37,9.5,25,10,0,4,32,22,0,289,1772,21:37,15,80,262,235
322,Raitis Ivanans\ivanara01,30,LAK,LW,76,2,0,2,-8,145,-0.6,2,0,0,2,0,0,0,25,484,6:22,9,125,0,0
323,Barret Jackman\jackmba01,27,STL,D,82,4,17,21,-17,86,3.8,2,1,1,0,15,1,1,89,1922,23:26,145,124,0,0
324,Tim Jackman\jackmti01,27,NYI,RW,69,5,7,12,-17,155,-0.2,4,0,1,0,7,0,0,99,811,11:45,50,151,7,15
325,Jean-Francois Jacques\jacquje01,23,EDM,LW,7,1,0,1,0,9,0.1,1,0,0,0,0,0,0,3,52,7:22,2,13,0,0
326,Jason Jaffray\jaffrja01,27,VAN,RW,14,2,2,4,-2,14,0.3,2,0,0,2,2,0,0,11,127,9:04,3,7,31,34
327,Connor James\jamesco01,26,PIT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8:15,0,0,0,0
328,Dan Jancevski\janceda01,27,DAL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,15:20,2,4,0,0
329,Doug Janik\janikdo01,28,TOT,D,15,0,1,1,-3,4,0,0,0,0,0,1,0,0,1,154,10:18,16,8,0,0
329,Doug Janik\janikdo01,28,DAL,D,13,0,1,1,-2,2,0.1,0,0,0,0,1,0,0,1,127,9:45,13,8,0,0
329,Doug Janik\janikdo01,28,MTL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,28,13:54,3,0,0,0
330,Cam Janssen\janssca01,24,STL,RW,56,1,3,4,-5,131,-0.1,1,0,0,0,3,0,0,22,281,5:01,2,66,0,2
331,Dustin Jeffrey\jeffrdu01,20,PIT,C,14,1,2,3,4,0,0.3,1,0,0,0,2,0,0,18,151,10:47,3,8,43,60
332,Jesse Joensuu\joensje01,21,NYI,LW,7,1,2,3,-1,4,0.2,1,0,0,0,1,1,0,9,85,12:06,2,7,0,0
333,Aaron Johnson\johnsaa01,25,CHI,D,38,3,5,8,19,33,3,3,0,0,1,5,0,0,27,537,14:09,34,40,0,0
334,Jack Johnson\johnsja02,22,LAK,D,41,6,5,11,-18,46,1.7,3,3,0,0,2,3,0,50,831,20:17,51,68,0,0
335,Ryan Johnson\johnsry01,32,VAN,C,62,2,7,9,1,12,-0.1,2,0,0,1,7,0,0,22,683,11:01,83,33,265,286
336,Kim Johnsson\johnski01,32,MIN,D,81,2,22,24,-3,44,6.1,1,1,0,0,15,5,2,93,1987,24:32:00,142,36,0,0
