Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
17,2009,Rick DiPietro\dipieri01,27,NYI,5,5,1,3,0,15,139,124,0.892,3.52,0,0.6,256,2,0.4,3,,,0,2,2,2
18,2009,Wade Dubielewicz\dubiewa01,30,CBJ,3,2,1,2,0,10,77,67,0.87,3.56,0,0.1,169,0,0,0,,,0,0,0,0
19,2009,Brian Elliott\elliobr01,23,OTT,31,30,16,8,3,77,786,709,0.902,2.77,1,4.1,1667,15,0.5,7,107,-5.07,0,0,0,0
20,2009,Dan Ellis\ellisda01,28,NSH,35,33,11,19,4,96,963,867,0.9,2.93,3,4.9,1965,16,0.485,8,109,-7.88,0,0,0,2
21,2009,Erik Ersberg\ersbeer01,26,LAK,28,25,8,11,5,65,651,586,0.9,2.64,0,3.3,1477,11,0.44,4,109,-5.43,0,0,0,2
22,2009,Manny Fernandez\fernama01,34,BOS,28,27,16,8,3,71,791,720,0.91,2.59,1,4.9,1644,15,0.556,4,98,1.38,0,0,0,2
23,2009,Marc-Andre Fleury\fleurma01,24,PIT,62,61,35,18,7,162,1850,1688,0.912,2.67,4,11.9,3641,31,0.508,7,96,7.29,0,1,1,8
24,2009,Mathieu Garon\garonma01,31,TOT,19,16,8,9,0,53,502,449,0.894,3.12,0,2.2,1021,7,0.438,6,115,-7.06,0,0,0,0
24,2009,Mathieu Garon\garonma01,31,EDM,15,13,6,8,0,43,408,365,0.895,3.17,0,1.8,815,6,0.462,4,115,-5.66,0,0,0,0
24,2009,Mathieu Garon\garonma01,31,PIT,4,3,2,1,0,10,94,84,0.894,2.91,0,0.4,206,1,0.333,2,,,0,0,0,0
25,2009,Martin Gerber\gerbema01,34,TOT,26,26,10,14,1,78,799,721,0.902,3.03,1,4.2,1545,13,0.5,5,107,-4.88,0,1,1,16
25,2009,Martin Gerber\gerbema01,34,OTT,14,14,4,9,1,40,397,357,0.899,2.86,1,2,839,6,0.429,1,110,-3.67,0,1,1,6
25,2009,Martin Gerber\gerbema01,34,TOR,12,12,6,5,0,38,402,364,0.905,3.23,0,2.3,706,7,0.583,4,103,-1.21,0,0,0,10
26,2009,Jean-Sebastien Giguere\gigueje01,31,ANA,46,44,19,18,6,127,1274,1147,0.9,3.1,2,6.4,2458,20,0.455,10,109,-10.42,0,0,0,4
27,2009,Jaroslav Halak\halakja01,23,MTL,34,33,18,14,1,92,1077,985,0.915,2.86,1,7.2,1931,18,0.545,2,93,6.56,0,0,0,0
28,2009,Josh Harding\hardijo01,24,MIN,19,11,3,9,1,32,453,421,0.929,2.21,0,3.8,870,5,0.455,0,77,9.45,0,0,0,2
29,2009,Johan Hedberg\hedbejo01,35,ATL,33,26,13,12,3,100,875,775,0.886,3.49,0,3,1717,9,0.346,6,125,-19.93,0,0,0,2
30,2009,Riku Helenius\helenri01,20,TBL,1,0,0,0,0,0,2,2,1,0,0,0,7,0,,0,,,0,0,0,0
31,2009,Jonas Hiller\hillejo01,26,ANA,46,38,23,15,1,99,1217,1118,0.919,2.39,4,8.6,2486,23,0.605,6,89,12.37,0,0,0,0
32,2009,Chris Holt\holtch01,23,STL,1,0,0,0,0,0,3,3,1,0,0,0,19,0,,0,,,0,0,0,0
33,2009,Jimmy Howard\howarja02,24,DET,1,1,0,1,0,4,28,24,0.857,4.1,0,0,59,0,0,0,,,0,0,0,0
34,2009,Cristobal Huet\huetcr01,33,CHI,41,40,20,15,4,99,1087,988,0.909,2.53,3,6.5,2351,25,0.625,8,100,0.47,0,0,0,2
35,2009,Brent Johnson\johnsbr02,31,WSH,21,19,12,6,2,53,579,526,0.908,2.81,0,3.5,1131,11,0.579,2,100,-0.02,0,1,1,4
36,2009,Curtis Joseph\josepcu01,41,TOR,21,11,5,9,1,50,383,333,0.869,3.57,0,0.6,841,2,0.182,5,143,-14.95,0,0,0,0
37,2009,Nikolai Khabibulin\khabini01,36,CHI,42,39,25,8,7,96,1192,1096,0.919,2.33,3,8.6,2467,24,0.615,3,88,13.08,0,2,2,8
38,2009,Miikka Kiprusoff\kiprumi01,32,CGY,76,76,45,24,5,209,2155,1946,0.903,2.84,4,11.5,4418,38,0.5,11,106,-11.8,0,3,3,2
39,2009,Olaf Kolzig\kolziol01,38,TBL,8,8,2,4,1,25,245,220,0.898,3.66,0,1.2,410,3,0.375,2,,,0,0,0,0
40,2009,Brent Krahn\krahnbr01,26,DAL,1,0,0,0,0,3,9,6,0.667,9,0,-0.2,20,0,,0,,,0,0,0,0
41,2009,Jason LaBarbera\labarja01,29,TOT,28,24,8,10,6,67,674,607,0.901,2.78,2,3.4,1446,13,0.542,7,109,-5.32,0,0,0,2
41,2009,Jason LaBarbera\labarja01,29,LAK,19,16,5,8,4,47,439,392,0.893,2.83,2,1.9,995,7,0.438,5,117,-6.83,0,0,0,2
41,2009,Jason LaBarbera\labarja01,29,VAN,9,8,3,2,2,20,235,215,0.915,2.66,0,1.6,451,6,0.75,2,,,0,0,0,0
42,2009,Dan LaCosta\lacosda01,22,CBJ,3,2,2,0,0,4,80,76,0.95,1.54,1,0.8,156,2,1,0,,,0,0,0,0
43,2009,Patrick Lalime\lalimpa01,34,BUF,24,21,5,13,3,67,669,602,0.9,3.1,0,3.3,1297,11,0.524,6,109,-5.78,0,0,0,0
44,2009,Pascal Leclaire\leclapa01,26,CBJ,12,12,4,6,1,43,324,281,0.867,3.83,0,0.4,674,3,0.25,3,,,0,1,1,0
45,2009,Manny Legace\legacma01,35,STL,29,28,13,9,2,77,669,592,0.885,3.18,0,2.2,1452,11,0.393,8,126,-15.78,0,0,0,0
46,2009,Kari Lehtonen\lehtoka01,25,ATL,46,45,19,22,3,134,1498,1364,0.911,3.06,3,9.3,2624,27,0.6,7,98,3.08,0,1,1,6
47,2009,Michael Leighton\leighmi01,27,CAR,19,14,6,7,2,50,507,457,0.901,2.92,0,2.6,1029,7,0.5,1,108,-3.6,0,0,0,4
48,2009,Henrik Lundqvist\lundqhe01,26,NYR,70,70,38,25,7,168,2007,1839,0.916,2.43,3,13.7,4153,46,0.657,9,91,15.66,0,2,2,0
49,2009,Roberto Luongo\luongro01,29,VAN,54,53,33,13,7,124,1542,1418,0.92,2.34,9,11.1,3181,32,0.604,7,88,17.11,0,1,1,4
50,2009,Joey MacDonald\macdojo01,28,NYI,49,46,14,26,6,157,1584,1427,0.901,3.37,1,8.1,2792,21,0.457,6,108,-12.05,0,1,1,6
51,2009,Peter Mannino\mannipe01,24,NYI,3,2,1,1,0,10,87,77,0.885,4.52,0,0.3,133,1,0.5,0,,,0,0,0,0
52,2009,Chris Mason\masonch02,32,STL,57,51,27,21,7,129,1544,1415,0.916,2.41,6,10.6,3215,31,0.608,8,91,12.29,0,1,1,0
53,2009,Steve Mason\masonst01,20,CBJ,61,61,33,20,7,140,1658,1518,0.916,2.29,10,11.2,3664,34,0.557,10,92,11.72,0,0,0,2
54,2009,Curtis McElhinney\mcelhcu01,25,CGY,14,5,1,6,1,31,280,249,0.889,3.59,0,1.1,518,2,0.4,2,,,0,0,0,2
55,2009,Mike McKenna\mckenmi01,25,TBL,15,14,4,8,1,46,406,360,0.887,3.56,1,1.4,776,4,0.286,6,124,-8.85,0,1,1,0
56,2009,Ryan Miller\millery01,28,BUF,59,58,34,18,6,145,1773,1628,0.918,2.53,5,12.5,3443,38,0.655,7,89,17.25,0,0,0,4
57,2009,Al Montoya\montoal01,23,PHX,5,4,3,1,0,9,120,111,0.925,2.08,1,0.9,259,3,0.75,1,,,0,0,0,0
58,2009,Evgeni Nabokov\nabokev01,33,SJS,62,62,41,12,8,150,1663,1513,0.91,2.44,7,10.2,3686,38,0.613,12,99,2.18,0,1,1,12
59,2009,Michal Neuvirth\neuvimi01,20,WSH,5,3,2,1,0,11,102,91,0.892,3,0,0.4,220,1,0.333,1,,,0,0,0,0
60,2009,Antti Niemi\niemian02,25,CHI,3,2,1,1,1,8,59,51,0.864,3.4,0,0.1,141,1,0.5,1,,,0,0,0,0
61,2009,Antero Niittymaki\niittan01,28,PHI,32,29,15,8,6,83,947,864,0.912,2.76,1,6.1,1805,14,0.483,6,96,3.66,0,1,1,2
62,2009,Fredrik Norrena\norrefr01,35,CBJ,8,5,1,3,2,17,133,116,0.872,3.16,0,0.3,323,1,0.2,1,,,0,0,0,0
63,2009,Chris Osgood\osgooch01,36,DET,46,44,26,9,8,137,1208,1071,0.887,3.09,2,4.3,2663,19,0.432,10,124,-26.46,0,2,2,8
64,2009,Ondrej Pavelec\pavelon01,21,ATL,12,11,3,7,0,36,301,265,0.88,3.6,0,0.9,599,3,0.273,4,,,0,0,0,0
65,2009,Justin Pogge\poggeju01,22,TOR,7,6,1,4,1,27,173,146,0.844,4.36,0,-0.2,372,1,0.167,3,,,0,0,0,0
66,2009,Carey Price\priceca01,21,MTL,52,49,23,16,10,143,1513,1370,0.905,2.83,1,8.5,3036,30,0.612,8,103,-4.55,0,1,1,4
67,2009,Jonathan Quick\quickjo01,23,LAK,44,41,21,18,2,103,1200,1097,0.914,2.48,4,7.9,2495,23,0.561,6,94,6.81,0,1,1,0
68,2009,Karri Ramo\ramoka01,22,TBL,24,20,4,10,7,80,756,676,0.894,3.66,0,3.3,1312,10,0.5,3,116,-10.82,0,1,1,2
69,2009,Tuukka Rask\rasktu01,21,BOS,1,1,1,0,0,0,35,35,1,0,1,0.6,60,1,1,0,,,0,0,0,0
70,2009,Andrew Raycroft\raycran01,28,COL,31,27,12,16,0,90,836,746,0.892,3.14,0,3.5,1722,12,0.444,4,118,-13.5,0,0,0,2
71,2009,Pekka Rinne\rinnepe01,26,NSH,52,49,29,15,4,119,1435,1316,0.917,2.38,7,9.9,2999,28,0.571,8,91,12.32,0,1,1,6
72,2009,Dwayne Roloson\rolosdw01,39,EDM,63,62,28,24,9,166,1953,1787,0.915,2.77,1,13.1,3597,36,0.581,9,93,12.72,0,1,1,10
73,2009,Dany Sabourin\sabouda01,28,PIT,19,16,6,8,2,47,463,416,0.898,2.85,0,2.2,989,8,0.5,3,111,-4.63,0,0,0,2
74,2009,Curtis Sanford\sanfocu01,29,VAN,19,15,7,8,0,42,448,406,0.906,2.59,1,2.6,973,7,0.467,3,102,-1,0,0,0,2
75,2009,Cory Schneider\schneco01,22,VAN,8,5,2,4,1,20,162,142,0.877,3.38,0,0.4,355,1,0.2,1,,,0,0,0,0
76,2009,Marek Schwarz\schwama01,22,STL,2,0,0,0,0,0,5,5,1,0,0,0.1,15,0,,0,,,0,0,0,0
77,2009,Mike Smith\smithmi01,26,TBL,41,40,14,18,9,108,1282,1174,0.916,2.62,2,8.7,2471,25,0.625,4,92,9.31,0,1,1,23
78,2009,Tobias Stephan\stephto01,25,DAL,10,5,1,3,1,27,208,181,0.87,3.7,0,0.4,438,1,0.2,3,,,0,1,1,0
79,2009,Mikael Tellqvist\tellqmi01,29,TOT,21,16,9,6,1,47,533,486,0.912,2.74,0,3.4,1028,9,0.563,2,96,1.77,0,0,0,0
79,2009,Mikael Tellqvist\tellqmi01,29,PHX,15,13,7,5,1,38,408,370,0.907,2.86,0,2.4,798,7,0.538,2,102,-0.66,0,0,0,0
79,2009,Mikael Tellqvist\tellqmi01,29,BUF,6,3,2,1,0,9,125,116,0.928,2.35,0,1,230,2,0.667,0,,,0,0,0,0
80,2009,Jose Theodore\theodjo01,32,WSH,57,55,32,17,5,157,1572,1415,0.9,2.87,2,7.9,3287,26,0.473,12,109,-13.15,0,3,3,6
81,2009,Tim Thomas\thomati01,34,BOS,54,53,36,11,7,114,1694,1580,0.933,2.1,5,14.7,3259,39,0.736,3,74,41.02,0,1,1,6
82,2009,Josh Tordjman\tordjjo01,24,PHX,2,2,0,2,0,8,62,54,0.871,4.08,0,0.1,118,0,0,0,,,0,0,0,0
83,2009,Vesa Toskala\toskave01,31,TOR,53,52,22,17,11,166,1518,1352,0.891,3.26,1,6,3056,23,0.442,13,120,-27.09,0,0,0,2
84,2009,Marty Turco\turcoma01,33,DAL,74,74,33,31,10,203,1993,1790,0.898,2.81,3,9.6,4327,38,0.514,22,111,-20.62,0,5,5,18
85,2009,Steve Valiquette\valiqst01,31,NYR,15,12,5,5,2,39,421,382,0.907,2.84,1,2.5,823,7,0.583,1,101,-0.47,0,1,1,2
86,2009,Semyon Varlamov\varlasi01,20,WSH,6,5,4,0,1,13,159,146,0.918,2.37,0,1.1,329,4,0.8,1,,,0,0,0,2
87,2009,Tomas Vokoun\vokouto01,32,FLA,59,55,26,23,6,138,1855,1717,0.926,2.49,6,14.6,3324,33,0.6,4,81,31.75,0,1,1,2
88,2009,Cam Ward\wardca01,24,CAR,68,68,39,23,5,160,1901,1741,0.916,2.44,6,12.9,3928,43,0.632,10,92,13.96,0,1,1,4
89,2009,Kevin Weekes\weekeke01,33,NJD,16,13,7,5,0,32,399,367,0.92,2.42,0,2.9,795,8,0.615,1,88,4.51,0,0,0,0
