Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Brad Stuart\stuarbr02,36,COL,D,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,84,14:00,7,11,0,0
Mark Stuart\stuarma01,31,WPG,D,64,1,2,3,-7,66,0.5,1,0,0,0,1,0,1,39,1046,16:21,120,162,0,0
P.K. Subban\subbapk01,26,MTL,D,68,6,45,51,4,75,8.3,4,2,0,0,23,22,0,176,1793,26:22:00,80,102,0,0
Chris Summers\summech01,27,NYR,D,3,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,5,46,15:23,1,4,0,0
Oskar Sundqvist\sundqos01,21,PIT,C,18,1,3,4,0,4,0.2,0,0,1,1,3,0,0,13,186,10:19,5,18,64,75
Andrej Sustr\sustran01,25,TBL,D,77,4,17,21,-2,30,4,4,0,0,1,17,0,0,65,1296,16:50,66,29,0,0
Ryan Suter\suterry01,31,MIN,D,82,8,43,51,10,30,10,4,3,1,2,24,18,1,188,2345,28:36:00,142,69,0,0
Brandon Sutter\suttebr03,26,VAN,C,20,5,4,9,3,2,1.2,3,1,1,2,4,0,0,45,360,17:59,10,12,146,132
Brody Sutter\suttebr05,24,CAR,C,8,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,7,72,8:58,0,21,9,4
Viktor Svedberg\svedbvi01,24,CHI,D,27,2,2,4,-5,4,0.6,2,0,0,0,2,0,0,40,425,15:45,28,11,0,0
Maxime Talbot\talboma01,31,BOS,C,38,2,5,7,-11,15,-0.2,2,0,0,1,4,1,0,29,426,11:13,28,66,164,181
Brandon Tanev\tanevbr01,24,WPG,LW,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,36,12:03,2,7,0,0
Chris Tanev\tanevch01,26,VAN,D,69,4,14,18,-8,8,3.6,2,2,0,0,12,1,1,42,1501,21:45,166,18,0,0
Eric Tangradi\tangrer01,26,DET,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6:55,0,1,0,1
Alex Tanguay\tangual01,36,TOT,LW,70,8,27,35,8,32,3.3,7,1,0,1,18,8,1,71,1105,15:47,36,22,3,2
Matt Taormina\taormma01,29,TBL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,13:56,3,1,0,0
Vladimir Tarasenko\tarasvl01,24,STL,RW,80,40,34,74,7,37,10.8,28,12,0,7,22,12,0,292,1491,18:38,28,32,0,1
Tomas Tatar\tatarto01,25,DET,LW,81,21,24,45,4,24,5.8,14,7,0,3,16,8,0,165,1162,14:21,18,74,6,18
John Tavares\tavarjo01,25,NYI,C,78,33,37,70,6,38,9.3,26,7,0,5,25,12,0,250,1560,20:00,29,51,741,629
Matt Tennyson\tennyma01,25,SJS,D,29,1,3,4,1,0,0.9,0,1,0,0,3,0,0,23,305,10:31,18,23,0,0
Teuvo Teravainen\teravte01,21,CHI,C,78,13,22,35,-2,20,3.3,11,2,0,3,14,7,1,136,1197,15:21,31,24,125,184
Chris Terry\terrych01,26,CAR,LW,68,8,3,11,-12,16,0.6,8,0,0,0,3,0,0,78,767,11:16,21,82,1,8
Shea Theodore\theodsh01,20,ANA,D,19,3,5,8,7,2,2.3,1,2,0,1,4,1,0,28,363,19:07,22,6,0,0
Christian Thomas\thomach01,23,TOT,LW,6,0,2,2,1,2,0.2,0,0,0,0,2,0,0,9,54,8:56,1,5,0,0
Nate Thompson\thompna01,31,ANA,C,49,3,3,6,-1,47,0.2,2,0,1,0,3,0,0,42,568,11:36,40,103,235,216
Paul Thompson\thomppa02,27,NJD,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,38,12:32,0,3,0,0
Chris Thorburn\thorbch01,32,WPG,RW,82,6,6,12,-1,81,0.6,5,0,1,2,6,0,0,70,830,10:07,32,146,68,54
Joe Thornton\thornjo01,36,SJS,C,82,19,63,82,25,54,10,11,8,0,6,42,21,0,121,1506,18:22,30,48,399,353
Shawn Thornton\thornsh01,38,FLA,LW,50,1,4,5,-2,80,-0.2,1,0,0,0,4,0,0,58,434,8:41,2,73,6,7
Chris Tierney\tiernch01,21,SJS,C,79,7,13,20,-16,20,0.7,5,1,1,2,13,0,0,96,1042,13:12,39,24,368,437
Viktor Tikhonov\tikhovi01,27,TOT,RW,50,3,3,6,-10,20,-0.4,1,2,0,1,3,0,0,41,572,11:26,25,54,45,71
Jarred Tinordi\tinorja01,23,TOT,D,10,0,0,0,-5,17,-0.3,0,0,0,0,0,0,0,3,143,14:18,11,22,0,0
Jiri Tlusty\tlustji01,27,NJD,LW,30,2,2,4,-1,6,0.1,1,1,0,0,1,1,0,38,411,13:43,13,39,0,0
Jonathan Toews\toewsjo01,27,CHI,C,80,28,30,58,16,62,7.7,18,6,4,8,24,3,3,179,1540,19:15,38,81,921,652
Tyler Toffoli\toffoty01,23,LAK,C,82,31,27,58,35,20,9.1,21,9,1,4,25,2,0,213,1420,17:19,19,70,0,4
Sergey Tolchinsky\tolchse01,20,CAR,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,24,11:48,0,1,0,1
Jordin Tootoo\tootojo01,32,NJD,RW,66,4,5,9,-26,102,-0.6,2,2,0,0,2,3,0,90,761,11:32,18,99,0,2
Vincent Trocheck\trochvi01,22,FLA,C,76,25,28,53,15,44,7.1,20,4,1,4,19,9,0,174,1351,17:46,41,125,547,559
Zach Trotman\trotmza01,25,BOS,D,38,2,5,7,3,22,1.7,2,0,0,0,5,0,0,60,705,18:33,49,71,0,0
Jacob Trouba\troubja01,21,WPG,D,81,6,15,21,10,62,4.9,5,0,1,0,10,4,1,133,1787,22:04,177,144,0,1
Nikita Tryamkin\tryamni01,21,VAN,D,13,1,1,2,-3,10,0.4,1,0,0,0,1,0,0,11,228,17:31,23,31,0,0
Kyle Turris\turriky01,26,OTT,C,57,13,17,30,-15,32,2.2,10,3,0,2,11,5,1,122,1123,19:42,31,44,536,508
Fedor Tyutin\tyutife01,32,CBJ,D,61,1,2,3,-6,28,0.8,1,0,0,0,2,0,0,25,1073,17:35,71,128,0,0
R.J. Umberger\umberrj01,33,PHI,C,39,2,9,11,1,15,0.8,1,1,0,0,8,1,0,48,396,10:10,15,59,2,3
Scottie Upshall\upshasc01,32,STL,RW,70,6,8,14,5,44,1.3,6,0,0,1,5,0,3,113,766,10:57,16,92,12,22
Rinat Valiev\valieri01,20,TOR,D,10,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,123,12:15,4,9,0,0
James van Riemsdyk\vanrija01,26,TOR,LW,40,14,15,29,3,6,3.8,9,5,0,0,11,4,0,129,711,17:46,7,52,1,1
Trevor van Riemsdyk\vanritr01,24,CHI,D,82,3,11,14,-5,31,2.9,3,0,0,1,8,2,1,85,1639,19:59,155,44,0,0
Chris VandeVelde\vandech01,28,PHI,C,79,2,12,14,-7,27,-0.3,1,0,1,0,12,0,0,77,1071,13:33,60,139,6,15
Thomas Vanek\vanekth01,32,MIN,LW,74,18,23,41,-9,22,4.5,12,6,0,5,15,8,0,146,1155,15:37,17,18,12,26
Phil Varone\varonph01,25,TOT,C,6,1,2,3,2,2,0.5,1,0,0,0,2,0,0,2,51,8:31,6,4,10,8
Sami Vatanen\vatansa01,24,ANA,D,71,9,29,38,8,20,8,5,4,0,2,14,15,0,140,1513,21:19,105,85,0,0
Frank Vatrano\vatrafr01,21,BOS,C,39,8,3,11,-3,14,1.2,8,0,0,1,3,0,0,99,463,11:53,23,61,0,3
Antoine Vermette\vermean01,33,ARI,C,76,17,21,38,-14,93,3.5,10,6,1,2,11,10,0,123,1265,16:39,57,55,754,597
Joel Vermin\vermijo01,23,TBL,RW,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,55,9:08,2,6,1,0
Kris Versteeg\verstkr01,29,TOT,RW,77,15,23,38,0,45,4.3,13,2,0,4,16,7,0,156,1185,15:23,32,20,8,8
Linden Vey\veyli01,24,VAN,RW,41,4,11,15,-14,6,0.6,1,3,0,0,9,2,0,40,646,15:45,9,4,193,256
Jake Virtanen\virtaja01,19,VAN,RW,55,7,6,13,-7,45,1,6,1,0,1,6,0,0,94,636,11:34,22,128,2,3
Joe Vitale\vitaljo01,30,ARI,C,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,6,6:13,0,1,0,1
Marc-Edouard Vlasic\vlasima01,28,SJS,D,67,8,31,39,15,48,7.9,6,2,0,0,21,8,2,116,1550,23:08,129,47,0,2
Jakub Voracek\voracja01,26,PHI,RW,73,11,44,55,-5,38,4.9,10,1,0,2,22,22,0,213,1357,18:35,34,51,3,3
Radim Vrbata\vrbatra01,34,VAN,RW,63,13,14,27,-30,12,1.7,8,5,0,0,10,4,0,199,1011,16:03,12,15,4,10
Chris Wagner\wagnech01,24,TOT,RW,43,4,2,6,-2,28,0.4,4,0,0,1,2,0,0,55,394,9:09,27,95,148,126
Joel Ward\wardjo02,35,SJS,RW,79,21,22,43,-15,28,4.4,15,5,1,3,14,7,1,138,1341,16:58,53,68,237,255
David Warsofsky\warsoda01,25,TOT,D,22,1,1,2,-9,2,0,0,1,0,0,0,1,0,40,377,17:07,23,5,0,0
Austin Watson\watsoau01,24,NSH,LW,57,3,7,10,-4,32,0.4,3,0,0,0,7,0,0,55,570,10:00,45,74,6,7
Jordan Weal\wealjo01,23,TOT,C,14,0,0,0,1,2,-0.2,0,0,0,0,0,0,0,4,131,9:22,2,5,33,35
Mike Weber\webermi01,28,TOT,D,45,1,4,5,2,60,1.7,1,0,0,0,4,0,0,40,697,15:29,61,108,0,0
Shea Weber\webersh01,30,NSH,D,78,20,31,51,-7,27,9.5,6,14,0,1,18,12,1,189,1979,25:23:00,160,169,0,0
Yannick Weber\weberya01,27,VAN,D,45,0,7,7,-17,24,0.4,0,0,0,0,2,5,0,65,847,18:50,37,49,0,0
Dale Weise\weiseda01,27,TOT,RW,71,14,13,27,4,24,3.1,11,3,0,1,10,3,0,136,952,13:25,26,127,16,19
Jeremy Welsh\welshje01,27,STL,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,8:19,0,4,1,2
Alexander Wennberg\wennbal01,21,CBJ,C,69,8,32,40,-1,2,3.5,7,1,0,1,21,11,0,97,1094,15:52,46,32,400,522
Blake Wheeler\wheelbl01,29,WPG,RW,82,26,52,78,8,49,9.4,21,3,2,5,36,14,2,256,1623,19:47,56,92,10,18
Ryan White\whitery01,27,PHI,C,73,11,5,16,-9,101,1.1,8,3,0,0,5,0,0,88,917,12:34,51,208,184,167
Chris Wideman\widemch01,26,OTT,D,64,6,7,13,4,34,2.7,5,1,0,2,6,1,0,87,893,13:57,71,57,0,0
Dennis Wideman\widemde01,32,CGY,D,51,2,17,19,-9,30,2.1,0,2,0,0,11,6,0,75,1051,20:37,77,37,0,0
Patrick Wiercioch\wiercpa01,25,OTT,D,52,0,5,5,2,24,0.9,0,0,0,0,3,2,0,56,902,17:20,56,53,0,0
Justin Williams\williju01,34,WSH,RW,82,22,30,52,15,36,6.6,19,3,0,3,23,6,1,201,1366,16:39,43,32,57,52
Colin Wilson\wilsoco01,26,NSH,LW,64,6,18,24,-1,14,1.8,5,1,0,0,18,0,0,108,925,14:27,25,61,14,21
Garrett Wilson\wilsoga01,24,FLA,LW,29,0,0,0,-3,24,-0.6,0,0,0,0,0,0,0,28,272,9:22,4,75,0,1
Scott Wilson\wilsosc01,23,PIT,LW,24,5,1,6,0,12,0.8,5,0,0,1,1,0,0,39,256,10:41,6,38,0,0
Tom Wilson\wilsoto01,21,WSH,RW,82,7,16,23,3,163,1.7,7,0,0,1,14,1,1,99,1059,12:55,48,253,8,6
Tommy Wingels\wingeto01,27,SJS,C,68,7,11,18,-10,63,0.9,6,1,0,0,7,2,2,111,927,13:38,54,203,38,55
Daniel Winnik\winnida01,30,TOT,C,76,6,13,19,4,38,1.3,6,0,0,0,13,0,0,101,1042,13:43,46,53,8,12
James Wisniewski\wisnija01,31,CAR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0:47,0,1,0,0
Luke Witkowski\witkolu01,25,TBL,D,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,29,7:08,1,8,0,0
Miles Wood\woodmi01,20,NJD,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13:06,0,1,0,0
Brendan Woods\woodsbr01,23,CAR,LW,5,0,0,0,0,7,-0.1,0,0,0,0,0,0,0,5,44,8:42,0,3,0,1
Tyler Wotherspoon\wothety01,22,CGY,D,11,0,1,1,0,0,0.2,0,0,0,0,1,0,0,9,156,14:10,16,14,0,0
Nail Yakupov\yakupna01,22,EDM,RW,60,8,15,23,-16,24,1.5,7,1,0,1,10,5,0,127,853,14:13,21,54,0,1
Keith Yandle\yandlke01,29,NYR,D,82,5,42,47,-4,40,6.3,3,2,0,1,22,20,0,160,1637,19:58,68,43,0,0
Pavel Zacha\zachapa01,18,NJD,C,1,0,2,2,4,0,0.4,0,0,0,0,2,0,0,3,17,16:51,0,1,3,6
Nikita Zadorov\zadorni01,20,COL,D,22,0,2,2,-5,12,0.1,0,0,0,0,2,0,0,18,373,16:56,16,53,0,0
Travis Zajac\zajactr01,30,NJD,C,74,14,28,42,3,25,4.7,6,6,2,2,16,11,1,111,1469,19:51,41,65,715,672
Michael Zalewski\zalewmi01,23,VAN,LW,3,0,1,1,1,2,0.1,0,0,0,0,1,0,0,2,36,11:51,0,7,6,4
Henrik Zetterberg\zettehe01,35,DET,LW,82,13,37,50,-15,24,3.9,11,2,0,3,17,20,0,214,1592,19:25,26,54,539,536
Mika Zibanejad\zibanmi01,22,OTT,C,81,21,30,51,-2,18,5.5,17,2,2,7,21,9,0,184,1439,17:46,43,111,659,647
Marek Zidlicky\zidlima01,38,NYI,D,53,4,12,16,5,20,3.4,4,0,0,1,8,4,0,48,826,15:35,68,39,0,0
Harry Zolnierczyk\zolniha01,28,ANA,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,9,8:48,0,3,0,0
Dainius Zubrus\zubruda01,37,SJS,C,50,3,4,7,4,20,0.4,3,0,0,0,4,0,0,33,579,11:35,15,68,15,12
Mats Zuccarello\zuccama01,28,NYR,RW,81,26,35,61,2,34,7.2,19,7,0,4,24,11,0,166,1497,18:29,69,88,5,6
Jason Zucker\zuckeja01,24,MIN,LW,71,13,10,23,-5,20,2.1,12,0,1,1,7,2,1,158,1106,15:35,33,83,1,1
