Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Andrew Ebbett\ebbetan01,28,PHX,C,33,2,3,5,-1,4,0.1,1,0,1,1,3,0,0,23,331,10:01,12,13,104,125
Jordan Eberle\eberljo01,20,EDM,C,69,18,25,43,-12,22,4,12,4,2,5,18,7,0,158,1220,17:41,17,32,11,15
Tyler Eckford\eckfoty01,25,NJD,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,35,8:43,2,3,0,0
Alexander Edler\edleral01,24,VAN,D,51,8,25,33,13,24,6.8,3,5,0,1,13,12,0,121,1239,24:17:00,86,83,0,2
Christian Ehrhoff\ehrhoch01,28,VAN,D,79,14,36,50,19,52,10.4,8,6,0,3,13,22,1,209,1895,23:59,108,54,0,0
Oliver Ekman-Larsson\ekmanol01,19,PHX,D,48,1,10,11,3,24,2,1,0,0,0,8,2,0,50,722,15:02,31,41,0,0
Patrik Elias\eliaspa01,34,NJD,LW,81,21,41,62,-4,16,7.2,13,7,1,5,28,13,0,204,1510,18:38,25,62,224,274
Lars Eller\ellerla01,21,MTL,C,77,7,10,17,-4,48,1.1,7,0,0,2,10,0,0,79,858,11:08,22,85,183,248
Keaton Ellerby\ellerke01,22,FLA,D,54,2,10,12,-15,22,1.4,2,0,0,0,9,1,0,56,869,16:06,68,74,0,0
Matt Ellis\ellisma01,29,BUF,LW,14,0,0,0,-4,0,-0.4,0,0,0,0,0,0,0,20,141,10:03,7,8,28,30
Steve Eminger\emingst01,27,NYR,D,65,2,4,6,-5,22,1.6,2,0,0,1,3,1,0,23,1030,15:51,103,143,0,0
Cory Emmerton\emmerco01,22,DET,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,17,8:21,0,0,0,1
Deryk Engelland\engelde01,28,PIT,D,63,3,7,10,-5,123,1.9,3,0,0,0,7,0,0,49,840,13:20,54,122,0,0
Andreas Engqvist\engqvan01,23,MTL,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,8:46,3,2,7,12
Tyler Ennis\ennisty01,21,BUF,C,82,20,29,49,0,30,5.3,15,5,0,1,20,9,0,210,1285,15:40,27,42,2,7
Toby Enstrom\enstrto01,26,ATL,D,72,10,41,51,-10,54,7.4,4,6,0,0,18,22,1,113,1705,23:41,137,30,0,0
Martin Erat\eratma01,29,NSH,LW,64,17,33,50,14,22,5.9,10,7,0,3,25,8,0,135,1158,18:06,21,57,19,25
Jonathan Ericsson\ericsjo01,26,DET,D,74,3,12,15,8,87,3.5,2,1,0,0,12,0,0,89,1394,18:50,37,107,0,0
Loui Eriksson\erikslo01,25,DAL,LW,79,27,46,73,10,8,8.8,16,10,1,6,29,15,2,179,1625,20:34,46,26,1,3
John Erskine\erskijo01,30,WSH,D,73,4,7,11,1,94,3,4,0,0,1,7,0,0,58,1083,14:50,120,165,0,0
Brian Fahey\faheybr01,29,WSH,D,7,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,4,83,11:49,6,9,0,0
Justin Falk\falkju01,22,MIN,D,22,0,3,3,-4,6,0.4,0,0,0,0,3,0,0,7,311,14:09,17,22,0,0
Mark Fayne\faynema01,23,NJD,D,57,4,10,14,10,27,4.7,4,0,0,0,6,4,0,77,1017,17:50,39,51,0,0
Ruslan Fedotenko\fedotru01,32,NYR,LW,66,10,15,25,9,25,2.6,9,0,1,0,13,2,0,120,990,15:00,50,150,12,20
Eric Fehr\fehrer01,25,WSH,RW,52,10,10,20,0,16,2.2,7,3,0,1,6,4,0,120,655,12:35,20,32,0,1
Andrew Ference\ferenan01,31,BOS,D,70,3,12,15,22,60,4.3,3,0,0,0,10,1,1,78,1259,17:59,82,74,0,0
Benn Ferriero\ferribe01,23,SJS,C,33,5,4,9,8,9,1.1,4,1,0,1,4,0,0,56,432,13:05,8,46,2,9
Brett Festerling\festebr01,24,ANA,D,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,15,14:53,4,2,0,0
Vernon Fiddler\fiddlve01,30,PHX,C,71,6,16,22,3,46,1,5,0,1,2,14,1,1,97,1104,15:33,60,85,660,564
Nikita Filatov\filatni01,20,CBJ,LW,23,0,7,7,3,8,0.4,0,0,0,0,4,3,0,31,283,12:19,4,10,0,0
Valtteri Filppula\filppva01,26,DET,C,71,16,23,39,-1,22,3.6,12,4,0,5,19,4,0,115,1187,16:43,25,30,478,450
Mike Fisher\fishemi01,30,TOT,C,82,19,17,36,-17,43,3,15,4,0,2,7,10,0,192,1506,18:22,89,135,602,644
Mark Fistric\fistrma01,24,DAL,D,57,2,3,5,-10,44,0.7,2,0,0,1,2,0,1,26,820,14:23,78,173,0,0
Tomas Fleischmann\fleisto01,26,TOT,LW,45,12,19,31,2,18,3.5,9,3,0,2,16,3,0,98,736,16:22,14,15,91,134
Nick Foligno\foligni01,23,OTT,LW,82,14,20,34,-19,43,2.7,9,5,0,3,15,5,0,149,1277,15:35,41,119,65,73
Adam Foote\footead01,39,COL,D,47,0,8,8,-9,33,0.7,0,0,0,0,8,0,0,23,842,17:56,67,55,0,0
Peter Forsberg*\forsbpe01,37,COL,C,2,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,3,35,17:35,0,3,0,0
Kurtis Foster\fosteku01,29,EDM,D,74,8,14,22,-12,45,3.5,3,5,0,0,5,9,0,182,1307,17:40,76,89,0,0
Cam Fowler\fowleca01,19,ANA,D,76,10,30,40,-25,20,5,4,6,0,3,13,17,0,123,1682,22:08,93,45,0,0
Cody Franson\fransco01,23,NSH,D,80,8,21,29,10,30,6.3,6,2,0,2,17,4,0,156,1214,15:11,52,81,0,0
Johan Franzen\franzjo01,31,DET,C,76,28,27,55,5,58,6.7,18,10,0,5,20,7,0,248,1325,17:26,29,143,74,73
Colin Fraser\fraseco01,26,EDM,C,67,3,2,5,-2,60,-0.4,2,0,1,0,2,0,0,57,688,10:17,54,79,246,306
Mark Fraser\frasema01,24,NJD,D,26,0,2,2,2,29,1.1,0,0,0,0,2,0,0,16,363,13:59,19,58,0,0
Matt Frattin\frattma01,23,TOR,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,16,15:34,0,1,0,0
Michael Frolik\frolimi01,22,TOT,C,80,11,27,38,2,30,3.3,10,1,0,1,22,5,0,251,1247,15:36,37,52,48,71
Alex Frolov\froloal01,28,NYR,LW,43,7,9,16,4,8,1.7,7,0,0,2,8,1,0,78,620,14:26,15,39,1,6
Marian Gaborik\gaborma01,28,NYR,RW,62,22,26,48,8,18,6.2,15,7,0,4,17,9,0,192,1121,18:05,22,46,0,0
Simon Gagne\gagnesi01,30,TBL,LW,63,17,23,40,-12,20,3.9,10,7,0,3,15,8,0,154,1064,16:53,20,49,6,10
Sam Gagner\gagnesa01,21,EDM,C,68,15,27,42,-17,37,3.4,11,3,1,2,21,6,0,138,1207,17:45,29,24,410,525
Aaron Gagnon\gagnoaa01,24,DAL,C,19,0,2,2,-3,0,-0.2,0,0,0,0,2,0,0,9,153,8:04,5,12,30,25
T.J. Galiardi\galiatj01,22,COL,LW,35,7,8,15,-6,12,1.1,7,0,0,1,6,2,0,62,567,16:12,19,41,62,72
Jason Garrison\garrija01,26,FLA,D,73,5,13,18,-2,26,4.5,5,0,0,3,10,3,0,116,1627,22:18,127,136,0,0
Cameron Gaunce\gauncca01,20,COL,D,11,1,0,1,-3,16,0.1,1,0,0,0,0,0,0,4,140,12:44,7,10,0,0
Paul Gaustad\gaustpa01,28,BUF,C,81,12,19,31,7,101,2.8,11,1,0,3,17,1,1,117,1226,15:08,44,128,692,466
Blake Geoffrion\geoffbl01,22,NSH,LW,20,6,2,8,3,7,1.4,6,0,0,1,2,0,0,24,165,8:16,4,8,46,53
Nathan Gerbe\gerbena01,23,BUF,C,64,16,15,31,11,34,4.1,14,2,0,3,13,2,0,171,853,13:20,23,53,4,13
Bruno Gervais\gervabr01,26,NYI,D,53,0,6,6,-14,30,0.2,0,0,0,0,6,0,0,43,831,15:41,75,39,0,0
Ryan Getzlaf\getzlry01,25,ANA,C,67,19,57,76,14,35,8.4,12,7,0,4,37,20,0,117,1464,21:51,57,189,542,641
Tom Gilbert\gilbeto01,28,EDM,D,79,6,20,26,-14,32,4.1,3,3,0,0,11,7,2,106,1936,24:30:00,172,69,0,0
Hal Gill\gillha01,35,MTL,D,75,2,7,9,-9,43,2.4,2,0,0,1,6,0,1,62,1486,19:49,151,75,0,0
Colton Gillies\gillico01,21,MIN,C,7,1,0,1,-2,2,0,1,0,0,0,0,0,0,3,73,10:22,2,16,1,1
Trevor Gillies\gillitr01,32,NYI,LW,39,2,0,2,-3,165,0.1,2,0,0,0,0,0,0,9,120,3:04,6,41,0,1
Matt Gilroy\gilroma01,26,NYR,D,58,3,8,11,5,14,2.9,3,0,0,1,7,1,0,75,822,14:11,62,39,0,0
Brian Gionta\giontbr01,32,MTL,RW,82,29,17,46,3,24,5.8,20,7,2,6,13,4,0,298,1609,19:37,31,87,19,40
Stephen Gionta\giontst01,27,NJD,RW,12,0,0,0,-3,6,-0.3,0,0,0,0,0,0,0,13,108,9:00,5,16,0,0
Mark Giordano\giordma01,27,CGY,D,82,8,35,43,-8,67,6.4,3,5,0,1,15,20,0,165,1898,23:08,193,140,0,0
Dan Girardi\girarda01,26,NYR,D,80,4,27,31,7,37,6.7,2,2,0,1,20,5,2,110,1966,24:35:00,236,195,0,0
Alexandre Giroux\giroual01,29,EDM,C,8,1,1,2,-2,2,0,1,0,0,0,1,0,0,13,118,14:46,3,16,0,2
Claude Giroux\giroucl01,23,PHI,RW,82,25,51,76,20,47,8.8,14,8,3,5,36,11,4,169,1591,19:24,44,117,548,547
Tanner Glass\glassta01,27,VAN,LW,73,3,7,10,-5,72,0,3,0,0,1,7,0,0,45,652,8:56,29,130,25,37
Tim Gleason\gleasti01,28,CAR,D,82,2,14,16,-11,85,2.5,2,0,0,0,12,1,1,84,1719,20:58,138,215,0,0
Curtis Glencross\glenccu01,28,CGY,LW,79,24,19,43,6,59,5.3,19,3,2,4,16,2,1,149,1283,16:15,54,105,57,84
Marcel Goc\gocma01,27,NSH,C,51,9,15,24,10,6,2.6,8,0,1,2,15,0,0,111,818,16:02,13,51,346,347
Eric Godard\godarer01,30,PIT,RW,19,0,3,3,4,105,0.3,0,0,0,0,3,0,0,1,98,5:10,2,19,0,0
Alex Goligoski\goligal01,25,TOT,D,83,14,32,46,20,40,10.2,7,7,0,4,15,17,0,162,1846,22:14,106,75,0,0
Scott Gomez\gomezsc01,31,MTL,C,80,7,31,38,-15,48,1.9,4,3,0,2,16,14,1,157,1485,18:34,24,32,575,622
Sergei Gonchar\gonchse01,36,OTT,D,67,7,20,27,-15,20,5,2,5,0,0,5,15,0,107,1554,23:12,94,54,0,0
Andrew Gordon\gordoan01,25,WSH,RW,9,1,1,2,-2,0,0.1,1,0,0,0,1,0,0,5,78,8:40,4,5,0,0
Boyd Gordon\gordobo01,27,WSH,RW,60,3,6,9,-5,16,-0.2,2,0,1,1,6,0,0,77,783,13:03,50,33,417,302
Josh Gorges\gorgejo01,26,MTL,D,36,1,6,7,-3,18,1.6,0,1,0,1,6,0,0,20,762,21:10,79,55,0,0
Michael Grabner\grabnmi01,23,NYI,RW,76,34,18,52,13,10,8.1,26,2,6,3,15,2,1,228,1146,15:05,24,22,2,4
Mikhail Grabovski\grabomi01,27,TOR,C,81,29,29,58,14,60,7.4,19,10,0,4,24,5,0,239,1568,19:22,25,44,642,684
Evgeny Grachev\grachev01,20,NYR,C,8,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,62,7:42,0,8,0,1
Marc-Andre Gragnani\gragnma01,23,BUF,LW,9,1,2,3,0,2,0.2,1,0,0,1,0,2,0,11,138,15:17,6,6,0,0
Josh Green\greenjo01,33,ANA,LW,12,0,0,0,-3,6,-0.3,0,0,0,0,0,0,0,10,120,10:01,1,11,3,4
Mike Green\greenmi03,25,WSH,D,49,8,16,24,6,48,5.5,3,5,0,1,10,5,1,115,1234,25:12:00,106,100,0,0
Andy Greene\greenan01,28,NJD,D,82,4,19,23,-23,22,4.4,3,1,0,1,14,5,0,91,1834,22:22,157,49,0,0
Matt Greene\greenma01,27,LAK,D,71,2,9,11,3,70,3.5,2,0,0,1,9,0,0,50,1205,16:59,105,243,0,0
Colin Greening\greenco01,24,OTT,C,24,6,7,13,2,10,1.7,6,0,0,2,7,0,0,57,362,15:05,9,56,11,13
Mike Grier\griermi01,36,BUF,RW,73,5,11,16,0,12,0.4,5,0,0,0,11,0,0,107,1051,14:24,48,112,10,21
Nicklas Grossmann\grossni01,26,DAL,D,59,1,9,10,7,35,2.8,1,0,0,0,9,0,0,38,1074,18:12,78,161,0,0
Nate Guenin\guenina01,28,CBJ,D,3,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,2,44,14:48,7,11,0,0
Carl Gunnarsson\gunnaca01,24,TOR,D,68,4,16,20,-2,14,3.7,3,1,0,1,13,3,0,69,1240,18:15,120,63,0,0
Erik Gustafsson\gustaer01,22,PHI,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,33,10:57,1,0,0,0
Niklas Hagman\hagmani01,31,CGY,LW,71,11,16,27,-2,24,2.3,7,4,0,0,13,3,0,140,968,13:38,12,35,3,22
Ron Hainsey\hainsro01,29,ATL,D,82,3,16,19,3,24,3.9,3,0,0,2,14,1,1,83,1483,18:05,168,49,0,0
David Hale\haleda01,29,OTT,D,25,1,4,5,7,6,1.9,1,0,0,1,4,0,0,20,408,16:19,22,29,0,0
Micheal Haley\haleymi01,24,NYI,C,27,2,1,3,-4,85,0,2,0,0,0,1,0,0,13,217,8:02,3,55,7,13
Matt Halischuk\halisma01,22,NSH,RW,27,4,8,12,5,2,1.5,4,0,0,1,8,0,0,29,273,10:08,9,6,0,4
Adam Hall\hallad01,30,TBL,RW,82,7,11,18,-12,32,0.1,7,0,0,1,11,0,0,167,1218,14:51,59,152,360,295
Taylor Hall\hallta02,19,EDM,LW,65,22,20,42,-9,27,4.5,14,8,0,4,17,3,0,186,1184,18:13,37,48,42,63
Jeff Halpern\halpeje01,34,MTL,C,72,11,15,26,6,29,2.8,10,0,1,3,15,0,0,62,917,12:44,53,42,338,256
Dan Hamhuis\hamhuda01,28,VAN,D,64,6,17,23,29,34,7,4,2,0,1,12,5,0,109,1451,22:41,89,76,0,0
Zach Hamill\hamilza01,22,BOS,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,31,10:28,3,0,5,11
Travis Hamonic\hamontr01,20,NYI,D,62,5,21,26,4,103,5,4,1,0,0,17,3,1,118,1338,21:34,115,116,0,0
Roman Hamrlik\hamrlro01,36,MTL,D,79,5,29,34,6,81,7.1,3,2,0,0,16,13,0,129,1760,22:17,192,66,0,0
Michal Handzus\handzmi01,33,LAK,C,82,12,18,30,-5,20,2.2,8,4,0,3,11,6,1,94,1422,17:21,48,86,678,634
Scott Hannan\hannasc01,32,TOT,D,78,1,10,11,4,34,3.2,1,0,0,0,9,0,1,56,1543,19:47,122,84,0,0
Jannik Hansen\hanseja01,24,VAN,LW,82,9,20,29,13,32,2.5,9,0,0,2,19,0,1,113,1206,14:43,26,149,8,11
Christian Hanson\hansoch01,24,TOR,RW,6,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,2,51,8:26,0,11,7,10
Martin Hanzal\hanzama01,23,PHX,C,61,16,10,26,4,54,2.4,9,7,0,5,10,0,0,149,1190,19:30,35,147,518,511
Johan Harju\harjujo01,24,TBL,LW,10,1,2,3,-2,2,0.2,1,0,0,0,2,0,0,14,85,8:28,2,9,2,3
Jay Harrison\harrija01,28,CAR,D,72,3,7,10,5,72,2.8,3,0,0,0,7,0,0,49,1100,15:16,100,110,0,0
Peter Harrold\harrope01,27,LAK,D,19,1,3,4,3,4,1.1,1,0,0,0,3,0,0,12,233,12:15,6,5,0,0
Teemu Hartikainen\hartite01,20,EDM,LW,12,3,2,5,-3,4,0.4,2,1,0,0,1,1,0,21,209,17:25,6,19,6,12
Scott Hartnell\hartnsc01,28,PHI,RW,82,24,25,49,14,142,5.9,20,4,0,4,19,6,0,177,1362,16:36,38,168,5,5
Martin Havlat\havlama01,29,MIN,LW,78,22,40,62,-10,52,6.4,19,3,0,4,29,11,0,229,1431,18:21,24,34,3,7
Dany Heatley\heatlda01,30,SJS,RW,80,26,38,64,8,56,7.3,14,11,1,5,18,19,1,217,1572,19:39,29,104,9,11
Jochen Hecht\hechtjo01,33,BUF,C,67,12,17,29,4,40,2.6,12,0,0,4,15,2,0,172,1144,17:05,26,32,314,415
Victor Hedman\hedmavi01,20,TBL,D,79,3,23,26,3,70,5,3,0,0,0,20,3,0,101,1660,21:01,85,54,0,0
Jan Hejda\hejdaja01,32,CBJ,D,77,5,15,20,-6,28,3.6,5,0,0,0,14,0,1,79,1626,21:07,158,152,1,0
Milan Hejduk\hejdumi01,34,COL,RW,71,22,34,56,-23,18,5.2,12,10,0,2,20,14,0,170,1273,17:55,31,9,2,3
Darren Helm\helmda01,24,DET,C,82,12,20,32,9,16,3,10,0,2,2,19,0,1,177,1091,13:18,30,128,493,445
Ales Hemsky\hemskal01,27,EDM,RW,47,14,28,42,3,18,4.7,12,1,1,1,19,8,1,100,859,18:17,18,29,1,6
Matt Hendricks\hendrma01,29,WSH,C,77,9,16,25,-2,110,2.2,8,1,0,3,15,1,0,113,882,11:28,37,165,50,43
Jordan Hendry\hendrjo02,26,CHI,D,37,1,0,1,-2,4,0.3,1,0,0,0,0,0,0,35,396,10:42,29,47,0,1
Adam Henrique\henriad01,20,NJD,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,13,13:21,2,0,0,1
T.J. Hensick\hensitj01,25,STL,C,13,1,2,3,-5,2,0,1,0,0,0,1,1,0,12,118,9:05,1,1,11,18
Chris Higgins\higgich01,27,TOT,C,62,13,15,28,5,16,3,12,1,0,0,14,0,1,160,1011,16:18,36,80,41,44
Jack Hillen\hilleja01,25,NYI,D,64,4,18,22,-5,45,3.6,4,0,0,1,16,1,1,81,1204,18:49,131,54,0,0
Niklas Hjalmarsson\hjalmni01,23,CHI,D,80,3,7,10,13,39,3.6,3,0,0,0,7,0,0,64,1478,18:29,166,46,0,0
Shane Hnidy\hnidysh01,35,BOS,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,44,14:47,1,2,0,0
Cody Hodgson\hodgsco01,20,VAN,C,8,1,1,2,1,0,0.3,1,0,0,0,1,0,0,9,62,7:45,2,4,16,26
Nick Holden\holdeni01,23,CBJ,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6,86,17:11,9,4,0,0
Ryan Hollweg\hollwry01,27,PHX,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,20,6:33,0,8,0,0
Ben Holmstrom\holmsbe01,23,PHI,C,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,18,9:05,0,8,5,11
Tomas Holmstrom\holmsto01,38,DET,LW,73,18,19,37,-6,62,3.6,8,10,0,1,9,10,0,125,1081,14:48,11,81,1,0
Jonas Holos\holosjo01,23,COL,D,39,0,6,6,-3,10,0.9,0,0,0,0,4,1,1,36,704,18:03,32,19,0,0
Korbinian Holzer\holzeko01,22,TOR,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,26,13:01,3,1,0,0
Shawn Horcoff\horcosh01,32,EDM,C,47,9,18,27,-1,46,2.3,4,5,0,1,12,5,1,78,878,18:41,20,32,393,420
Darcy Hordichuk\hordida01,30,FLA,LW,64,1,4,5,-1,76,0.1,1,0,0,0,4,0,0,32,324,5:04,4,116,0,0
Patric Hornqvist\hornqpa01,24,NSH,RW,79,21,27,48,11,47,5.9,15,6,0,5,19,8,0,265,1242,15:44,36,86,22,23
Nathan Horton\hortona01,25,BOS,C,80,26,27,53,29,85,7.4,20,6,0,2,25,2,0,188,1303,16:17,14,74,8,11
Marian Hossa\hossama01,32,CHI,RW,65,25,32,57,9,32,7,15,8,2,2,20,11,1,205,1281,19:42,23,48,3,1
Jiri Hudler\hudleji01,27,DET,C,73,10,27,37,-7,28,2.9,7,3,0,2,18,9,0,105,997,13:40,11,35,31,39
Trent Hunter\huntetr01,30,NYI,RW,17,1,3,4,-3,23,0,1,0,0,0,3,0,0,30,215,12:40,5,36,0,2
Matt Hunwick\hunwima01,25,TOT,D,73,1,12,13,-15,25,1.1,1,0,0,0,9,3,0,100,1351,18:31,71,65,0,0
Kristian Huselius\huselkr01,32,CBJ,LW,39,14,9,23,-17,10,2.1,8,6,0,1,7,2,0,94,639,16:23,4,4,0,0
Kent Huskins\huskike01,31,SJS,D,50,2,8,10,8,12,2.7,2,0,0,0,8,0,0,38,831,16:37,58,18,0,0
Andrew Hutchinson\hutchan01,30,PIT,D,5,0,1,1,-3,6,-0.1,0,0,0,0,1,0,0,2,77,15:18,8,0,0,0
Jarome Iginla\iginlja01,33,CGY,RW,82,43,43,86,0,40,11,29,14,0,6,27,16,0,289,1717,20:56,28,103,227,193
Raitis Ivanans\ivanara01,32,CGY,LW,1,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,8,8:20,0,1,0,0
Barret Jackman\jackmba01,29,STL,D,60,0,13,13,3,57,2.7,0,0,0,0,10,0,3,65,1248,20:48,114,78,0,0
Tim Jackman\jackmti01,29,CGY,RW,82,10,13,23,4,86,2.3,9,1,0,1,11,2,0,131,806,9:49,21,133,6,10
Jean-Francois Jacques\jacquje01,25,EDM,LW,51,4,1,5,-6,63,0.1,4,0,0,0,1,0,0,28,361,7:04,17,111,5,11
Doug Janik\janikdo01,30,DET,D,7,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,8,93,13:13,7,2,0,0
Cam Janssen\janssca01,26,STL,RW,54,1,3,4,-6,131,-0.2,1,0,0,0,3,0,0,16,263,4:53,7,95,0,0
Dustin Jeffrey\jeffrdu01,22,PIT,C,25,7,5,12,5,4,1.8,6,1,0,1,5,0,0,39,324,12:58,10,14,109,138
Hugh Jessiman\jessihu01,26,FLA,RW,2,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,2,15,7:21,0,4,0,0
Jesse Joensuu\joensje01,23,NYI,RW,42,6,3,9,-6,33,0.6,6,0,0,2,3,0,0,41,486,11:35,13,57,5,4
Marcus Johansson\johanma03,20,WSH,C,69,13,14,27,2,10,2.8,10,2,1,2,13,1,0,102,1016,14:43,22,47,271,398
Erik Johnson\johnser01,22,TOT,D,77,8,21,29,-13,56,4.3,4,3,1,2,13,7,1,161,1757,22:49,133,99,0,0
Jack Johnson\johnsja02,24,LAK,D,82,5,37,42,-21,44,6.2,2,3,0,0,11,25,1,153,1902,23:12,133,84,0,0
Nick Johnson\johnsni01,25,PIT,RW,4,1,2,3,1,5,0.4,1,0,0,0,2,0,0,10,67,16:44,2,4,0,0
Ryan Johnson\johnsry01,34,CHI,C,34,1,5,6,-2,8,0,1,0,0,1,5,0,0,25,352,10:21,34,31,197,115
Jussi Jokinen\jokinju01,27,CAR,LW,70,19,33,52,3,24,5.8,11,8,0,1,23,10,0,136,1206,17:13,36,43,166,148
Olli Jokinen\jokinol01,32,CGY,C,79,17,37,54,-17,44,4.5,12,5,0,1,23,14,0,208,1404,17:47,35,56,552,613
Blair Jones\jonesbl01,24,TBL,C,18,1,2,3,-2,2,0.1,1,0,0,0,2,0,0,20,144,8:01,6,12,46,40
David Jones\jonesda01,26,COL,RW,77,27,18,45,-2,28,5.2,21,6,0,4,14,3,1,153,1361,17:41,38,93,10,11
Randy Jones\jonesra01,29,TBL,D,61,1,12,13,-4,15,2.2,1,0,0,0,12,0,0,52,1041,17:03,104,42,0,0
Ryan Jones\jonesry01,26,EDM,LW,81,18,7,25,-5,34,2.5,15,2,1,2,5,2,0,126,1121,13:50,57,152,10,19
Jacob Josefson\josefja01,19,NJD,C,28,3,7,10,5,6,1.2,3,0,0,1,4,3,0,31,371,13:14,8,8,95,107
Derek Joslin\joslide01,23,TOT,D,34,2,7,9,5,10,2.1,1,1,0,1,7,0,0,34,519,15:16,28,40,0,0
Ed Jovanovski\jovaned01,34,PHX,D,50,5,9,14,4,39,3,4,1,0,1,7,1,1,73,1024,20:29,91,87,0,0
Milan Jurcina\jurcimi01,27,NYI,D,46,4,13,17,-4,30,2.8,2,1,1,0,8,4,1,76,831,18:04,93,125,0,1
Tomas Kaberle\kaberto01,32,TOT,D,82,4,43,47,4,18,7.5,4,0,0,1,18,25,0,130,1813,22:07,140,37,0,0
Nazem Kadri\kadrina01,20,TOR,C,29,3,9,12,-3,8,0.7,3,0,0,0,7,2,0,51,457,15:47,6,16,49,72
Patrick Kaleta\kaletpa01,24,BUF,RW,51,4,5,9,-4,78,0.3,3,0,1,0,5,0,0,65,520,10:11,33,126,5,7
Steven Kampfer\kampfst01,22,BOS,D,38,5,5,10,9,12,2.7,5,0,0,1,2,3,0,57,674,17:44,56,41,0,0
Evander Kane\kaneev01,19,ATL,C,73,19,24,43,-12,68,4.1,15,4,0,2,20,4,0,234,1304,17:52,30,151,26,38
Patrick Kane\kanepa01,22,CHI,RW,73,27,46,73,7,28,8.6,22,5,0,2,27,19,0,216,1408,19:17,17,17,2,12
Erik Karlsson\karlser01,20,OTT,D,75,13,32,45,-30,50,6.7,9,4,0,4,14,17,1,182,1764,23:31,74,32,0,0
Matt Kassian\kassima01,24,MIN,LW,4,0,0,0,-1,12,-0.1,0,0,0,0,0,0,0,1,22,5:29,3,6,0,0
Mark Katic\katicma01,21,NYI,D,11,0,1,1,-9,4,-0.5,0,0,0,0,1,0,0,8,181,16:26,21,8,0,0
Duncan Keith\keithdu01,27,CHI,D,82,7,38,45,-1,22,7.2,3,3,1,1,19,19,0,173,2205,26:53:00,149,45,0,0
Chris Kelly\kellych01,30,TOT,C,81,14,14,28,-13,33,2.1,13,0,1,2,12,0,2,113,1249,15:25,54,81,466,450
Tim Kennedy\kenneti01,24,FLA,LW,6,0,1,1,0,0,0,0,0,0,0,1,0,0,2,62,10:23,6,16,12,18
Tyler Kennedy\kennety01,24,PIT,C,80,21,24,45,1,37,5.4,14,7,0,2,17,7,0,234,1162,14:32,23,95,27,33
Ryan Kesler\keslery01,26,VAN,C,82,41,32,73,24,66,10.4,23,15,3,7,16,15,1,260,1681,20:30,80,124,859,637
Phil Kessel\kesseph01,23,TOR,RW,82,32,32,64,-20,24,6.9,19,12,1,6,21,11,0,325,1611,19:39,22,11,24,35
Jakub Kindl\kindlja01,23,DET,D,48,2,2,4,-6,36,0.6,2,0,0,0,2,0,0,62,653,13:37,36,44,0,0
D.J. King\kingdj01,26,WSH,LW,16,0,2,2,-3,30,-0.1,0,0,0,0,2,0,0,6,91,5:41,0,20,0,0
Dwight King\kingdw01,21,LAK,LW,6,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,3,70,11:43,1,7,0,0
Linus Klasen\klaseli01,24,NSH,LW,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,52,12:53,1,1,0,0
Kevin Klein\kleinke01,26,NSH,D,81,2,16,18,9,24,5,2,0,0,0,15,0,1,99,1684,20:48,173,128,0,0
Rostislav Klesla\kleslro01,28,TOT,D,61,4,7,11,4,38,2.9,4,0,0,0,7,0,0,67,1164,19:04,131,61,1,0
Carl Klingberg\klingca01,20,ATL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10:22,0,1,0,0
Rob Klinkhammer\klinkro01,24,CHI,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,11:36,1,3,0,0
Mike Knuble\knublmi01,38,WSH,RW,79,24,16,40,10,36,5.1,16,7,1,1,10,5,1,203,1413,17:53,30,74,10,23
