Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Dana Tyrell\tyrelda01,21,TBL,C,78,6,9,15,-5,12,0.5,6,0,0,1,9,0,0,73,940,12:03,33,47,5,6
Fedor Tyutin\tyutife01,27,CBJ,D,80,7,20,27,-12,32,4.2,6,1,0,0,9,11,0,128,1816,22:42,93,120,1,1
R.J. Umberger\umberrj01,28,CBJ,C,82,25,32,57,3,38,6.1,14,8,3,3,27,5,0,220,1576,19:13,70,114,111,109
Scottie Upshall\upshasc01,27,TOT,RW,82,22,12,34,-7,52,3.6,20,2,0,2,11,1,0,191,1151,14:02,26,108,8,17
Alexander Urbom\urbomal01,20,NJD,D,8,1,0,1,-2,0,0.2,1,0,0,1,0,0,0,5,101,12:35,6,5,0,0
David Van Der Gulik\vandeda01,27,COL,RW,6,1,2,3,4,2,0.5,1,0,0,0,2,0,0,12,41,6:45,3,10,0,1
James van Riemsdyk\vanrija01,21,PHI,LW,75,21,19,40,15,35,5.2,18,3,0,4,18,1,0,173,1090,14:32,25,107,0,3
Jim Vandermeer\vandeji01,30,EDM,D,62,2,12,14,-15,74,1.6,2,0,0,0,9,2,1,57,1128,18:12,78,122,0,0
Chris VandeVelde\vandech01,23,EDM,C,12,0,2,2,-6,12,-0.4,0,0,0,0,2,0,0,16,207,17:17,12,19,84,75
Thomas Vanek\vanekth01,27,BUF,LW,80,32,41,73,2,24,9.1,21,11,0,5,24,17,0,238,1388,17:21,12,30,8,18
Alexander Vasyunov\vasyual01,22,NJD,LW,18,1,4,5,0,0,0.4,1,0,0,0,4,0,0,18,207,11:29,2,6,0,0
Antoine Vermette\vermean01,28,CBJ,C,82,19,28,47,0,60,4.3,15,3,1,3,21,7,0,183,1543,18:49,47,123,856,684
Mike Vernace\vernami01,24,TBL,D,10,0,1,1,-2,2,0,0,0,0,0,1,0,0,6,87,8:42,3,8,0,0
Kris Versteeg\verstkr01,24,TOT,RW,80,21,25,46,-9,53,4.4,14,6,1,0,17,8,0,180,1418,17:44,56,45,63,67
Tomas Vincour\vincoto01,20,DAL,C,24,1,1,2,-5,4,-0.3,1,0,0,0,1,0,0,26,226,9:26,11,36,3,1
Lubomir Visnovsky\visnolu01,34,ANA,D,81,18,50,68,18,24,12.8,13,5,0,4,24,26,0,152,1968,24:18:00,116,52,0,0
Joe Vitale\vitaljo01,25,PIT,C,9,1,1,2,-1,13,0.1,1,0,0,0,0,1,0,13,95,10:34,2,18,36,28
Marc-Edouard Vlasic\vlasima01,23,SJS,D,80,4,14,18,14,18,5,4,0,0,2,13,1,0,116,1669,20:52,147,50,0,0
Anton Volchenkov\volchan01,28,NJD,D,57,0,8,8,3,36,3,0,0,0,0,8,0,0,65,1032,18:06,106,125,0,0
Aaron Volpatti\volpaaa01,25,VAN,RW,15,1,1,2,-1,16,0.1,1,0,0,0,1,0,0,6,102,6:50,3,36,0,0
Jakub Voracek\voracja01,21,CBJ,RW,80,14,32,46,-3,26,3.9,12,2,0,2,26,6,0,183,1358,16:58,22,55,24,41
Aaron Voros\vorosaa01,29,ANA,LW,12,0,0,0,-4,43,-0.3,0,0,0,0,0,0,0,8,67,5:33,1,12,2,1
Radim Vrbata\vrbatra01,29,PHX,RW,79,19,29,48,5,20,5,9,10,0,2,22,7,0,240,1293,16:22,22,42,2,5
Matt Walker\walkema01,30,PHI,D,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,47,11:38,5,5,0,0
Tim Wallace\wallati01,26,PIT,RW,7,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,1,56,8:03,2,21,3,0
Niclas Wallin\wallini01,35,SJS,D,74,3,5,8,0,46,2.2,3,0,0,0,5,0,0,86,1172,15:50,84,99,0,0
Tom Wandell\wandeto01,24,DAL,C,75,7,2,9,-5,14,0.1,7,0,0,1,2,0,0,94,882,11:45,49,65,190,245
Joel Ward\wardjo02,30,NSH,RW,80,10,19,29,-1,42,1.9,5,5,0,4,18,0,1,157,1366,17:04,57,67,82,86
Francis Wathier\wathifr01,26,DAL,LW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,12,3:55,0,3,0,0
Mike Weaver\weavemi01,32,FLA,D,82,2,11,13,1,34,4,2,0,0,1,10,1,0,53,1706,20:48,132,98,0,0
Mike Weber\webermi01,23,BUF,D,58,4,13,17,13,69,4.1,4,0,0,0,13,0,0,53,980,16:54,99,158,0,0
Shea Weber\webersh01,25,NSH,D,82,16,32,48,7,56,10.1,9,6,1,3,21,11,0,254,2076,25:19:00,113,211,0,0
Yannick Weber\weberya01,22,MTL,D,41,1,10,11,0,14,2.2,1,0,0,0,5,5,0,63,679,16:34,33,44,0,0
Doug Weight\weighdo01,40,NYI,C,18,2,7,9,-3,10,0.5,1,1,0,0,3,4,0,26,315,17:32,4,9,57,53
Dale Weise\weiseda01,22,NYR,RW,10,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,9,65,6:30,3,20,0,0
Stephen Weiss\weissst01,27,FLA,C,76,21,28,49,-9,49,4.9,16,3,2,1,12,16,0,172,1528,20:06,44,52,689,590
Noah Welch\welchno01,28,ATL,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,35,17:33,3,10,0,0
Casey Wellman\wellmca01,23,MIN,C,15,1,1,2,-1,4,0,1,0,0,1,1,0,0,20,160,10:39,3,5,8,8
Eric Wellwood\wellwer01,20,PHI,LW,3,0,1,1,1,2,0.1,0,0,0,0,1,0,0,8,40,13:25,1,4,0,0
Kyle Wellwood\wellwky01,27,SJS,C,35,5,8,13,10,0,1.5,5,0,0,0,7,1,0,50,479,13:41,7,8,65,67
Kevin Westgarth\westgke01,26,LAK,RW,56,0,3,3,-6,105,-0.4,0,0,0,0,3,0,0,20,304,5:26,5,59,2,2
Blake Wheeler\wheelbl01,24,TOT,RW,81,18,26,44,10,46,4.8,18,0,0,2,21,5,0,179,1316,16:15,47,74,52,96
Colin White\whiteco01,33,NJD,D,69,0,6,6,-2,48,2.9,0,0,0,0,5,0,1,50,1301,18:51,100,109,0,0
Ian White\whiteia01,26,TOT,D,78,4,22,26,3,26,4.8,3,1,0,0,17,5,0,138,1559,20:00,144,59,0,0
Ryan White\whitery01,22,MTL,RW,27,2,3,5,5,38,0.6,2,0,0,0,3,0,0,30,241,8:55,8,70,13,19
Todd White\whiteto02,35,NYR,C,18,1,1,2,-2,2,0,1,0,0,0,0,0,1,11,138,7:41,4,1,30,26
Ray Whitney\whitnra01,38,PHX,LW,75,17,40,57,0,24,5.6,14,3,0,1,17,23,0,156,1272,16:57,15,29,45,55
Ryan Whitney\whitnry01,27,EDM,D,35,2,25,27,13,33,5.1,2,0,0,0,16,7,2,43,887,25:20:00,67,29,0,0
Roman Wick\wickro01,25,OTT,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,4,60,8:38,3,2,1,2
Dennis Wideman\widemde01,27,TOT,D,75,10,30,40,-19,39,6.2,1,9,0,1,17,13,0,160,1799,23:59,126,95,1,0
Patrick Wiercioch\wiercpa01,20,OTT,D,8,0,2,2,0,4,0.4,0,0,0,0,1,1,0,3,111,13:54,2,4,0,0
Jason Williams\willija01,30,DAL,C,27,2,3,5,-2,6,0.3,2,0,0,1,2,1,0,18,219,8:07,5,14,18,26
Jeremy Williams\willije01,27,NYR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3:43,1,0,0,0
Justin Williams\williju01,29,LAK,RW,73,22,35,57,14,59,7.3,17,5,0,3,27,8,0,213,1259,17:15,29,51,7,7
Brian Willsie\willsbr01,32,WSH,RW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,6,6:15,2,0,0,0
Clay Wilson\wilsocl01,27,FLA,D,15,3,2,5,4,6,1.5,3,0,0,0,1,1,0,22,223,14:51,11,16,0,0
Colin Wilson\wilsoco01,21,NSH,C,82,16,18,34,9,17,4,14,2,0,2,14,4,0,101,1090,13:18,24,38,108,120
Kyle Wilson\wilsoky01,26,CBJ,C,32,4,7,11,-3,12,0.9,4,0,0,0,7,0,0,38,340,10:38,8,21,63,70
Ryan Wilson\wilsory01,23,COL,D,67,3,13,16,-8,68,2.3,2,1,0,0,12,1,0,62,1327,19:48,110,135,0,0
Brad Winchester\winchbr01,29,TOT,LW,76,10,6,16,-18,114,0.7,7,3,0,1,5,1,0,90,797,10:29,18,171,2,6
Jesse Winchester\winchje01,27,OTT,C,72,4,9,13,-9,42,0.3,4,0,0,0,9,0,0,118,780,10:50,27,101,303,242
Tommy Wingels\wingeto01,22,SJS,C,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,26,5:07,1,6,1,2
Daniel Winnik\winnida01,25,COL,C,80,11,15,26,-2,35,1.4,7,2,2,1,11,3,1,167,1324,16:33,52,54,25,44
Ty Wishart\wishaty01,22,NYI,D,20,1,4,5,5,10,1.4,0,1,0,0,3,0,1,23,336,16:49,29,26,0,0
James Wisniewski\wisnija01,26,TOT,D,75,10,41,51,-14,38,7.6,3,7,0,2,19,22,0,158,1721,22:56,119,105,0,0
Wojtek Wolski\wolskwo01,24,TOT,LW,73,12,23,35,6,18,3.5,11,1,0,1,20,3,0,135,1064,14:35,12,47,15,16
Jeff Woywitka\woywije01,27,DAL,D,63,2,9,11,5,24,2.9,1,1,0,0,8,1,0,72,1131,17:57,97,43,0,0
James Wright\wrighja02,20,TBL,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,5,4:36,0,1,0,2
Keith Yandle\yandlke01,24,PHX,D,82,11,48,59,12,68,9.9,8,3,0,0,24,23,1,199,1999,24:23:00,103,30,0,0
Brandon Yip\yipbr01,25,COL,RW,71,12,10,22,-22,54,0.9,8,3,1,1,8,2,0,127,975,13:44,21,77,5,9
Nolan Yonkman\yonkmno01,29,PHX,D,16,0,1,1,5,39,0.6,0,0,0,0,1,0,0,8,194,12:08,11,41,0,0
Travis Zajac\zajactr01,25,NJD,C,82,13,31,44,-6,24,4.1,10,2,1,1,22,8,1,173,1622,19:47,31,55,707,571
Greg Zanon\zanongr01,30,MIN,D,82,0,7,7,-5,48,2.6,0,0,0,0,5,1,1,55,1767,21:33,212,169,0,0
John Zeiler\zeilejo01,28,LAK,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,22,5:36,0,4,5,5
Henrik Zetterberg\zettehe01,30,DET,LW,80,24,56,80,-1,40,8.2,14,10,0,3,35,20,1,306,1567,19:35,19,38,516,468
Vladimir Zharkov\zharkvl01,23,NJD,RW,38,2,2,4,3,2,0.3,2,0,0,0,2,0,0,40,431,11:20,10,14,2,4
Nikolai Zherdev\zherdni01,26,PHI,RW,56,16,6,22,5,22,2.9,15,1,0,1,4,2,0,135,720,12:51,6,39,2,5
Marek Zidlicky\zidlima01,33,MIN,D,46,7,17,24,-6,30,4.2,4,3,0,0,11,6,0,53,1002,21:46,63,66,0,0
Mike Zigomanis\zigommi01,30,TOR,C,8,0,1,1,0,4,0,0,0,0,0,1,0,0,7,56,6:59,3,6,21,19
Andrei Zubarev\zubaran01,23,ATL,D,4,0,1,1,-4,4,-0.2,0,0,0,0,1,0,0,2,80,20:05,8,15,0,0
Dainius Zubrus\zubruda01,32,NJD,RW,79,13,17,30,-11,53,2.6,12,1,0,2,14,2,1,115,1355,17:09,32,107,253,196
Mats Zuccarello\zuccama01,23,NYR,LW,42,6,17,23,3,4,2.4,6,0,0,2,8,9,0,74,595,14:10,19,56,8,7
