Player Photo,NHL Player,Games,Penalties,Minors,Penalty Minutes,PIM/Game,fWHR,scaled
"<a href=""http://www.espn.com/nhl/player/_/id/3149612""><img src=""../NHL/images3149612.png""></a>",Joel Hanley,16,1,1,2,0.1,2.089552239,0.781805259
"<a href=""http://www.espn.com/nhl/player/_/id/4197161""><img src=""../NHL/images4197161.png""></a>",Joey Anderson,34,3,3,6,0.2,2.317460317,0.86707699
"<a href=""http://www.espn.com/nhl/player/_/id/4197161""><img src=""../NHL/images4197161.png""></a>",Joey Anderson,2,1,1,2,1,2.317460317,0.86707699
"<a href=""http://www.espn.com/nhl/player/_/id/2593312""><img src=""../NHL/images2593312.png""></a>",Johan Larsson,73,16,14,37,0.5,2.183098592,0.816805595
"<a href=""http://www.espn.com/nhl/player/_/id/5118""><img src=""../NHL/images5118.png""></a>",John Carlson,80,13,12,34,0.4,2.138888889,0.80026455
"<a href=""http://www.espn.com/nhl/player/_/id/2590824""><img src=""../NHL/images2590824.png""></a>",John Gibson,58,1,1,2,0,1.985714286,0.742954325
"<a href=""http://www.espn.com/nhl/player/_/id/3042080""><img src=""../NHL/images3042080.png""></a>",John Hayden,54,9,6,27,0.5,2.012195122,0.75286212
"<a href=""http://www.espn.com/nhl/player/_/id/2590751""><img src=""../NHL/images2590751.png""></a>",John Klingberg,64,6,6,12,0.2,2.19047619,0.819565922
"<a href=""http://www.espn.com/nhl/player/_/id/5204""><img src=""../NHL/images5204.png""></a>",John Moore,61,13,13,26,0.4,1.955223881,0.73154635
"<a href=""http://www.espn.com/nhl/player/_/id/5160""><img src=""../NHL/images5160.png""></a>",John Tavares,82,16,15,34,0.4,1.891891892,0.707850708
"<a href=""http://www.espn.com/nhl/player/_/id/2072""><img src=""../NHL/images2072.png""></a>",Johnny Boychuk,74,11,10,25,0.3,2.126760563,0.795726741
"<a href=""http://www.espn.com/nhl/player/_/id/2563039""><img src=""../NHL/images2563039.png""></a>",Johnny Gaudreau,82,12,12,24,0.3,2.057971014,0.769989155
"<a href=""http://www.espn.com/nhl/player/_/id/3068664""><img src=""../NHL/images3068664.png""></a>",Jon Gillies,0,0,0,0,0,2.262295082,0.846436935
"<a href=""http://www.espn.com/nhl/player/_/id/3059403""><img src=""../NHL/images3059403.png""></a>",Jon Merrill,57,20,17,53,0.9,1.888888889,0.706727135
"<a href=""http://www.espn.com/nhl/player/_/id/2562600""><img src=""../NHL/images2562600.png""></a>",Jonas Brodin,82,15,15,30,0.4,2.042857143,0.764334305
"<a href=""http://www.espn.com/nhl/player/_/id/3634""><img src=""../NHL/images3634.png""></a>",Jonathan Quick,46,3,3,6,0.1,2.076923077,0.777080063
"<a href=""http://www.espn.com/nhl/player/_/id/3533""><img src=""../NHL/images3533.png""></a>",Jonathan Bernier,35,0,0,0,0,2.059701493,0.770636613
"<a href=""http://www.espn.com/nhl/player/_/id/3041971""><img src=""../NHL/images3041971.png""></a>",Jonathan Drouin,81,12,11,26,0.3,2.183098592,0.816805595
"<a href=""http://www.espn.com/nhl/player/_/id/3355""><img src=""../NHL/images3355.png""></a>",Jonathan Ericsson,52,16,15,35,0.7,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/2562606""><img src=""../NHL/images2562606.png""></a>",Jonathan Huberdeau,82,16,15,40,0.5,2.242424242,0.839002268
"<a href=""http://www.espn.com/nhl/player/_/id/3669""><img src=""../NHL/images3669.png""></a>",Jonathan Toews,82,20,20,40,0.5,2.238095238,0.837382572
"<a href=""http://www.espn.com/nhl/player/_/id/3025614""><img src=""../NHL/images3025614.png""></a>",Jonny Brodzinski,13,1,1,2,0.2,2.359375,0.882759354
"<a href=""http://www.espn.com/nhl/player/_/id/2590379""><img src=""../NHL/images2590379.png""></a>",Joonas Donskoi,80,5,5,10,0.1,1.921052632,0.718761189
"<a href=""http://www.espn.com/nhl/player/_/id/3069266""><img src=""../NHL/images3069266.png""></a>",Joonas Korpisalo,27,0,0,0,0,1.987012987,0.743440233
"<a href=""http://www.espn.com/nhl/player/_/id/2590874""><img src=""../NHL/images2590874.png""></a>",Jordan Binnington,32,0,0,0,0,1.97260274,0.738048644
"<a href=""http://www.espn.com/nhl/player/_/id/5032""><img src=""../NHL/images5032.png""></a>",Jordan Eberle,78,7,6,17,0.2,2.057971014,0.769989155
"<a href=""http://www.espn.com/nhl/player/_/id/3900260""><img src=""../NHL/images3900260.png""></a>",Jordan Greenway,81,13,12,29,0.4,2.203125,0.824298469
"<a href=""http://www.espn.com/nhl/player/_/id/2989376""><img src=""../NHL/images2989376.png""></a>",Jordan Martinook,82,19,19,38,0.5,2.28125,0.853528912
"<a href=""http://www.espn.com/nhl/player/_/id/3097115""><img src=""../NHL/images3097115.png""></a>",Jordan Oesterle,71,6,6,12,0.2,2.025974026,0.758017493
"<a href=""http://www.espn.com/nhl/player/_/id/3541""><img src=""../NHL/images3541.png""></a>",Jordan Staal,50,13,13,26,0.5,2.117647059,0.792316927
"<a href=""http://www.espn.com/nhl/player/_/id/5557""><img src=""../NHL/images5557.png""></a>",Jordan Weal,63,9,9,18,0.3,2.185714286,0.817784257
"<a href=""http://www.espn.com/nhl/player/_/id/5461""><img src=""../NHL/images5461.png""></a>",Jordie Benn,81,16,13,39,0.5,2.169230769,0.811616954
"<a href=""http://www.espn.com/nhl/player/_/id/2591154""><img src=""../NHL/images2591154.png""></a>",Josh Archibald,68,6,5,15,0.2,2.271428571,0.849854227
"<a href=""http://www.espn.com/nhl/player/_/id/5056""><img src=""../NHL/images5056.png""></a>",Josh Bailey,82,9,8,21,0.3,2.044117647,0.764805922
"<a href=""http://www.espn.com/nhl/player/_/id/2590559""><img src=""../NHL/images2590559.png""></a>",Josh Leivo,76,9,6,32,0.4,1.878378378,0.702794631
"<a href=""http://www.espn.com/nhl/player/_/id/3042016""><img src=""../NHL/images3042016.png""></a>",Josh Morrissey,59,7,7,14,0.2,2.176470588,0.81432573
"<a href=""http://www.espn.com/nhl/player/_/id/3068670""><img src=""../NHL/images3068670.png""></a>",Jujhar Khaira,60,13,9,43,0.7,2.03125,0.759991497
"<a href=""http://www.espn.com/nhl/player/_/id/3114754""><img src=""../NHL/images3114754.png""></a>",Julius Honka,29,5,5,10,0.3,2.153846154,0.805860806
"<a href=""http://www.espn.com/nhl/player/_/id/5470""><img src=""../NHL/images5470.png""></a>",Justin Braun,78,16,15,35,0.5,1.911392405,0.715146818
"<a href=""http://www.espn.com/nhl/player/_/id/3898""><img src=""../NHL/images3898.png""></a>",Justin Abdelkader,71,16,14,38,0.5,2.066666667,0.77324263
"<a href=""http://www.espn.com/nhl/player/_/id/3042043""><img src=""../NHL/images3042043.png""></a>",Justin Bailey,11,1,1,2,0.2,2.175675676,0.814028314
"<a href=""http://www.espn.com/nhl/player/_/id/3067879""><img src=""../NHL/images3067879.png""></a>",Justin Dowling,11,0,0,0,0,1.897435897,0.709924996
"<a href=""http://www.espn.com/nhl/player/_/id/5746""><img src=""../NHL/images5746.png""></a>",Justin Faulk,82,22,21,47,0.6,1.92,0.718367347
"<a href=""http://www.espn.com/nhl/player/_/id/5763""><img src=""../NHL/images5763.png""></a>",Justin Holl,11,1,1,2,0.2,2.088235294,0.781312525
"<a href=""http://www.espn.com/nhl/player/_/id/2501067""><img src=""../NHL/images2501067.png""></a>",Justin Schultz,29,2,2,4,0.1,2.042857143,0.764334305
"<a href=""http://www.espn.com/nhl/player/_/id/1023""><img src=""../NHL/images1023.png""></a>",Justin Williams,82,22,22,44,0.5,2.059701493,0.770636613
"<a href=""http://www.espn.com/nhl/player/_/id/3042109""><img src=""../NHL/images3042109.png""></a>",Juuse Saros,31,0,0,0,0,1.891891892,0.707850708
"<a href=""http://www.espn.com/nhl/player/_/id/4233611""><img src=""../NHL/images4233611.png""></a>",Juuso Valimaki,24,6,6,12,0.5,2.044117647,0.764805922
"<a href=""http://www.espn.com/nhl/player/_/id/3652602""><img src=""../NHL/images3652602.png""></a>",Karson Kuhlman,11,1,1,2,0.2,2.484848485,0.929705215
"<a href=""http://www.espn.com/nhl/player/_/id/3114775""><img src=""../NHL/images3114775.png""></a>",Kasperi Kapanen,78,11,9,27,0.4,2.4375,0.911989796
"<a href=""http://www.espn.com/nhl/player/_/id/2557840""><img src=""../NHL/images2557840.png""></a>",Keith Kinkaid,41,0,0,0,0,2.028985507,0.759144237
"<a href=""http://www.espn.com/nhl/player/_/id/3330""><img src=""../NHL/images3330.png""></a>",Keith Yandle,82,21,20,50,0.6,1.985507246,0.742876861
"<a href=""http://www.espn.com/nhl/player/_/id/2591153""><img src=""../NHL/images2591153.png""></a>",Kenny Agostino,63,10,7,34,0.5,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/2956552""><img src=""../NHL/images2956552.png""></a>",Kevan Miller,39,13,10,35,0.9,2.230769231,0.834641549
"<a href=""http://www.espn.com/nhl/player/_/id/3151792""><img src=""../NHL/images3151792.png""></a>",Kevin Labanc,82,18,18,36,0.4,1.435185185,0.536974049
"<a href=""http://www.espn.com/nhl/player/_/id/3096235""><img src=""../NHL/images3096235.png""></a>",Kevin Rooney,41,6,5,15,0.4,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/5265""><img src=""../NHL/images5265.png""></a>",Kevin Connauton,50,11,11,22,0.4,2.343283582,0.876738755
"<a href=""http://www.espn.com/nhl/player/_/id/3114743""><img src=""../NHL/images3114743.png""></a>",Kevin Fiala,83,17,16,36,0.4,2.287878788,0.85600907
"<a href=""http://www.espn.com/nhl/player/_/id/3025602""><img src=""../NHL/images3025602.png""></a>",Kevin Gravel,36,2,2,4,0.1,2.246376812,0.84048112
"<a href=""http://www.espn.com/nhl/player/_/id/5767""><img src=""../NHL/images5767.png""></a>",Kevin Hayes,71,6,6,12,0.2,1.779220779,0.665694849
"<a href=""http://www.espn.com/nhl/player/_/id/5008""><img src=""../NHL/images5008.png""></a>",Kevin Shattenkirk,73,10,10,20,0.3,2.246376812,0.84048112
"<a href=""http://www.espn.com/nhl/player/_/id/5507""><img src=""../NHL/images5507.png""></a>",Korbinian Holzer,22,4,4,8,0.4,2.013157895,0.753222342
"<a href=""http://www.espn.com/nhl/player/_/id/3539""><img src=""../NHL/images3539.png""></a>",Kris Letang,65,20,19,48,0.7,1.896103896,0.709426628
"<a href=""http://www.espn.com/nhl/player/_/id/3425""><img src=""../NHL/images3425.png""></a>",Kris Russell,72,12,11,27,0.4,1.885714286,0.705539359
"<a href=""http://www.espn.com/nhl/player/_/id/3042087""><img src=""../NHL/images3042087.png""></a>",Kurtis Gabriel,22,18,12,59,2.7,2.092105263,0.782760473
"<a href=""http://www.espn.com/nhl/player/_/id/5517""><img src=""../NHL/images5517.png""></a>",Kyle Palmieri,74,21,21,42,0.6,2.095890411,0.784176684
"<a href=""http://www.espn.com/nhl/player/_/id/2478""><img src=""../NHL/images2478.png""></a>",Kyle Brodziak,70,11,9,33,0.5,2.1,0.785714286
"<a href=""http://www.espn.com/nhl/player/_/id/3899952""><img src=""../NHL/images3899952.png""></a>",Kyle Connor,82,9,9,18,0.2,2.372881356,0.887812752
"<a href=""http://www.espn.com/nhl/player/_/id/3859""><img src=""../NHL/images3859.png""></a>",Kyle Okposo,78,18,16,41,0.5,2.196721311,0.821902532
"<a href=""http://www.espn.com/nhl/player/_/id/3892""><img src=""../NHL/images3892.png""></a>",Kyle Turris,55,15,14,33,0.6,1.863013699,0.697045942
"<a href=""http://www.espn.com/nhl/player/_/id/4272107""><img src=""../NHL/images4272107.png""></a>",Landon Bow,2,0,0,0,0,1.827160494,0.683631477
"<a href=""http://www.espn.com/nhl/player/_/id/3946""><img src=""../NHL/images3946.png""></a>",Lars Eller,81,16,14,37,0.5,2.067567568,0.773579702
"<a href=""http://www.espn.com/nhl/player/_/id/3026526""><img src=""../NHL/images3026526.png""></a>",Laurent Brossoit,21,0,0,0,0,2.157142857,0.807094266
"<a href=""http://www.espn.com/nhl/player/_/id/3899951""><img src=""../NHL/images3899951.png""></a>",Lawson Crouse,81,21,16,67,0.8,2.183098592,0.816805595
"<a href=""http://www.espn.com/nhl/player/_/id/2590558""><img src=""../NHL/images2590558.png""></a>",Leo Komarov,82,21,21,42,0.5,1.833333333,0.685941043
"<a href=""http://www.espn.com/nhl/player/_/id/4232875""><img src=""../NHL/images4232875.png""></a>",Lias Andersson,42,13,12,29,0.7,2.472972973,0.925261997
"<a href=""http://www.espn.com/nhl/player/_/id/3069285""><img src=""../NHL/images3069285.png""></a>",Linus Ullmark,37,0,0,0,0,2.082191781,0.779051347
"<a href=""http://www.espn.com/nhl/player/_/id/3773""><img src=""../NHL/images3773.png""></a>",Logan Couture,81,10,9,22,0.3,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3161""><img src=""../NHL/images3161.png""></a>",Loui Eriksson,81,11,11,22,0.3,1.878378378,0.702794631
"<a href=""http://www.espn.com/nhl/player/_/id/2560083""><img src=""../NHL/images2560083.png""></a>",Louis Domingue,26,2,2,4,0.2,1.943661972,0.727220466
"<a href=""http://www.espn.com/nhl/player/_/id/5098""><img src=""../NHL/images5098.png""></a>",Luca Sbisa,9,2,2,4,0.4,2.088235294,0.781312525
"<a href=""http://www.espn.com/nhl/player/_/id/3151037""><img src=""../NHL/images3151037.png""></a>",Lucas Wallmark,81,18,18,36,0.4,2.088235294,0.781312525
"<a href=""http://www.espn.com/nhl/player/_/id/4294205""><img src=""../NHL/images4294205.png""></a>",Lukas Radil,36,3,3,6,0.2,2.184615385,0.817373103
"<a href=""http://www.espn.com/nhl/player/_/id/2590273""><img src=""../NHL/images2590273.png""></a>",Lukas Sedlak,47,5,5,10,0.2,2.04,0.763265306
"<a href=""http://www.espn.com/nhl/player/_/id/2335062""><img src=""../NHL/images2335062.png""></a>",Luke Glendening,78,6,5,15,0.2,2.238095238,0.837382572
"<a href=""http://www.espn.com/nhl/player/_/id/4024933""><img src=""../NHL/images4024933.png""></a>",Luke Kunin,49,12,11,27,0.6,1.95890411,0.732923306
"<a href=""http://www.espn.com/nhl/player/_/id/5092""><img src=""../NHL/images5092.png""></a>",Luke Schenn,26,5,3,16,0.6,1.95890411,0.732923306
"<a href=""http://www.espn.com/nhl/player/_/id/3026225""><img src=""../NHL/images3026225.png""></a>",Luke Witkowski,34,7,4,23,0.7,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3904177""><img src=""../NHL/images3904177.png""></a>",Mackenzie Blackwood,23,0,0,0,0,2.083333333,0.779478458
"<a href=""http://www.espn.com/nhl/player/_/id/3042269""><img src=""../NHL/images3042269.png""></a>",MacKenzie Weegar,64,17,10,64,1,2.173913043,0.813368826
"<a href=""http://www.espn.com/nhl/player/_/id/3042045""><img src=""../NHL/images3042045.png""></a>",Madison Bowey,50,20,18,46,0.9,2.507462687,0.938166311
"<a href=""http://www.espn.com/nhl/player/_/id/5409""><img src=""../NHL/images5409.png""></a>",Magnus Paajarvi,80,3,3,6,0.1,2.285714286,0.855199223
"<a href=""http://www.espn.com/nhl/player/_/id/2976852""><img src=""../NHL/images2976852.png""></a>",Malcolm Subban,21,2,2,4,0.2,2.457627119,0.919520351
"<a href=""http://www.espn.com/nhl/player/_/id/2328""><img src=""../NHL/images2328.png""></a>",Marc Methot,9,3,3,6,0.7,2.213114754,0.828036132
"<a href=""http://www.espn.com/nhl/player/_/id/3250""><img src=""../NHL/images3250.png""></a>",Marc Staal,79,16,16,32,0.4,1.9125,0.715561224
"<a href=""http://www.espn.com/nhl/player/_/id/2346""><img src=""../NHL/images2346.png""></a>",Marc-Andre Fleury,61,2,2,4,0.1,1.935064935,0.724003887
"<a href=""http://www.espn.com/nhl/player/_/id/3371""><img src=""../NHL/images3371.png""></a>",Marc-Edouard Vlasic,72,5,5,10,0.1,2.339285714,0.875242954
"<a href=""http://www.espn.com/nhl/player/_/id/5218""><img src=""../NHL/images5218.png""></a>",Marco Scandella,63,13,13,26,0.4,2.069444444,0.774281935
"<a href=""http://www.espn.com/nhl/player/_/id/4063462""><img src=""../NHL/images4063462.png""></a>",Marcus Sorensen,80,10,9,23,0.3,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/5172""><img src=""../NHL/images5172.png""></a>",Marcus Foligno,82,20,15,55,0.7,2.075757576,0.776643991
"<a href=""http://www.espn.com/nhl/player/_/id/5714""><img src=""../NHL/images5714.png""></a>",Marcus Johansson,58,4,4,8,0.1,1.946666667,0.728344671
"<a href=""http://www.espn.com/nhl/player/_/id/5757""><img src=""../NHL/images5757.png""></a>",Marcus Kruger,74,15,15,30,0.4,1.986842105,0.743376298
"<a href=""http://www.espn.com/nhl/player/_/id/3114995""><img src=""../NHL/images3114995.png""></a>",Marcus Pettersson,84,23,18,66,0.8,1.844155844,0.689990282
"<a href=""http://www.espn.com/nhl/player/_/id/4365""><img src=""../NHL/images4365.png""></a>",Mario Kempe,52,9,9,18,0.4,1.792682927,0.670731707
"<a href=""http://www.espn.com/nhl/player/_/id/5315""><img src=""../NHL/images5315.png""></a>",Mark Barberio,12,2,2,4,0.3,2.094594595,0.783691855
"<a href=""http://www.espn.com/nhl/player/_/id/3006""><img src=""../NHL/images3006.png""></a>",Mark Giordano,78,32,30,69,0.9,2.094594595,0.783691855
"<a href=""http://www.espn.com/nhl/player/_/id/2976849""><img src=""../NHL/images2976849.png""></a>",Mark Jankowski,79,6,6,12,0.2,2.191176471,0.819827931
"<a href=""http://www.espn.com/nhl/player/_/id/5824""><img src=""../NHL/images5824.png""></a>",Mark Pysyk,70,13,13,26,0.4,2.013888889,0.753495843
"<a href=""http://www.espn.com/nhl/player/_/id/2562632""><img src=""../NHL/images2562632.png""></a>",Mark Scheifele,82,15,14,38,0.5,1.944444444,0.727513228
"<a href=""http://www.espn.com/nhl/player/_/id/5545""><img src=""../NHL/images5545.png""></a>",Mark Stone,77,12,11,27,0.4,2.292307692,0.857666143
"<a href=""http://www.espn.com/nhl/player/_/id/3042058""><img src=""../NHL/images3042058.png""></a>",Marko Dano,8,2,1,7,0.9,2.268656716,0.848817139
"<a href=""http://www.espn.com/nhl/player/_/id/2563042""><img src=""../NHL/images2563042.png""></a>",Markus Granlund,77,9,8,20,0.3,1.881578947,0.703992123
"<a href=""http://www.espn.com/nhl/player/_/id/2592084""><img src=""../NHL/images2592084.png""></a>",Markus Hannikainen,44,1,1,2,0.1,2.118421053,0.792606516
"<a href=""http://www.espn.com/nhl/player/_/id/3942293""><img src=""../NHL/images3942293.png""></a>",Markus Nutivaara,80,3,3,6,0.1,2.076923077,0.777080063
"<a href=""http://www.espn.com/nhl/player/_/id/5096""><img src=""../NHL/images5096.png""></a>",Martin Jones,62,1,1,2,0,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/3068036""><img src=""../NHL/images3068036.png""></a>",Martin Frk,30,2,2,4,0.1,2.161764706,0.808823529
"<a href=""http://www.espn.com/nhl/player/_/id/5451""><img src=""../NHL/images5451.png""></a>",Martin Marincin,24,6,6,12,0.5,2.171428571,0.812439261
"<a href=""http://www.espn.com/nhl/player/_/id/3899946""><img src=""../NHL/images3899946.png""></a>",Mathew Barzal,82,23,23,46,0.6,2.21875,0.830144558
"<a href=""http://www.espn.com/nhl/player/_/id/3886""><img src=""../NHL/images3886.png""></a>",Mathieu Perreault,82,22,22,44,0.5,1.75,0.654761905
"<a href=""http://www.espn.com/nhl/player/_/id/5560""><img src=""../NHL/images5560.png""></a>",Mats Zuccarello,48,8,7,24,0.5,2.169230769,0.811616954
"<a href=""http://www.espn.com/nhl/player/_/id/5116""><img src=""../NHL/images5116.png""></a>",Matt Calvert,82,20,14,58,0.7,2.123287671,0.79442736
"<a href=""http://www.espn.com/nhl/player/_/id/182""><img src=""../NHL/images182.png""></a>",Matt Cullen,71,7,7,14,0.2,1.833333333,0.685941043
"<a href=""http://www.espn.com/nhl/player/_/id/5161""><img src=""../NHL/images5161.png""></a>",Matt Duchene,73,4,4,8,0.1,2.281690141,0.85369359
"<a href=""http://www.espn.com/nhl/player/_/id/3069448""><img src=""../NHL/images3069448.png""></a>",Matt Grzelcyk,66,23,19,68,1,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3755""><img src=""../NHL/images3755.png""></a>",Matt Hendricks,26,5,2,19,0.7,2.223880597,0.832064169
"<a href=""http://www.espn.com/nhl/player/_/id/3736""><img src=""../NHL/images3736.png""></a>",Matt Hunwick,14,2,2,4,0.3,1.93902439,0.725485316
"<a href=""http://www.espn.com/nhl/player/_/id/5677""><img src=""../NHL/images5677.png""></a>",Matt Irwin,44,12,9,38,0.9,2.028985507,0.759144237
"<a href=""http://www.espn.com/nhl/player/_/id/5050""><img src=""../NHL/images5050.png""></a>",Matt Martin,67,14,9,53,0.8,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3067862""><img src=""../NHL/images3067862.png""></a>",Matt Murray,50,2,2,4,0.1,1.878378378,0.702794631
"<a href=""http://www.espn.com/nhl/player/_/id/2563076""><img src=""../NHL/images2563076.png""></a>",Matt Nieto,64,4,4,8,0.1,2.180555556,0.815854119
"<a href=""http://www.espn.com/nhl/player/_/id/3620""><img src=""../NHL/images3620.png""></a>",Matt Niskanen,80,19,18,41,0.5,2.025641026,0.757892901
"<a href=""http://www.espn.com/nhl/player/_/id/3024646""><img src=""../NHL/images3024646.png""></a>",Matthew Peca,39,2,2,4,0.1,2.402985075,0.899076048
"<a href=""http://www.espn.com/nhl/player/_/id/4024854""><img src=""../NHL/images4024854.png""></a>",Matthew Tkachuk,80,24,21,62,0.8,2.359375,0.882759354
"<a href=""http://www.espn.com/nhl/player/_/id/2558631""><img src=""../NHL/images2558631.png""></a>",Mattias Ekholm,80,22,21,47,0.6,2.04,0.763265306
"<a href=""http://www.espn.com/nhl/player/_/id/3042085""><img src=""../NHL/images3042085.png""></a>",Mattias Janmark,81,12,12,24,0.3,2.349206349,0.878954757
"<a href=""http://www.espn.com/nhl/player/_/id/3042014""><img src=""../NHL/images3042014.png""></a>",Max Domi,82,33,30,80,1,2.24,0.838095238
"<a href=""http://www.espn.com/nhl/player/_/id/4005""><img src=""../NHL/images4005.png""></a>",Max Pacioretty,66,18,18,36,0.6,1.971830986,0.737759893
"<a href=""http://www.espn.com/nhl/player/_/id/3109556""><img src=""../NHL/images3109556.png""></a>",Melker Karlsson,79,13,13,26,0.3,1.893333333,0.708390023
"<a href=""http://www.espn.com/nhl/player/_/id/4024902""><img src=""../NHL/images4024902.png""></a>",Michael McLeod,21,5,4,13,0.6,2.095890411,0.784176684
"<a href=""http://www.espn.com/nhl/player/_/id/5062""><img src=""../NHL/images5062.png""></a>",Michael Del Zotto,42,4,4,8,0.2,2.014285714,0.753644315
"<a href=""http://www.espn.com/nhl/player/_/id/3802""><img src=""../NHL/images3802.png""></a>",Michael Frolik,65,13,13,26,0.4,2.104477612,0.787389583
"<a href=""http://www.espn.com/nhl/player/_/id/3558""><img src=""../NHL/images3558.png""></a>",Michael Grabner,41,4,4,8,0.2,2.164383562,0.809803373
"<a href=""http://www.espn.com/nhl/player/_/id/5133""><img src=""../NHL/images5133.png""></a>",Michael Hutchinson,9,0,0,0,0,2.04109589,0.763675333
"<a href=""http://www.espn.com/nhl/player/_/id/2976851""><img src=""../NHL/images2976851.png""></a>",Michael Matheson,75,17,15,44,0.6,2.059701493,0.770636613
"<a href=""http://www.espn.com/nhl/player/_/id/3037290""><img src=""../NHL/images3037290.png""></a>",Michael Raffl,67,16,16,32,0.5,1.985507246,0.742876861
"<a href=""http://www.espn.com/nhl/player/_/id/4233576""><img src=""../NHL/images4233576.png""></a>",Michael Rasmussen,62,13,12,29,0.5,2.109589041,0.789302022
"<a href=""http://www.espn.com/nhl/player/_/id/5148""><img src=""../NHL/images5148.png""></a>",Michael Stone,14,5,5,10,0.7,1.931506849,0.722672631
"<a href=""http://www.espn.com/nhl/player/_/id/4046946""><img src=""../NHL/images4046946.png""></a>",Michal Kempny,71,30,30,60,0.9,2.146666667,0.803174603
"<a href=""http://www.espn.com/nhl/player/_/id/3705""><img src=""../NHL/images3705.png""></a>",Michal Neuvirth,7,0,0,0,0,2.078947368,0.777837451
"<a href=""http://www.espn.com/nhl/player/_/id/5086""><img src=""../NHL/images5086.png""></a>",Micheal Haley,43,18,10,75,1.7,2.176470588,0.81432573
"<a href=""http://www.espn.com/nhl/player/_/id/5579""><img src=""../NHL/images5579.png""></a>",Micheal Ferland,71,19,12,58,0.8,2.101449275,0.786256532
"<a href=""http://www.espn.com/nhl/player/_/id/2563062""><img src=""../NHL/images2563062.png""></a>",Miikka Salomaki,37,4,4,8,0.2,1.958333333,0.732709751
"<a href=""http://www.espn.com/nhl/player/_/id/2562637""><img src=""../NHL/images2562637.png""></a>",Mika Zibanejad,82,17,14,47,0.6,2.01369863,0.753424658
"<a href=""http://www.espn.com/nhl/player/_/id/3797""><img src=""../NHL/images3797.png""></a>",Mikael Backlund,77,24,22,52,0.7,2.014285714,0.753644315
"<a href=""http://www.espn.com/nhl/player/_/id/5831""><img src=""../NHL/images5831.png""></a>",Mikael Granlund,79,12,12,24,0.3,2.071428571,0.775024295
"<a href=""http://www.espn.com/nhl/player/_/id/5103""><img src=""../NHL/images5103.png""></a>",Mike Hoffman,82,15,15,30,0.4,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/3024796""><img src=""../NHL/images3024796.png""></a>",Mike Reilly,57,8,8,16,0.3,2.208955224,0.826479846
"<a href=""http://www.espn.com/nhl/player/_/id/1971""><img src=""../NHL/images1971.png""></a>",Mike Smith,42,1,1,2,0.1,1.851351351,0.692682478
"<a href=""http://www.espn.com/nhl/player/_/id/4024868""><img src=""../NHL/images4024868.png""></a>",Mikhail Sergachev,75,13,12,28,0.4,2.246153846,0.840397698
"<a href=""http://www.espn.com/nhl/player/_/id/3976""><img src=""../NHL/images3976.png""></a>",Mikkel Boedker,71,3,3,6,0.1,2.243243243,0.839308696
"<a href=""http://www.espn.com/nhl/player/_/id/2147""><img src=""../NHL/images2147.png""></a>",Mikko Koivu,48,11,11,22,0.5,2.025974026,0.758017493
"<a href=""http://www.espn.com/nhl/player/_/id/5268""><img src=""../NHL/images5268.png""></a>",Mikko Koskinen,55,1,1,2,0,2.072463768,0.775411614
"<a href=""http://www.espn.com/nhl/player/_/id/3780""><img src=""../NHL/images3780.png""></a>",Milan Lucic,79,29,23,91,1.2,2.203125,0.824298469
"<a href=""http://www.espn.com/nhl/player/_/id/3042033""><img src=""../NHL/images3042033.png""></a>",Mirco Mueller,53,7,6,17,0.3,2.25,0.841836735
"<a href=""http://www.espn.com/nhl/player/_/id/4233536""><img src=""../NHL/images4233536.png""></a>",Miro Heiskanen,82,8,8,16,0.2,2.16,0.808163265
"<a href=""http://www.espn.com/nhl/player/_/id/2976833""><img src=""../NHL/images2976833.png""></a>",Morgan Rielly,82,7,7,14,0.2,2.154929577,0.806266168
"<a href=""http://www.espn.com/nhl/player/_/id/3024798""><img src=""../NHL/images3024798.png""></a>",Nate Schmidt,61,4,4,8,0.1,2.227272727,0.833333333
"<a href=""http://www.espn.com/nhl/player/_/id/2688""><img src=""../NHL/images2688.png""></a>",Nate Thompson,78,7,6,17,0.2,2.271428571,0.849854227
"<a href=""http://www.espn.com/nhl/player/_/id/2562598""><img src=""../NHL/images2562598.png""></a>",Nathan Beaulieu,48,11,7,39,0.8,2.086956522,0.780834073
"<a href=""http://www.espn.com/nhl/player/_/id/3041969""><img src=""../NHL/images3041969.png""></a>",Nathan MacKinnon,82,17,17,34,0.4,1.974025974,0.738581147
"<a href=""http://www.espn.com/nhl/player/_/id/5349""><img src=""../NHL/images5349.png""></a>",Nazem Kadri,73,16,14,43,0.6,2.303030303,0.861678005
