Player Photo,NHL Player,Games,Penalties,Minors,Penalty Minutes,PIM/Game,fWHR,scaled
"<a href=""http://www.espn.com/nhl/player/_/id/3042003""><img src=""../NHL/images3042003.png""></a>",Valeri Nichushkin,57,0,0,0,0,2.196721311,0.821902532
"<a href=""http://www.espn.com/nhl/player/_/id/3144""><img src=""../NHL/images3144.png""></a>",Valtteri Filppula,72,8,8,16,0.2,1.986666667,0.743310658
"<a href=""http://www.espn.com/nhl/player/_/id/5157""><img src=""../NHL/images5157.png""></a>",Victor Hedman,70,22,22,44,0.6,1.842105263,0.689223058
"<a href=""http://www.espn.com/nhl/player/_/id/4081035""><img src=""../NHL/images4081035.png""></a>",Victor Mete,71,3,3,6,0.1,2.343283582,0.876738755
"<a href=""http://www.espn.com/nhl/player/_/id/3151096""><img src=""../NHL/images3151096.png""></a>",Victor Olofsson,6,1,1,2,0.3,2.214285714,0.828474247
"<a href=""http://www.espn.com/nhl/player/_/id/2563085""><img src=""../NHL/images2563085.png""></a>",Victor Rask,49,4,4,8,0.2,2.012345679,0.752918451
"<a href=""http://www.espn.com/nhl/player/_/id/3120307""><img src=""../NHL/images3120307.png""></a>",Viktor Arvidsson,58,13,13,26,0.5,1.905405405,0.712906784
"<a href=""http://www.espn.com/nhl/player/_/id/3904189""><img src=""../NHL/images3904189.png""></a>",Vince Dunn,78,21,20,45,0.6,2.067567568,0.773579702
"<a href=""http://www.espn.com/nhl/player/_/id/3095892""><img src=""../NHL/images3095892.png""></a>",Vinni Lettieri,27,7,7,14,0.5,2.1875,0.818452381
"<a href=""http://www.espn.com/nhl/player/_/id/3069613""><img src=""../NHL/images3069613.png""></a>",Vinnie Hinostroza,72,7,7,14,0.2,2.230769231,0.834641549
"<a href=""http://www.espn.com/nhl/player/_/id/3714""><img src=""../NHL/images3714.png""></a>",Vladimir Sobotka,69,13,13,26,0.4,2.055555556,0.769085412
"<a href=""http://www.espn.com/nhl/player/_/id/5837""><img src=""../NHL/images5837.png""></a>",Vladimir Tarasenko,76,7,6,22,0.3,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/3114999""><img src=""../NHL/images3114999.png""></a>",Vladislav Kamenev,23,5,5,10,0.4,1.986842105,0.743376298
"<a href=""http://www.espn.com/nhl/player/_/id/2562622""><img src=""../NHL/images2562622.png""></a>",Vladislav Namestnikov,78,18,17,44,0.6,2.055555556,0.769085412
"<a href=""http://www.espn.com/nhl/player/_/id/3151036""><img src=""../NHL/images3151036.png""></a>",Warren Foegele,77,10,10,20,0.3,2.276923077,0.851909995
"<a href=""http://www.espn.com/nhl/player/_/id/3817""><img src=""../NHL/images3817.png""></a>",Wayne Simmonds,79,29,22,99,1.3,1.930555556,0.722316704
"<a href=""http://www.espn.com/nhl/player/_/id/3042169""><img src=""../NHL/images3042169.png""></a>",Will Butcher,78,5,4,18,0.2,2.057142857,0.7696793
"<a href=""http://www.espn.com/nhl/player/_/id/3042054""><img src=""../NHL/images3042054.png""></a>",William Carrier,54,13,12,29,0.5,2.093333333,0.783219955
"<a href=""http://www.espn.com/nhl/player/_/id/2563057""><img src=""../NHL/images2563057.png""></a>",William Karlsson,82,8,8,16,0.2,2.109589041,0.789302022
"<a href=""http://www.espn.com/nhl/player/_/id/3114736""><img src=""../NHL/images3114736.png""></a>",William Nylander,54,7,6,16,0.3,2.375,0.888605442
"<a href=""http://www.espn.com/nhl/player/_/id/3094261""><img src=""../NHL/images3094261.png""></a>",Yanni Gourde,80,19,13,66,0.8,2.223880597,0.832064169
"<a href=""http://www.espn.com/nhl/player/_/id/4045""><img src=""../NHL/images4045.png""></a>",Yannick Weber,62,9,9,18,0.3,1.932432432,0.723018937
"<a href=""http://www.espn.com/nhl/player/_/id/5145""><img src=""../NHL/images5145.png""></a>",Zac Rinaldo,23,7,5,20,0.9,2.089552239,0.781805259
"<a href=""http://www.espn.com/nhl/player/_/id/4002""><img src=""../NHL/images4002.png""></a>",Zach Bogosian,65,20,16,52,0.8,2.130434783,0.797101449
"<a href=""http://www.espn.com/nhl/player/_/id/5509""><img src=""../NHL/images5509.png""></a>",Zach Hyman,71,24,20,65,0.9,2.328358209,0.871154432
"<a href=""http://www.espn.com/nhl/player/_/id/2975""><img src=""../NHL/images2975.png""></a>",Zach Parise,74,13,13,26,0.4,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/3042061""><img src=""../NHL/images3042061.png""></a>",Zach Sanford,60,9,8,21,0.4,2.073529412,0.775810324
"<a href=""http://www.espn.com/nhl/player/_/id/2591151""><img src=""../NHL/images2591151.png""></a>",Zach Trotman,13,2,2,4,0.3,2.067567568,0.773579702
"<a href=""http://www.espn.com/nhl/player/_/id/5194""><img src=""../NHL/images5194.png""></a>",Zack Kassian,79,29,21,102,1.3,2.231884058,0.835058661
"<a href=""http://www.espn.com/nhl/player/_/id/5025""><img src=""../NHL/images5025.png""></a>",Zack Smith,70,32,28,81,1.2,2.043478261,0.764566696
"<a href=""http://www.espn.com/nhl/player/_/id/3648020""><img src=""../NHL/images3648020.png""></a>",Zane McIntyre,0,0,0,0,0,2.176470588,0.81432573
"<a href=""http://www.espn.com/nhl/player/_/id/145""><img src=""../NHL/images145.png""></a>",Zdeno Chara,62,24,21,57,0.9,1.897435897,0.709924996
"<a href=""http://www.espn.com/nhl/player/_/id/2968829""><img src=""../NHL/images2968829.png""></a>",Zemgus Girgensons,72,7,6,17,0.2,1.951219512,0.730048117
